	i	text	gold
144	144	so	
145	145	einher	
146	146	wie	
147	147	die	
148	148	stumme	
149	149	Verzweiflung	
150	150	selbst	
151	151	!	
152	152	«	
153	153	Amtsrichter	(mention_id=17|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
154	154	Weishaupt	(mention_id=17|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
155	155	sprach	
156	156	diese	
157	157	Worte	
158	158	im	
159	159	komischen	
160	160	Zorn	
161	161	zu	
162	162	seinem	(mention_id=18|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
163	163	gegenübersitzenden	
164	164	Freund	(mention_id=19|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
165	165	,	
166	166	dem	
167	167	Assessor	(mention_id=20|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
168	168	Linden	(mention_id=20|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
169	169	.	
170	170	Vor	
171	171	ihnen	(mention_id=21|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)),(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
172	172	auf	
173	173	dem	
174	174	Tische	
175	175	stand	
176	176	eine	
177	177	Rheinweinflasche	
178	178	nebst	
179	179	Gläsern	
180	180	,	
181	181	und	
182	182	auf	
183	183	dieser	
184	184	bereits	
185	185	geleerten	
186	186	Flasche	
187	187	hafteten	
188	188	die	
189	189	Augen	
190	190	des	
191	191	Angeredeten	(mention_id=22|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
192	192	mit	
193	193	nachdenklichem	
194	194	Ausdruck	
195	195	,	
196	196	als	
197	197	könne	
198	198	er	(mention_id=23|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
199	199	von	
200	200	dem	
201	201	Etikett	
202	202	eine	
203	203	Antwort	
204	204	ablesen	
205	205	.	
206	206	Es	
207	207	war	
208	208	ein	
209	209	großes	
210	210	Zimmer	
211	211	,	
212	212	in	
213	213	dem	
214	214	sich	(mention_id=24|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)),(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
215	215	die	
216	216	beiden	(mention_id=25|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)),(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
217	217	befanden	
218	218	,	
219	219	eine	
220	220	Art	
221	221	Gartensaal	
222	222	,	
223	223	unendlich	
224	224	altmodisch	
225	225	und	
226	226	einfach	
227	227	ausgestattet	
228	228	mit	
229	229	zwei	
230	230	birkenen	
231	231	Eckschränken	
232	232	,	
233	233	wie	
234	234	sie	
235	235	zu	
236	236	Großmutterzeiten	(mention_id=26|references=(entity=(entity_id=figur_0011|fullname=Großmutter|gender=f|specialcase_entity=generic)))
237	237	die	
238	238	jetzigen	
239	239	vornehmen	
240	240	Kredenztische	
241	241	vertraten	
242	242	und	
243	243	anstatt	
244	244	kostbarer	
245	245	Majoliken	
246	246	die	
247	247	vergoldeten	
248	248	buntbemalten	
249	249	Porzellantassen	
250	250	hinter	
251	251	ihren	
252	252	Glasscheiben	
253	253	sehen	
254	254	ließen	
255	255	,	
256	256	mit	
257	257	einem	
258	258	großen	
259	259	Sofa	
260	260	,	
261	261	dessen	
262	262	schwarzer	
263	263	Roßhaarbezug	
264	264	gar	
265	265	keinen	
266	266	Gedanken	
267	267	an	
268	268	ein	
269	269	behaglich-molliges	
270	270	Ruhestündchen	
271	271	aufkommen	
272	272	ließ	
273	273	,	
274	274	mit	
275	275	sechs	
276	276	rührend	
277	277	einfach	
278	278	konstruierten	
279	279	Rohrstühlen	
280	280	,	
281	281	die	
282	282	um	
283	283	den	
284	284	großen	
285	285	Tisch	
286	286	standen	
287	287	,	
288	288	und	
289	289	endlich	
290	290	mit	
291	291	mehr	
292	292	als	
293	293	zweifelhaften	
294	294	Familienporträten	
295	295	,	
296	296	unter	
297	297	denen	
298	298	besonders	
299	299	das	
300	300	Pastellbildnis	
301	301	einer	
302	302	blondgelockten	
303	303	jugendlichen	
304	304	Schönheit	(mention_id=27|references=(entity=(entity_id=figur_0017|fullname=Pastellbildnis einer blondgelockten jugendlichen Schönheit|gender=f)))
305	305	auffiel	
306	306	,	
307	307	deren	(mention_id=28|references=(entity=(entity_id=figur_0017|fullname=Pastellbildnis einer blondgelockten jugendlichen Schönheit|gender=f)))
308	308	unendlich	
309	309	kleiner	
310	310	Mund	
311	311	wie	
312	312	verlegen	
313	313	lächelte	
314	314	,	
315	315	als	
316	316	wollte	
317	317	sie	(mention_id=29|references=(entity=(entity_id=figur_0017|fullname=Pastellbildnis einer blondgelockten jugendlichen Schönheit|gender=f)))
318	318	sagen	
319	319	:	
320	320	»	
321	321	Glaubt	
322	322	mir	(mention_id=30|references=(entity=(entity_id=figur_0017|fullname=Pastellbildnis einer blondgelockten jugendlichen Schönheit|gender=f)))
323	323	nur	
324	324	,	
325	325	ganz	
326	326	so	
327	327	dumm	
328	328	habe	
329	329	ich	(mention_id=31|references=(entity=(entity_id=figur_0017|fullname=Pastellbildnis einer blondgelockten jugendlichen Schönheit|gender=f)))
330	330	in	
331	331	Wirklichkeit	
332	332	nicht	
333	333	ausgesehen	
334	334	!	
335	335	«	
336	336	Und	
337	337	über	
338	338	all	
339	339	dieses	
340	340	verbreiteten	
341	341	orangegelbe	
342	342	Fenstervorhänge	
343	343	ein	
344	344	eigentümlich	
345	345	unangenehmes	
346	346	Licht	
347	347	.	
348	348	Die	
349	349	Tür	
350	350	des	
351	351	Zimmers	
352	352	stand	
353	353	geöffnet	
354	354	und	
355	355	,	
356	356	wie	
357	357	entschädigend	
358	358	für	
359	359	alle	
360	360	Geschmacklosigkeiten	
361	361	,	
362	362	bot	
363	363	sich	
364	364	dem	
365	365	Auge	
366	366	eine	
367	367	wunderliebliche	
368	368	Aussicht	
369	369	.	
370	370	Hohe	
371	371	,	
372	372	bewaldete	
373	373	Bergkuppen	
374	374	,	
375	375	mit	
376	376	üppigem	
377	377	Laubwald	
378	378	bedeckt	
379	379	,	
380	380	dessen	
381	381	ernstes	
382	382	Grün	
383	383	der	
384	384	Herbst	
385	385	schon	
386	386	in	
387	387	leuchtende	
388	388	Farben	
389	389	verwandelt	
390	390	hatte	
391	391	,	
392	392	bildeten	
393	393	den	
394	394	Hintergrund	
395	395	.	
396	396	In	
397	397	nächster	
398	398	Nähe	
399	399	der	
400	400	Garten	
401	401	,	
402	402	malerisch	
403	403	genug	
404	404	in	
405	405	seiner	
406	406	Verwilderung	
407	407	;	
408	408	und	
409	409	hinter	
410	410	den	
411	411	Bäumen	
412	412	hervorschimmernd	
413	413	die	
414	414	roten	
415	415	Ziegeldächer	
416	416	des	
417	417	Dorfes	
418	418	.	
419	419	Und	
420	420	das	
421	421	Ganze	
422	422	verschleiert	
423	423	von	
424	424	dem	
425	425	feinen	
426	426	Hauch	
427	427	eines	
428	428	Oktobermorgens	
429	429	,	
430	430	dessen	
431	431	die	
432	432	Sonne	
433	433	noch	
434	434	nicht	
435	435	Herr	
436	436	werden	
437	437	konnte	
438	438	.	
439	439	Mit	
440	440	der	
441	441	herben	
442	442	,	
443	443	reinen	
444	444	Luft	
445	445	aber	
446	446	wehte	
447	447	anmutend	
448	448	der	
449	449	taktmäßige	
450	450	Schall	
451	451	der	
452	452	Dreschflegel	
453	453	herüber	
454	454	,	
455	455	die	
456	456	auf	
457	457	der	
458	458	Tenne	
459	459	des	
460	460	Gutes	
461	461	geschwungen	
462	462	wurden	
463	463	.	
464	464	Von	
465	465	der	
466	466	Weinflasche	
467	467	war	
468	468	das	
469	469	dunkle	
470	470	Auge	
471	471	des	
472	472	jungen	
473	473	Mannes	(mention_id=32|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
474	474	hinausgeschweift	
475	475	.	
476	476	Er	(mention_id=33|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
477	477	sprang	
478	478	plötzlich	
479	479	empor	
480	480	und	
481	481	trat	
482	482	in	
483	483	die	
484	484	Tür	
485	485	.	
486	486	»	
487	487	Und	
488	488	trotz	
489	489	alledem	
490	490	,	
491	491	Richard	(mention_id=34|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
492	492	,	
493	493	es	
494	494	ist	
495	495	ein	
496	496	reizendes	
497	497	Fleckchen	
498	498	Erde	
499	499	«	
500	500	,	
501	501	sagte	
502	502	er	(mention_id=35|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
503	503	warm	
504	504	,	
505	505	»	
506	506	ich	(mention_id=36|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
507	507	habe	
508	508	für	
509	509	Norddeutschland	
510	510	immer	
511	511	große	
512	512	Sympathien	
513	513	gehabt	
514	514	.	
515	515	Glaube	
516	516	mir	(mention_id=37|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
517	517	,	
518	518	der	
519	519	Faust	
520	520	liest	
521	521	sich	
522	522	hier	
523	523	noch	
524	524	einmal	
525	525	so	
526	526	gut	
527	527	,	
528	528	wo	
529	529	der	
530	530	Brocken	
531	531	dort	
532	532	herüberschaut	
533	533	.	
534	534	Ich	(mention_id=38|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
535	535	bitte	
536	536	dich	(mention_id=39|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
537	537	,	
538	538	krächze	
539	539	nicht	
540	540	mehr	
541	541	wie	
542	542	ein	
543	543	Unglücksrabe	(mention_id=40|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)|specialcase_reference=figurative))
544	544	!	
545	545	Ich	(mention_id=41|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
546	546	werde	
547	547	Frankfurt	
548	548	nie	
549	549	vergessen	
550	550	,	
551	551	aber	
552	552	auch	
553	553	nicht	
554	554	allzusehr	
555	555	vermissen	
556	556	–	
557	557	hoffe	
558	558	ich	(mention_id=42|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
559	559	.	
560	560	«	
561	561	»	
562	562	Na	
563	563	,	
564	564	Gott	
565	565	bewahre	
566	566	!	
567	567	«	
568	568	scherzte	
569	569	der	
570	570	Kleine	(mention_id=43|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
571	571	,	
572	572	noch	
573	573	immer	
574	574	mit	
575	575	dem	
576	576	leeren	
577	577	Weinglase	
578	578	spielend	
579	579	,	
580	580	»	
581	581	du	(mention_id=44|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
582	582	willst	
583	583	mir	(mention_id=45|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
584	584	doch	
585	585	nicht	
586	586	weismachen	
587	587	–	
588	588	«	
589	589	Aber	
590	590	Linden	(mention_id=46|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
591	591	unterbrach	
592	592	ihn	(mention_id=47|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
593	593	:	
594	594	»	
595	595	Ich	(mention_id=48|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
596	596	will	
597	597	dir	(mention_id=49|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
598	598	gar	
599	599	nichts	
600	600	weismachen	
601	601	,	
602	602	ich	(mention_id=50|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
603	603	will	
604	604	versuchen	
605	605	,	
606	606	ein	
607	607	Landwirt	(mention_id=51|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
608	608	zu	
609	609	werden	
610	610	,	
611	611	und	
612	612	ich	(mention_id=52|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
613	613	will	
614	614	dies	
615	615	nicht	
616	616	nur	
617	617	,	
618	618	weil	
619	619	ich	(mention_id=53|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
620	620	muß	
621	621	,	
622	622	Richard	(mention_id=54|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
623	623	–	
624	624	mir	(mention_id=55|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
625	625	ist	
626	626	wirklich	
627	627	in	
628	628	dem	
629	629	alten	
630	630	Neste	
631	631	ganz	
632	632	behaglich	
633	633	;	
634	634	ergo	
635	635	höre	
636	636	auf	
637	637	,	
638	638	mein	(mention_id=56|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
639	639	Alterchen	(mention_id=57|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
640	640	.	
641	641	«	
642	642	»	
643	643	Na	
644	644	,	
645	645	Glück	
646	646	zu	
647	647	!	
648	648	«	
649	649	erwiderte	
650	650	der	
651	651	andere	(mention_id=58|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
652	652	,	
653	653	neben	
654	654	den	
655	655	Freund	(mention_id=59|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
656	656	tretend	
657	657	und	
658	658	fast	
659	659	zärtlich	
660	660	in	
661	661	das	
662	662	hübsche	
663	663	Männergesicht	(mention_id=60|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)|specialcase_reference=part))
664	664	schauend	
665	665	.	
666	666	»	
667	667	Ich	(mention_id=61|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
668	668	habe	
669	669	ja	
670	670	im	
671	671	allgemeinen	
672	672	nichts	
673	673	einzuwenden	
674	674	gegen	
675	675	dieses	
676	676	Gutsbesitzerspiel	
677	677	,	
678	678	wenn	
679	679	ich	(mention_id=62|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
680	680	nur	
681	681	wüßte	
682	682	wie	
683	683	und	
684	684	wo	
685	685	–	
686	686	.	
687	687	Siehst	
688	688	du	(mention_id=63|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
689	689	,	
690	690	Franz	(mention_id=64|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
691	691	,	
692	692	wäre	
693	693	ich	(mention_id=65|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
694	694	nicht	
695	695	solch	
696	696	ein	
697	697	armer	
698	698	Schlucker	(mention_id=66|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
699	699	,	
700	700	ich	(mention_id=67|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
701	701	sagte	
702	702	dir	(mention_id=68|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
703	703	sofort	
704	704	,	
705	705	›	
706	706	hier	
707	707	,	
708	708	mein	(mention_id=69|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
709	709	Junge	(mention_id=70|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
710	710	,	
711	711	hast	
712	712	du	(mention_id=71|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
713	713	ein	
714	714	Kapital	
715	715	von	
716	716	soundsoviel	
717	717	.	
718	718	Nun	
719	719	fange	
720	720	einmal	
721	721	an	
722	722	,	
723	723	das	
724	724	veraltete	
725	725	lotterige	
726	726	Ding	
727	727	in	
728	728	Zug	
729	729	zu	
730	730	bringen	
731	731	‹	
732	732	.	
733	733	–	
734	734	So	
735	735	,	
736	736	wie	
737	737	es	
738	738	jetzt	
739	739	ist	
740	740	,	
741	741	kann's	
742	742	nicht	
743	743	bleiben	
744	744	.	
745	745	Aber	
746	746	–	
747	747	na	
748	748	,	
749	749	du	(mention_id=72|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
750	750	weißt	
751	751	«	
752	752	,	
753	753	schloß	
754	754	er	(mention_id=73|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
755	755	mit	
756	756	einem	
757	757	Seufzer	
758	758	.	
759	759	Franz	(mention_id=74|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
760	760	Linden	(mention_id=74|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
761	761	hatte	
762	762	abermals	
763	763	keine	
764	764	Antwort	
765	765	,	
766	766	aber	
767	767	er	(mention_id=75|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
768	768	pfiff	
769	769	leise	
770	770	eine	
771	771	lustige	
772	772	Melodie	
773	773	,	
774	774	wie	
775	775	er	(mention_id=76|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
776	776	immer	
777	777	tat	
778	778	,	
779	779	wenn	
780	780	er	(mention_id=77|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
781	781	unangenehme	
782	782	Gedanken	
783	783	verscheuchen	
784	784	wollte	
785	785	.	
786	786	»	
787	787	Ja	
788	788	,	
789	789	pfeife	
790	790	nur	
791	791	«	
792	792	,	
793	793	murmelte	
794	794	der	
795	795	Kleine	(mention_id=78|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
796	796	,	
797	797	»	
798	798	es	
799	799	wird	
800	800	die	
801	801	einzige	
802	802	Musik	
803	803	sein	
804	804	,	
805	805	die	
806	806	du	(mention_id=79|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
807	807	hier	
808	808	zu	
809	809	hören	
810	810	bekommst	
811	811	–	
812	812	oder	
813	813	etwa	
814	814	noch	
815	815	eine	
816	816	knarrende	
817	817	Stubentür	
818	818	oder	
819	819	das	
820	820	Konzert	
821	821	einer	
822	822	höchst	
823	823	respektablen	
824	824	Mäusefamilie	
825	825	,	
826	826	die	
827	827	sich	
828	828	in	
829	829	deinem	(mention_id=80|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
830	830	Zimmer	
831	831	angesiedelt	
832	832	hat	
833	833	.	
834	834	Brr	
835	835	–	
836	836	Franz	(mention_id=81|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
837	837	!	
838	838	Jetzt	
839	839	denke	
840	840	dir	(mention_id=82|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
841	841	dieses	
842	842	einsame	
843	843	Nest	
844	844	im	
845	845	Winter	
846	846	–	
847	847	auf	
848	848	den	
849	849	Bergen	
850	850	Schnee	
851	851	,	
852	852	auf	
853	853	der	
854	854	Straße	
855	855	Schnee	
856	856	,	
857	857	im	
858	858	Garten	
859	859	Schnee	
860	860	und	
861	861	in	
862	862	der	
863	863	Luft	
864	864	weißes	
865	865	Gewimmel	
866	866	–	
867	867	Herr	
868	868	Gott	
869	869	,	
870	870	was	
871	871	willst	
872	872	du	(mention_id=83|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
873	873	die	
874	874	langen	
875	875	Abende	
876	876	hindurch	
877	877	beginnen	
878	878	,	
879	879	an	
880	880	denen	
881	881	wir	(mention_id=84|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)),(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
882	882	sonst	
883	883	im	
884	884	Taunus	
885	885	,	
886	886	auf	
887	887	der	
888	888	Bockenheimer	
889	889	Gasse	
890	890	saßen	
891	891	oder	
892	892	im	
893	893	Theater	
894	894	?	
895	895	Wer	
896	896	soll	
897	897	hier	
898	898	Skat	
899	899	mit	
900	900	dir	(mention_id=85|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
901	901	spielen	
902	902	?	
903	903	Für	
904	904	wen	
905	905	willst	
906	906	du	(mention_id=86|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
907	907	deine	(mention_id=87|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
908	908	vielbewunderten	
909	909	Gedichte	
910	910	machen	
911	911	?	
912	912	In	
913	913	der	
914	914	Dorfschenke	
915	915	werden	
916	916	sie	
917	917	sicher	
918	918	nicht	
919	919	verstanden	
920	920	.	
921	921	–	
922	922	Ach	
923	923	,	
924	924	wenn	
925	925	ich	(mention_id=88|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
926	926	dich	(mention_id=89|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
927	927	so	
928	928	ansehe	
929	929	,	
930	930	du	(mention_id=90|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
931	931	hier	
932	932	allein	
933	933	,	
934	934	versauernd	
935	935	und	
936	936	Sorgen	
937	937	dazu	
938	938	!	
939	939	«	
940	940	Er	(mention_id=91|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
941	941	seufzte	
942	942	.	
943	943	»	
944	944	Ich	(mention_id=92|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
945	945	will	
946	946	dir	(mention_id=93|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
947	947	etwas	
948	948	sagen	
949	949	,	
950	950	Franz	(mention_id=94|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
951	951	,	
952	952	Scherz	
953	953	in	
954	954	die	
955	955	Ecke	
956	956	«	
957	957	,	
958	958	fuhr	
959	959	er	(mention_id=95|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
960	960	fort	
961	961	,	
962	962	»	
963	963	du	(mention_id=96|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
964	964	wirst	
965	965	heiraten	
966	966	müssen	
967	967	!	
968	968	Und	
969	969	da	
970	970	gebe	
971	971	ich	(mention_id=97|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
972	972	dir	(mention_id=98|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
973	973	den	
974	974	Rat	
975	975	,	
976	976	tue	
977	977	bei	
978	978	dieser	
979	979	Angelegenheit	
980	980	deinen	(mention_id=99|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
981	981	Idealen	
982	982	ein	
983	983	wenig	
984	984	Zwang	
985	985	an	
986	986	.	
987	987	Sieh	
988	988	ab	
989	989	von	
990	990	elfengleichem	
991	991	Wuchs	
992	992	,	
993	993	sinnigen	
994	994	Augen	
995	995	und	
996	996	holdester	
997	997	Weiblichkeit	
998	998	–	
999	999	zugunsten	
1000	1000	eines	
1001	1001	anderen	
1002	1002	Vorzuges	
1003	1003	,	
1004	1004	der	
1005	1005	durch	
1006	1006	nichts	
1007	1007	zu	
1008	1008	ersetzen	
1009	1009	ist	
1010	1010	in	
1011	1011	unserem	(mention_id=100|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)),(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1012	1012	prosaischen	
1013	1013	Leben	
1014	1014	.	
1015	1015	Bringe	
1016	1016	mir	(mention_id=101|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1017	1017	kein	
1018	1018	armes	
1019	1019	Mädchen	(mention_id=102|references=(entity=(entity_id=generic_0001|fullname=arme Zukünftige|gender=u|specialcase_entity=generic)))
1020	1020	,	
