i	token	mention	is_section_start	gold
61117	erste		0	
61118	Mal		0	
61119	,		0	
61120	daß		0	
61121	zwei		0	
61122	junge		0	
61123	strebende		0	
61124	Männer	7163	0	(mention_id=7275|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)),(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61125	Väter	7164	0	(mention_id=7276|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)),(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61126	einer		0	
61127	Stadt		0	
61128	geworden		0	
61129	sind		0	
61130	.		0	
61131	Moorfeld	7165	0	(mention_id=7277|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61132	brauchte		0	
61133	nicht		0	
61134	einmal		0	
61135	Dichter	7166	0	(mention_id=7278|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61136	zu		0	
61137	sein		0	
61138	,		0	
61139	um		0	
61140	so		0	
61141	weit		0	
61142	zu		0	
61143	phantasiren		0	
61144	.		0	
61145	Romulus	7167	0	(mention_id=7279|references=(entity=(entity_id=entity_0453|fullname=Romulus|gender=m)))
61146	und		0	
61147	Remus		0	(mention_id=7280|references=(entity=(entity_id=entity_0451|fullname=Remus|gender=m)))
61148	!		0	
61149	—		0	
61150	Unternehme		0	
61151	es		0	
61152	,		0	
61153	wer	7168	0	(mention_id=7281|references=(entity=(entity_id=generic_3389|fullname=wer sich stolz genug fühlt Moorfelds Gedanken zu Ende zu denken|gender=u|specialcase_entity=generic)))
61154	sich	7169	0	
61155	stolz		0	
61156	genug		0	
61157	dazu		0	
61158	fühlt		0	
61159	,		0	
61160	die		0	
61161	Nachtgedanken		0	
61162	unsers	7170	0	(mention_id=7282|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)))
61163	Freundes	7171	0	(mention_id=7283|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61164	zu		0	
61165	Ende		0	
61166	zu		0	
61167	denken		0	
61168	!		0	
61169	—		0	
61170	Solche		0	
61171	Momente		0	
61172	sind		0	
61173	selbst		0	
61174	für		0	
61175	die		0	
61176	Poesie		0	
61177	zu		0	
61178	groß		0	
61179	.		0	
61180	Die		0	
61181	Poesie		0	
61182	ist		0	
61183	die		0	
61184	Kunst		0	
61185	des		0	
61186	„		0	
61187	schönen		0	
61188	Scheins		0	
61189	“		0	
61190	,		0	
61191	hier		0	
61192	ist		0	
61193	von		0	
61194	schöner		0	
61195	Wirklichkeit		0	
61196	die		0	
61197	Rede		0	
61198	.		0	
61199	Die		0	
61200	Poesie		0	
61201	ist		0	
61202	die		0	
61203	Sprache		0	
61204	des		0	
61205	Wunsches		0	
61206	,		0	
61207	hier		0	
61208	winkt		0	
61209	Besitz		0	
61210	.		0	
61211	Wir	7172	0	(mention_id=7284|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)))
61212	können		0	
61213	von		0	
61214	dieser		0	
61215	Stunde		0	
61216	kein		0	
61217	Gedicht		0	
61218	unsers	7173	0	(mention_id=7285|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)))
61219	Freundes	7174	0	(mention_id=7286|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61220	überliefern		0	
61221	.		0	
61222	Er	7175	0	(mention_id=7287|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61223	dichtet		0	
61224	nicht		0	
61225	.		0	
61226	Der		0	
61227	Dichter	7176	0	(mention_id=7288|references=(entity=(entity_id=generic_3390|fullname=Dichter allgemein|gender=u|specialcase_entity=generic)))
61228	besingt		0	
61229	die		0	
61230	Geliebte	7177	0	(mention_id=7289|references=(entity=(entity_id=generic_3391|fullname=Geliebte des Dichters allgemein|gender=u|specialcase_entity=generic)))
61231	:		0	
61232	am		0	
61233	Brautabend		0	
61234	verstummen		0	
61235	die		0	
61236	Hymnen		0	
61237	.		0	
61238	Moorfeld	7178	0	(mention_id=7290|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61239	fühlt		0	
61240	sich	7179	0	(mention_id=7291|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61241	am		0	
61242	Vorabend		0	
61243	eines		0	
61244	Unternehmens		0	
61245	,		0	
61246	das		0	
61247	kein		0	
61248	deutscher		0	
61249	Dichter	7180	0	(mention_id=7292|references=(entity=(entity_id=generic_3392|fullname=deutscher Dichter|gender=u|specialcase_entity=generic)))
61250	je		0	
61251	vor		0	
61252	ihm	7181	0	(mention_id=7293|references=(entity=(entity_id=generic_3393|fullname=deutscher Dichter|gender=u|specialcase_entity=generic)))
61253	begonnen		0	
61254	:		0	
61255	kein		0	
61256	deutscher		0	
61257	Vers		0	
61258	ist		0	
61259	vorbereitet		0	
61260	,		0	
61261	sich		0	
61262	zum		0	
61263	Ausdruck		0	
61264	eines		0	
61265	solchen		0	
61266	Inhalts		0	
61267	zu		0	
61268	erheben		0	
61269	.		0	
61270	Aber		0	
61271	Newyork	7182	0	
61272	und		0	
61273	die		0	
61274	Rolle		0	
61275	des		0	
61276	Beschauenden	7183	0	(mention_id=7294|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61277	reizt		0	
61278	ihn	7184	0	(mention_id=7295|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61279	nicht		0	
61280	länger		0	
61281	.		0	
61282	Sein	7185	0	(mention_id=7296|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61283	Gedicht		0	
61284	ist		0	
61285	:		0	
61286	daß		0	
61287	er	7186	0	(mention_id=7297|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61288	unverzüglich		0	
61289	zu		0	
61290	reisen		0	
61291	beschließt		0	
61292	.		0	
61293	In		0	
61294	diesem		0	
61295	Augenblick		0	
61296	erlosch		0	
61297	die		0	
61298	beleuchtete		0	
61299	Villa		0	
61300	auf		0	
61301	New		0	
61302	Jersey		0	
61303	,		0	
61304	welche		0	
61305	bisher		0	
61306	der		0	
61307	Augenpunkt		0	
61308	unsers	7187	0	(mention_id=7298|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61309	nächtlichen		0	
61310	Träumers	7188	0	(mention_id=7299|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61311	gewesen		0	
61312	.		0	
61313	Moorfeld	7189	0	(mention_id=7300|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61314	stutzte		0	
61315	.		0	
61316	Dann		0	
61317	aber		0	
61318	blickte		0	
61319	er	7190	0	(mention_id=7301|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61320	am		0	
61321	Himmel		0	
61322	aus		0	
61323	—		0	
61324	ob		0	
61325	nicht		0	
61326	das		0	
61327	Licht		0	
61328	des		0	
61329	Morgenroths		0	
61330	anbräche		0	
61331	.		0	
61332	—		0	
61333	—		0	
61334	Am		0	
61335	Tage		0	
61336	fand		0	
61337	ihn	7191	0	(mention_id=7302|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
61338	Jack	7192	0	(mention_id=7303|references=(entity=(entity_id=entity_0080|fullname=Jack|gender=m)))
61339	—		0	
61340	das		0	
61341	Bett		0	
61342	unberührt		0	
61343	—		0	
61344	im		0	
61345	Fauteuil		0	
61346	eingeschlafen		0	
61347	.		0	
