i	token	mention	is_section_start	gold
78866	und		0	
78867	günstig		0	
78868	war		0	
78869	,		0	
78870	mit		0	
78871	lebhaften		0	
78872	Farben		0	
78873	ausmalte		0	
78874	.		0	
78875	Ganz		0	
78876	leugnen		0	
78877	konnte		0	
78878	der		0	
78879	Major	10310	0	(mention_id=10223|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
78880	nicht		0	
78881	und		0	
78882	nicht		0	
78883	ganz		0	
78884	eingestehen		0	
78885	;		0	
78886	aber		0	
78887	Eduard	10311	0	(mention_id=10224|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
78888	befestigte		0	
78889	,		0	
78890	bestimmte		0	
78891	sich	10312	0	(mention_id=10225|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
78892	nur		0	
78893	mehr		0	
78894	.		0	
78895	Er	10313	0	(mention_id=10226|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
78896	dachte		0	
78897	sich	10314	0	(mention_id=10227|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
78898	alles		0	
78899	nicht		0	
78900	als		0	
78901	möglich		0	
78902	,		0	
78903	sondern		0	
78904	als		0	
78905	schon		0	
78906	geschehen		0	
78907	.		0	
78908	Alle		0	
78909	Teile	10315	0	(mention_id=10228|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)),(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
78910	brauchten		0	
78911	nur		0	
78912	in		0	
78913	das		0	
78914	zu		0	
78915	willigen		0	
78916	,		0	
78917	was		0	
78918	sie	10316	0	(mention_id=10229|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)),(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
78919	wünschten		0	
78920	;		0	
78921	eine		0	
78922	Scheidung		0	
78923	war		0	
78924	gewiß		0	
78925	zu		0	
78926	erlangen		0	
78927	;		0	
78928	eine		0	
78929	baldige		0	
78930	Verbindung		0	
78931	sollte		0	
78932	folgen		0	
78933	,		0	
78934	und		0	
78935	Eduard	10317	0	(mention_id=10230|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
78936	wollte		0	
78937	mit		0	
78938	Ottilien	10318	0	(mention_id=10231|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
78939	reisen		0	
78940	.		0	
78941	Unter		0	
78942	allem		0	
78943	,		0	
78944	was		0	
78945	die		0	
78946	Einbildungskraft		0	
78947	sich		0	
78948	Angenehmes		0	
78949	ausmalt		0	
78950	,		0	
78951	ist		0	
78952	vielleicht		0	
78953	nichts		0	
78954	Reizenderes		0	
78955	,		0	
78956	als		0	
78957	wenn		0	
78958	Liebende	10319	0	(mention_id=10232|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=generic_1075|fullname=Liebende allgemein|gender=u|specialcase_entity=generic)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
78959	,		0	
78960	wenn		0	
78961	junge		0	
78962	Gatten	10320	0	(mention_id=10233|references=(entity=(entity_id=generic_1076|fullname=junge Gatten|gender=u|specialcase_entity=generic)))
78963	ihr	10321	0	(mention_id=10234|references=(entity=(entity_id=generic_1077|fullname=junge Gatten|gender=u|specialcase_entity=generic)))
78964	neues		0	
78965	,		0	
78966	frisches		0	
78967	Verhältnis		0	
78968	in		0	
78969	einer		0	
78970	neuen		0	
78971	,		0	
78972	frischen		0	
78973	Welt		0	
78974	zu		0	
78975	genießen		0	
78976	und		0	
78977	einen		0	
78978	dauernden		0	
78979	Bund		0	
78980	an		0	
78981	soviel		0	
78982	wechselnden		0	
78983	Zuständen		0	
78984	zu		0	
78985	prüfen		0	
78986	und		0	
78987	zu		0	
78988	bestätigen		0	
78989	hoffen		0	
78990	.		0	
78991	Der		0	
78992	Major	10322	0	(mention_id=10235|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
78993	und		0	
78994	Charlotte	10323	0	(mention_id=10236|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
78995	sollten		0	
78996	unterdessen		0	
78997	unbeschränkte		0	
78998	Vollmacht		0	
78999	haben		0	
79000	,		0	
79001	alles		0	
79002	,		0	
79003	was		0	
79004	sich		0	
79005	auf		0	
79006	Besitz		0	
79007	,		0	
79008	Vermögen		0	
79009	und		0	
79010	die		0	
79011	irdischen		0	
79012	wünschenswerten		0	
79013	Einrichtungen		0	
79014	bezieht		0	
79015	,		0	
79016	dergestalt		0	
79017	zu		0	
79018	ordnen		0	
79019	und		0	
79020	nach		0	
79021	Recht		0	
79022	und		0	
79023	Billigkeit		0	
79024	einzuleiten		0	
79025	,		0	
79026	daß		0	
79027	alle		0	
79028	Teile	10324	0	(mention_id=10237|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)),(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79029	zufrieden		0	
79030	sein		0	
79031	könnten		0	
79032	.		0	
79033	Worauf		0	
79034	jedoch		0	
79035	Eduard	10325	0	(mention_id=10238|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79036	am		0	
79037	allermeisten		0	
79038	zu		0	
79039	fußen		0	
79040	,		0	
79041	wovon		0	
79042	er	10326	0	(mention_id=10239|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79043	sich	10327	0	(mention_id=10240|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79044	den		0	
79045	größten		0	
79046	Vorteil		0	
79047	zu		0	
79048	versprechen		0	
79049	schien		0	
79050	,		0	
79051	war		0	
79052	dies		0	
79053	:		0	
79054	Da		0	
79055	das		0	
79056	Kind	10328	0	(mention_id=10241|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79057	bei		0	
79058	der		0	
79059	Mutter	10329	0	(mention_id=10242|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79060	bleiben		0	
79061	sollte		0	
79062	,		0	
79063	so		0	
79064	würde		0	
79065	der		0	
79066	Major	10330	0	(mention_id=10243|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79067	den		0	
79068	Knaben	10331	0	(mention_id=10244|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79069	erziehen		0	
79070	,		0	
79071	ihn	10332	0	(mention_id=10245|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79072	nach		0	
79073	seinen	10333	0	(mention_id=10246|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79074	Einsichten		0	
79075	leiten		0	
79076	,		0	
79077	seine	10334	0	(mention_id=10247|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79078	Fähigkeiten		0	
79079	entwickeln		0	
79080	können		0	
79081	.		0	
79082	Nicht		0	
79083	umsonst		0	
79084	hatte		0	
79085	man		0	
79086	ihm	10335	0	(mention_id=10248|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79087	dann		0	
79088	in		0	
79089	der		0	
79090	Taufe		0	
79091	ihren	10336	0	(mention_id=10249|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79092	beiderseitigen		0	
79093	Namen		0	
79094	Otto	10337	0	(mention_id=10250|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79095	gegeben		0	
79096	.		0	
79097	Das		0	
79098	alles		0	
79099	war		0	
79100	bei		0	
79101	Eduarden	10338	0	(mention_id=10251|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79102	so		0	
79103	fertig		0	
79104	geworden		0	
79105	,		0	
79106	daß		0	
79107	er	10339	0	(mention_id=10252|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79108	keinen		0	
79109	Tag		0	
79110	länger		0	
79111	anstehen		0	
79112	mochte		0	
79113	,		0	
79114	der		0	
79115	Ausführung		0	
79116	näherzutreten		0	
79117	.		0	
79118	Sie	10340	0	(mention_id=10253|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79119	gelangten		0	
79120	auf		0	
79121	ihrem	10341	0	(mention_id=10254|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79122	Wege		0	
79123	nach		0	
79124	dem		0	
79125	Gute		0	
79126	zu		0	
79127	einer		0	
79128	kleinen		0	
79129	Stadt		0	
79130	,		0	
79131	in		0	
79132	der		0	
79133	Eduard	10342	0	(mention_id=10255|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79134	ein		0	
79135	Haus		0	
79136	besaß		0	
79137	,		0	
79138	wo		0	
79139	er	10343	0	(mention_id=10256|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79140	verweilen		0	
79141	und		0	
79142	die		0	
79143	Rückkunft		0	
79144	des		0	
79145	Majors	10344	0	(mention_id=10257|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79146	abwarten		0	
79147	wollte		0	
79148	.		0	
79149	Doch		0	
79150	konnte		0	
79151	er	10345	0	(mention_id=10258|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79152	sich	10346	0	(mention_id=10259|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79153	nicht		0	
79154	überwinden		0	
79155	,		0	
79156	daselbst		0	
79157	sogleich		0	
79158	abzusteigen		0	
79159	,		0	
79160	und		0	
79161	begleitete		0	
79162	den		0	
79163	Freund	10347	0	(mention_id=10260|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79164	noch		0	
79165	durch		0	
79166	den		0	
79167	Ort		0	
79168	.		0	
79169	Sie	10348	0	(mention_id=10261|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79170	waren		0	
79171	beide	10349	0	(mention_id=10262|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79172	zu		0	
79173	Pferde		0	
79174	,		0	
79175	und		0	
79176	in		0	
79177	bedeutendem		0	
79178	Gespräch		0	
79179	verwickelt		0	
79180	ritten		0	
79181	sie	10350	0	(mention_id=10263|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79182	zusammen		0	
79183	weiter		0	
79184	.		0	
79185	Auf		0	
79186	einmal		0	
79187	erblickten		0	
79188	sie	10351	0	(mention_id=10264|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79189	in		0	
79190	der		0	
79191	Ferne		0	
79192	das		0	
79193	neue		0	
79194	Haus		0	
79195	auf		0	
79196	der		0	
79197	Höhe		0	
79198	,		0	
79199	dessen		0	
79200	rote		0	
79201	Ziegeln		0	
79202	sie	10352	0	(mention_id=10265|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79203	zum		0	
79204	erstenmal		0	
79205	blinken		0	
79206	sahen		0	
79207	.		0	
79208	Eduarden	10353	0	(mention_id=10266|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79209	ergreift		0	
79210	eine		0	
79211	unwiderstehliche		0	
79212	Sehnsucht		0	
79213	;		0	
79214	es		0	
79215	soll		0	
79216	noch		0	
79217	diesen		0	
79218	Abend		0	
79219	alles		0	
79220	abgetan		0	
79221	sein		0	
79222	.		0	
79223	In		0	
79224	einem		0	
79225	ganz		0	
79226	nahen		0	
79227	Dorfe		0	
79228	will		0	
79229	er	10354	0	(mention_id=10267|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79230	sich	10355	0	(mention_id=10268|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79231	verborgen		0	
79232	halten		0	
79233	;		0	
79234	der		0	
79235	Major	10356	0	(mention_id=10269|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79236	soll		0	
79237	die		0	
79238	Sache		0	
79239	Charlotten	10357	0	(mention_id=10270|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79240	dringend		0	
79241	vorstellen		0	
79242	,		0	
79243	ihre	10358	0	(mention_id=10271|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79244	Vorsicht		0	
79245	überraschen		0	
79246	und		0	
79247	durch		0	
79248	den		0	
79249	unerwarteten		0	
79250	Antrag		0	
79251	sie	10359	0	(mention_id=10272|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79252	zu		0	
79253	freier		0	
79254	Eröffnung		0	
79255	ihrer	10360	0	(mention_id=10273|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79256	Gesinnung		0	
79257	nötigen		0	
79258	.		0	
79259	Denn		0	
79260	Eduard	10361	0	(mention_id=10274|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79261	,		0	
79262	der	10362	0	(mention_id=10275|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79263	seine	10363	0	(mention_id=10276|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79264	Wünsche		0	
79265	auf		0	
79266	sie	10364	0	(mention_id=10277|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79267	übergetragen		0	
79268	hatte		0	
79269	,		0	
79270	glaubte		0	
79271	nicht		0	
79272	anders		0	
79273	,		0	
79274	als		0	
79275	daß		0	
79276	er	10365	0	(mention_id=10278|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79277	ihren	10366	0	(mention_id=10279|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79278	entschiedenen		0	
79279	Wünschen		0	
79280	entgegenkomme		0	
79281	,		0	
79282	und		0	
79283	hoffte		0	
79284	eine		0	
79285	so		0	
79286	schnelle		0	
79287	Einwilligung		0	
79288	von		0	
79289	ihr	10367	0	(mention_id=10280|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79290	,		0	
79291	weil		0	
79292	er	10368	0	(mention_id=10281|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79293	keinen		0	
79294	andern		0	
79295	Willen		0	
79296	haben		0	
79297	konnte		0	
79298	.		0	
79299	Er	10369	0	(mention_id=10282|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79300	sah		0	
79301	den		0	
79302	glücklichen		0	
79303	Ausgang		0	
79304	freudig		0	
79305	vor		0	
79306	Augen		0	
79307	,		0	
79308	und		0	
79309	damit		0	
79310	dieser		0	
79311	dem		0	
79312	Lauernden	10370	0	(mention_id=10283|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79313	schnell		0	
79314	verkündigt		0	
79315	würde		0	
79316	,		0	
79317	sollten		0	
79318	einige		0	
79319	Kanonenschläge		0	
79320	losgebrannt		0	
79321	werden		0	
79322	und		0	
79323	,		0	
79324	wäre		0	
79325	es		0	
79326	Nacht		0	
79327	geworden		0	
79328	,		0	
79329	einige		0	
79330	Raketen		0	
79331	steigen		0	
79332	.		0	
79333	Der		0	
79334	Major	10371	0	(mention_id=10284|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79335	ritt		0	
79336	nach		0	
79337	dem		0	
79338	Schlosse		0	
79339	zu		0	
79340	.		0	
79341	Er	10372	0	(mention_id=10285|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79342	fand		0	
79343	Charlotten	10373	0	(mention_id=10286|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79344	nicht		0	
79345	,		0	
79346	sondern		0	
79347	erfuhr		0	
79348	vielmehr		0	
79349	,		0	
79350	daß		0	
79351	sie	10374	0	(mention_id=10287|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79352	gegenwärtig		0	
79353	oben		0	
79354	auf		0	
79355	dem		0	
79356	neuen		0	
79357	Gebäude		0	
79358	wohne		0	
79359	,		0	
79360	jetzt		0	
79361	aber		0	
79362	einen		0	
79363	Besuch		0	
79364	in		0	
79365	der		0	
79366	Nachbarschaft		0	
79367	ablege		0	
79368	,		0	
79369	von		0	
79370	welchem		0	
79371	sie	10375	0	(mention_id=10288|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79372	heute		0	
79373	wahrscheinlich		0	
79374	nicht		0	
79375	so		0	
79376	bald		0	
79377	nach		0	
79378	Hause		0	
79379	komme		0	
79380	.		0	
79381	Er	10376	0	(mention_id=10289|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79382	ging		0	
79383	in		0	
79384	das		0	
79385	Wirtshaus		0	
79386	zurück		0	
79387	,		0	
79388	wohin		0	
79389	er	10377	0	(mention_id=10290|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79390	sein	10378	0	(mention_id=10291|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79391	Pferd		0	
79392	gestellt		0	
79393	hatte		0	
79394	.		0	
79395	Eduard	10379	0	(mention_id=10292|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79396	indessen		0	
79397	,		0	
79398	von		0	
79399	unüberwindlicher		0	
79400	Ungeduld		0	
79401	getrieben		0	
79402	,		0	
79403	schlich		0	
79404	aus		0	
79405	seinem	10380	0	(mention_id=10293|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79406	Hinterhalte		0	
79407	durch		0	
79408	einsame		0	
79409	Pfade		0	
79410	,		0	
79411	nur		0	
79412	Jägern	10381	0	(mention_id=10294|references=(entity=(entity_id=entity_0423|fullname=Jäger|gender=m|specialcase_entity=group)))
79413	und		0	
79414	Fischern	10382	0	(mention_id=10295|references=(entity=(entity_id=entity_0422|fullname=Fischer|gender=m|specialcase_entity=group)))
79415	bekannt		0	
79416	,		0	
79417	nach		0	
79418	seinem	10383	0	(mention_id=10296|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79419	Park		0	
79420	und		0	
79421	fand		0	
79422	sich	10384	0	(mention_id=10297|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79423	gegen		0	
79424	Abend		0	
79425	im		0	
79426	Gebüsch		0	
79427	in		0	
79428	der		0	
79429	Nachbarschaft		0	
79430	des		0	
79431	Sees		0	
79432	,		0	
79433	dessen		0	
79434	Spiegel		0	
79435	er	10385	0	(mention_id=10298|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79436	zum		0	
79437	erstenmal		0	
79438	vollkommen		0	
79439	und		0	
79440	rein		0	
79441	erblickte		0	
79442	.		0	
79443	Ottilie	10386	0	(mention_id=10299|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79444	hatte		0	
79445	diesen		0	
79446	Nachmittag		0	
79447	einen		0	
79448	Spaziergang		0	
79449	an		0	
79450	den		0	
79451	See		0	
79452	gemacht		0	
79453	.		0	
79454	Sie	10387	0	(mention_id=10300|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79455	trug		0	
79456	das		0	
79457	Kind	10388	0	(mention_id=10301|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79458	und		0	
79459	las		0	
79460	im		0	
79461	Gehen		0	
79462	nach		0	
79463	ihrer	10389	0	(mention_id=10302|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79464	Gewohnheit		0	
79465	.		0	
79466	So		0	
79467	gelangte		0	
79468	sie	10390	0	(mention_id=10303|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79469	zu		0	
79470	den		0	
79471	Eichen		0	
79472	bei		0	
79473	der		0	
79474	Überfahrt		0	
79475	.		0	
79476	Der		0	
79477	Knabe	10391	0	(mention_id=10304|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79478	war		0	
79479	eingeschlafen		0	
79480	;		0	
79481	sie	10392	0	(mention_id=10305|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79482	setzte		0	
79483	sich	10393	0	(mention_id=10306|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79484	,		0	
79485	legte		0	
79486	ihn	10394	0	(mention_id=10307|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79487	neben		0	
79488	sich	10395	0	(mention_id=10308|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79489	nieder		0	
79490	und		0	
79491	fuhr		0	
79492	fort		0	
79493	zu		0	
79494	lesen		0	
79495	.		0	
79496	Das		0	
79497	Buch		0	
79498	war		0	
79499	eins		0	
79500	von		0	
79501	denen	10396	0	
79502	,		0	
79503	die	10397	0	
79504	ein		0	
79505	zartes		0	
79506	Gemüt		0	(mention_id=10309|references=(entity=(entity_id=generic_1078|fullname=zartes Gemüt|gender=u|specialcase_entity=generic)|specialcase_reference=part),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79507	an		0	
