i	token	mention	is_section_start	gold
174363	spielen		0	
174364	diese		0	
174365	Empfindungen		0	
174366	in		0	
174367	Moorfeld's	20283	0	(mention_id=20595|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174368	Seele		0	
174369	:		0	
174370	—		0	
174371	sie		0	
174372	sind		0	
174373	ihr		0	
174374	ahnungsreicher		0	
174375	Hintergrund		0	
174376	,		0	
174377	indeß		0	
174378	die		0	
174379	strengen		0	
174380	Sorgen		0	
174381	des		0	
174382	Tages		0	
174383	in		0	
174384	den		0	
174385	vordersten		0	
174386	Reihen		0	
174387	einherdröhnen		0	
174388	.		0	
174389	Es		0	
174390	war		0	
174391	bei		0	
174392	einbrechender		0	
174393	Abenddämmerung		0	
174394	,		0	
174395	als		0	
174396	er	20284	0	(mention_id=20596|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174397	mit		0	
174398	dem		0	
174399	Philadelphia		0	
174400	Bahnzug		0	
174401	in		0	
174402	Newyork		0	
174403	ankam		0	
174404	.		0	
174405	Er	20285	0	(mention_id=20597|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174406	stieg		0	
174407	in		0	
174408	dem		0	
174409	nächsten		0	
174410	Boardinghouse		0	
174411	am		0	
174412	Bahnhofe		0	
174413	ab		0	
174414	,		0	
174415	und		0	
174416	eilte		0	
174417	sogleich		0	
174418	,		0	
174419	Benthal	20286	0	(mention_id=20598|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
174420	zu		0	
174421	sehen		0	
174422	.		0	
174423	Zwar		0	
174424	erlaubte		0	
174425	ihm	20287	0	(mention_id=20599|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174426	die		0	
174427	späte		0	
174428	Tageszeit		0	
174429	nicht		0	
174430	mehr		0	
174431	,		0	
174432	bei		0	
174433	Frau	20288	0	(mention_id=20600|references=(entity=(entity_id=entity_0403|fullname=Frau von Milden|gender=f)))
174434	v.	20288	0	(mention_id=20600|references=(entity=(entity_id=entity_0403|fullname=Frau von Milden|gender=f)))
174435	Milden	20288	0	(mention_id=20600|references=(entity=(entity_id=entity_0403|fullname=Frau von Milden|gender=f)))
174436	vorzusprechen		0	
174437	,		0	
174438	doch		0	
174439	erinnerte		0	
174440	sich	20289	0	(mention_id=20601|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174441	Moorfeld	20290	0	(mention_id=20602|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174442	an		0	
174443	Kleindeutschland		0	
174444	.		0	
174445	Die		0	
174446	vorgerückte		0	
174447	Stunde		0	
174448	,		0	
174449	sonst		0	
174450	zu		0	
174451	jedem		0	
174452	Besuch		0	
174453	unpassend		0	
174454	,		0	
174455	eignete		0	
174456	sich		0	
174457	eben		0	
174458	zu		0	
174459	diesem		0	
174460	.		0	
174461	Dort		0	
174462	konnte		0	
174463	er	20291	0	(mention_id=20603|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174464	den		0	
174465	einzigen		0	
174466	Versuch		0	
174467	,		0	
174468	Benthal	20292	0	(mention_id=20604|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
174469	zu		0	
174470	finden		0	
174471	,		0	
174472	noch		0	
174473	heute		0	
174474	machen		0	
174475	.		0	
174476	Das		0	
174477	that		0	
174478	er	20293	0	(mention_id=20605|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174479	.		0	
174480	Glücklicherweise		0	
174481	fand		0	
174482	er	20294	0	(mention_id=20606|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174483	in		0	
174484	seinem	20295	0	(mention_id=20607|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174485	Notizbuch		0	
174486	die		0	
174487	Adresse		0	
174488	jenes		0	
174489	abgelegenen		0	
174490	Stadtwinkels		0	
174491	vor		0	
174492	,		0	
174493	wohin		0	
174494	er	20296	0	(mention_id=20608|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174495	sich	20297	0	(mention_id=20609|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174496	sonst		0	
174497	wohl		0	
174498	schwerlich		0	
174499	zurechtgefunden		0	
174500	hätte		0	
174501	.		0	
174502	So		0	
174503	warf		0	
174504	er	20298	0	(mention_id=20610|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174505	sich	20299	0	(mention_id=20611|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174506	in		0	
174507	die		0	
174508	nächste		0	
174509	Miethkutsche		0	
174510	und		0	
174511	flog		0	
174512	dahin		0	
174513	.		0	
174514	Das		0	
174515	Gasthaus		0	
174516	zum		0	
174517	grünen		0	
174518	Baum		0	
174519	stand		0	
174520	jetzt		0	
174521	in		0	
174522	einer		0	
174523	Straße		0	
174524	,		0	
174525	das		0	
174526	vor		0	
174527	drei		0	
174528	Monaten		0	
174529	fast		0	
174530	noch		0	
174531	auf		0	
174532	freiem		0	
174533	Felde		0	
174534	gestanden		0	
174535	.		0	
174536	Im		0	
174537	Innern		0	
174538	aber		0	
174539	war		0	
174540	es		0	
174541	so		0	
174542	ziemlich		0	
174543	beim		0	
174544	Alten		0	
174545	geblieben		0	
174546	.		0	
174547	Herr	20300	0	(mention_id=20612|references=(entity=(entity_id=entity_0306|fullname=Wirt Herr Häberle|gender=m)))
174548	Häberle	20300	0	(mention_id=20612|references=(entity=(entity_id=entity_0306|fullname=Wirt Herr Häberle|gender=m)))
174549	,		0	
174550	„		0	
174551	der		0	
174552	deutsche		0	
174553	Kaiser	20301	0	(mention_id=20613|references=(entity=(entity_id=entity_0306|fullname=Wirt Herr Häberle|gender=m)))
174554	“		0	
174555	,		0	
174556	war		0	
174557	noch		0	
174558	immer		0	
174559	ein		0	
174560	rundes		0	
174561	Bild		0	
174562	von		0	
174563	leiblichem		0	
174564	Gedeihen		0	
174565	bei		0	
174566	geistigen		0	
174567	Vacanzen		0	
174568	;		0	
174569	Vronele	20302	0	(mention_id=20614|references=(entity=(entity_id=entity_0316|fullname=Veronika Häberle|gender=f)))
174570	,		0	
174571	sein	20303	0	(mention_id=20615|references=(entity=(entity_id=entity_0306|fullname=Wirt Herr Häberle|gender=m)))
174572	flinkes		0	
174573	Töchterlein	20304	0	(mention_id=20616|references=(entity=(entity_id=entity_0316|fullname=Veronika Häberle|gender=f)))
174574	,		0	
174575	oder		0	
174576	vielmehr		0	
174577	seine	20305	0	(mention_id=20617|references=(entity=(entity_id=entity_0306|fullname=Wirt Herr Häberle|gender=m)))
174578	Vormünderin	20306	0	(mention_id=20618|references=(entity=(entity_id=entity_0316|fullname=Veronika Häberle|gender=f)))
174579	,		0	
174580	führte		0	
174581	noch		0	
174582	immer		0	
174583	schnippisch		0	
174584	und		0	
174585	gutmüthig		0	
174586	das		0	
174587	Reichsregiment		0	
174588	nach		0	
174589	stabilen		0	
174590	Satzungen		0	
174591	und		0	
174592	Maximen		0	
174593	,		0	
174594	die		0	
174595	anwesenden		0	
174596	Gäste	20307	0	(mention_id=20619|references=(entity=(entity_id=entity_1130|fullname=Gäste|gender=u|specialcase_entity=group)))
174597	waren		0	
174598	noch		0	
174599	immer		0	
174600	deutsche		0	
174601	Zungen		0	
174602	und		0	
174603	deutsche		0	
174604	Gesichter		0	
174605	,		0	
174606	welche	20308	0	(mention_id=20620|references=(entity=(entity_id=entity_1130|fullname=Gäste|gender=u|specialcase_entity=group)))
174607	behaglich		0	
174608	bei		0	
174609	ihrem	20309	0	(mention_id=20621|references=(entity=(entity_id=entity_1130|fullname=Gäste|gender=u|specialcase_entity=group)))
174610	Schoppen		0	
174611	saßen		0	
174612	,		0	
174613	nicht		0	
174614	wie		0	
174615	der		0	
174616	hastige		0	
174617	Yankee		0	(mention_id=20622|references=(entity=(entity_id=generic_5672|fullname=generic_2017|gender=u|specialcase_entity=generic)))
174618	stehend		0	
174619	an		0	
174620	der		0	
174621	Bar		0	
174622	tranken		0	
174623	,		0	
174624	und		0	
174625	so		0	
174626	meinte		0	
174627	Moorfeld	20310	0	(mention_id=20623|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174628	die		0	
174629	Person		0	
174630	des		0	
174631	Rector	20311	0	(mention_id=20624|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
174632	magnificus	20311	0	(mention_id=20624|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
174633	könne		0	
174634	gar		0	
174635	nicht		0	
174636	fehlen		0	
174637	,		0	
174638	wie		0	
174639	ihn	20312	0	(mention_id=20625|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
174640	um		0	
174641	und		0	
174642	um		0	
174643	Alles		0	
174644	so		0	
174645	hübsch		0	
174646	gewohnheitstreu		0	
174647	anheimelte		0	
174648	.		0	
174649	Erblicken		0	
174650	aber		0	
174651	konnte		0	
174652	er	20313	0	(mention_id=20626|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174653	sie	20314	0	(mention_id=20627|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
174654	noch		0	
174655	nicht		0	
174656	.		0	
174657	Ueberhaupt		0	
174658	bemerkte		0	
174659	Moorfeld	20315	0	(mention_id=20628|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174660	bei		0	
174661	einiger		0	
174662	Aufmerksamkeit		0	
174663	doch		0	
174664	mehr		0	
174665	Veränderung		0	
174666	in		0	
174667	der		0	
174668	Physiognomie		0	
174669	der		0	
174670	Trinkstube		0	
174671	,		0	
174672	als		0	
174673	es		0	
174674	auf		0	
174675	den		0	
174676	ersten		0	
174677	Blick		0	
174678	scheinen		0	
174679	mochte		0	
174680	.		0	
174681	Das		0	
174682	Local		0	
174683	war		0	
174684	besuchter		0	
174685	,		0	
174686	was		0	
174687	er	20316	0	(mention_id=20629|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174688	theils		0	
174689	der		0	
174690	späteren		0	
174691	Jahreszeit		0	
174692	,		0	
174693	theils		0	
174694	dem		0	
174695	vermehrten		0	
174696	Anbau		0	
174697	zuschrieb		0	
174698	.		0	
174699	Das		0	
174700	Publikum	20317	0	(mention_id=20630|references=(entity=(entity_id=entity_1130|fullname=Gäste|gender=u|specialcase_entity=group)))
174701	selbst		0	
174702	war		0	
174703	gemischter		0	
174704	:		0	
174705	die		0	
174706	Gäste	20318	0	(mention_id=20631|references=(entity=(entity_id=entity_1130|fullname=Gäste|gender=u|specialcase_entity=group)))
174707	schienen		0	
174708	nicht		0	
174709	mehr		0	
174710	ausschließlich		0	
174711	der		0	
174712	Einen		0	
174713	Klasse		0	
174714	von		0	
174715	arbeitsuchenden		0	
174716	Handwerkern	20319	0	(mention_id=20632|references=(entity=(entity_id=entity_1130|fullname=Gäste|gender=u|specialcase_entity=group)))
174717	anzugehören		0	
174718	,		0	
174719	noch		0	
174720	verrieth		0	
174721	ihr	20320	0	(mention_id=20633|references=(entity=(entity_id=entity_1130|fullname=Gäste|gender=u|specialcase_entity=group)))
174722	Beisammensein		0	
174723	jenes		0	
174724	familienhafte		0	
174725	Gemeingefühl		0	
174726	,		0	
174727	jene		0	
174728	Brüderlichkeit		0	
174729	des		0	
174730	Bedrängnisses		0	
174731	,		0	
174732	was		0	
174733	dem		0	
174734	Hause		0	
174735	damals		0	
174736	ein		0	
174737	so		0	
174738	eigenthümliches		0	
174739	Gepräge		0	
174740	verliehen		0	
174741	.		0	
174742	Moorfeld	20321	0	(mention_id=20634|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174743	erblickte		0	
174744	zufriedene		0	
174745	Gesichter		0	(mention_id=20635|references=(entity=(entity_id=entity_1143|fullname=Gästegruppe 1|gender=m|specialcase_entity=group)|specialcase_reference=part))
174746	,		0	
174747	welche	20322	0	
174748	offenbar		0	
174749	mit		0	
174750	ihrer	20323	0	(mention_id=20636|references=(entity=(entity_id=entity_1143|fullname=Gästegruppe 1|gender=m|specialcase_entity=group)|specialcase_reference=part))
174751	Subsistenz		0	
174752	im		0	
174753	Reinen		0	
174754	waren		0	
174755	,		0	
174756	dann		0	
174757	wieder		0	
174758	verdutzte		0	
174759	,		0	
174760	rekrutenhafte		0	
174761	,		0	
174762	welche	20324	0	(mention_id=20637|references=(entity=(entity_id=entity_1138|fullname=Gästegruppe 2|gender=m|specialcase_entity=group)|specialcase_reference=part))
174763	vielleicht		0	
174764	Auswanderern	20325	0	(mention_id=20638|references=(entity=(entity_id=entity_1138|fullname=Gästegruppe 2|gender=m|specialcase_entity=group)))
174765	angehörten		0	
174766	,		0	
174767	die	20326	0	(mention_id=20639|references=(entity=(entity_id=entity_1138|fullname=Gästegruppe 2|gender=m|specialcase_entity=group)))
174768	erst		0	
174769	während		0	
174770	seiner	20327	0	(mention_id=20640|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174771	Abwesenheit		0	
174772	angekommen		0	
174773	.		0	
174774	Daß		0	
174775	er	20328	0	(mention_id=20641|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174776	selbst		0	
174777	von		0	
174778	dem		0	
174779	schwäbischen		0	
174780	Wirth	20329	0	(mention_id=20642|references=(entity=(entity_id=entity_0306|fullname=Wirt Herr Häberle|gender=m)))
174781	und		0	
174782	seiner	20330	0	(mention_id=20643|references=(entity=(entity_id=entity_0306|fullname=Wirt Herr Häberle|gender=m)))
174783	Tochter	20331	0	(mention_id=20644|references=(entity=(entity_id=entity_0316|fullname=Veronika Häberle|gender=f)))
174784	nicht		0	
174785	wieder		0	
174786	erkannt		0	
174787	wurde		0	
174788	,		0	
174789	brauchen		0	
174790	wir	20332	0	(mention_id=20645|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)))
174791	kaum		0	
174792	hinzuzufügen		0	
174793	.		0	
174794	Indem		0	
174795	Moorfeld	20333	0	(mention_id=20646|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174796	sich	20334	0	(mention_id=20647|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174797	Letzteren	20335	0	(mention_id=20648|references=(entity=(entity_id=entity_0306|fullname=Wirt Herr Häberle|gender=m)),(entity=(entity_id=entity_0316|fullname=Veronika Häberle|gender=f)))
174798	näherte		0	
174799	,		0	
174800	um		0	
174801	über		0	
174802	die		0	
174803	Person	20336	0	(mention_id=20649|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
174804	,		0	
174805	die	20337	0	(mention_id=20650|references=(entity=(entity_id=entity_0012|fullname=Theodor Benthal|gender=m)))
174806	er	20338	0	(mention_id=20651|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174807	suchte		0	
174808	,		0	
174809	Nachfrage		0	
174810	zu		0	
174811	thun		0	
174812	,		0	
174813	hielt		0	
174814	er	20339	0	(mention_id=20652|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174815	plötzlich		0	
174816	inne		0	
174817	.		0	
174818	Es		0	
174819	schlug		0	
174820	ihm	20340	0	(mention_id=20653|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174821	wie		0	
174822	eine		0	
174823	wohlbekannte		0	
174824	Stimme		0	(mention_id=20654|references=(entity=(entity_id=entity_0299|fullname=Herr Henning|gender=m)|specialcase_reference=part))
174825	ans		0	
174826	Ohr		0	
174827	—		0	
174828	er	20341	0	(mention_id=20655|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174829	brauchte		0	
174830	sich	20342	0	(mention_id=20656|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174831	nicht		0	
174832	lange		0	
174833	zu		0	
174834	besinnen		0	
174835	,		0	
174836	—		0	
174837	es		0	
174838	war		0	
174839	die		0	
174840	hohle		0	
174841	Baßstimme		0	
174842	Herrn	20343	0	(mention_id=20657|references=(entity=(entity_id=entity_0299|fullname=Herr Henning|gender=m)))
174843	Hennings	20343	0	(mention_id=20657|references=(entity=(entity_id=entity_0299|fullname=Herr Henning|gender=m)))
174844	,		0	
174845	des		0	
174846	Schriftsetzers	20344	0	(mention_id=20658|references=(entity=(entity_id=entity_0299|fullname=Herr Henning|gender=m)))
174847	.		0	
174848	Sie		0	
174849	kam		0	
174850	aus		0	
174851	dem		0	
174852	sogenannten		0	
174853	„		0	
174854	Extrazimmer		0	
174855	“		0	
174856	.		0	
174857	Dahin		0	
174858	schienen		0	
174859	sich		0	
174860	die		0	
174861	Intimen		0	(mention_id=20659|references=(entity=(entity_id=entity_1148|fullname=Intime des alten Kleindeutschland|gender=u|members=entity_0299|all_members_given=False|specialcase_entity=group)))
174862	des		0	
174863	alten		0	
174864	Kleindeutschlands		0	
174865	für		0	
174866	diesmal		0	
174867	zurückgezogen		0	
174868	zu		0	
174869	haben		0	
174870	.		0	
174871	Herr	20345	0	(mention_id=20660|references=(entity=(entity_id=entity_0299|fullname=Herr Henning|gender=m)))
174872	Henning	20345	0	(mention_id=20660|references=(entity=(entity_id=entity_0299|fullname=Herr Henning|gender=m)))
174873	sprach		0	
174874	lebhaft		0	
174875	,		0	
174876	mit		0	
174877	Feuer		0	
174878	.		0	
174879	Auch		0	
174880	sein	20346	0	(mention_id=20661|references=(entity=(entity_id=entity_0299|fullname=Herr Henning|gender=m)))
174881	Aeußeres		0	
174882	umspielte		0	
174883	ein		0	
174884	gewisser		0	
174885	Glanz		0	
174886	,		0	
174887	es		0	
174888	lag		0	
174889	wie		0	
174890	ein		0	
174891	erhöhter		0	
174892	Moment		0	
174893	,		0	
174894	wie		0	
174895	ein		0	
174896	Goldstaub		0	
174897	von		0	
174898	„		0	
174899	guten		0	
174900	Tagen		0	
174901	“		0	
174902	auf		0	
174903	ihm		0	(mention_id=20662|references=(entity=(entity_id=entity_0299|fullname=Herr Henning|gender=m)))
174904	.		0	
174905	Er	20347	0	(mention_id=20663|references=(entity=(entity_id=entity_0299|fullname=Herr Henning|gender=m)))
174906	war		0	
174907	sorgfältig		0	
174908	rasirt		0	
174909	,		0	
174910	sein	20348	0	(mention_id=20664|references=(entity=(entity_id=entity_0299|fullname=Herr Henning|gender=m)))
174911	Stirnhaar		0	
174912	genial		0	
174913	in		0	
174914	die		0	
174915	Höhe		0	
174916	geworfen		0	
174917	,		0	
174918	seine	20349	0	(mention_id=20665|references=(entity=(entity_id=entity_0299|fullname=Herr Henning|gender=m)))
174919	Backen		0	
174920	von		0	
174921	einer		0	
174922	leichten		0	
174923	Röthe		0	
174924	angehaucht		0	
174925	,		0	
174926	und		0	
174927	ein		0	
174928	feiner		0	
174929	,		0	
174930	blüthenweißer		0	
174931	Hemdkragen		0	
174932	,		0	
174933	der		0	
174934	in		0	
174935	Erinnerung		0	
174936	seiner	20350	0	(mention_id=20666|references=(entity=(entity_id=entity_0299|fullname=Herr Henning|gender=m)))
174937	schweren		0	
174938	Kämpfe		0	
174939	mit		0	
174940	der		0	
174941	Waschfrau	20351	0	(mention_id=20667|references=(entity=(entity_id=entity_0301|fullname=Frau Appendage|gender=f)))
174942	wie		0	
174943	eine		0	
174944	wahre		0	
174945	Siegesflagge		0	
174946	prangte		0	
174947	,		0	
174948	lag		0	
174949	breit		0	
174950	über		0	
174951	einem		0	
174952	,		0	
174953	wie		0	
174954	es		0	
174955	schien		0	
174956	,		0	
174957	seidenen		0	
174958	Halstuche		0	
174959	.		0	
174960	Er	20352	0	(mention_id=20668|references=(entity=(entity_id=entity_0299|fullname=Herr Henning|gender=m)))
174961	war		0	
174962	in		0	
174963	einer		0	
174964	aufgeweckten		0	
174965	angenehm-nervösen		0	
174966	Stimmung		0	
174967	,		0	
174968	ganz		0	
174969	herausgetreten		0	
174970	aus		0	
174971	dem		0	
174972	pflegmatisch-schlotterigen		0	
174973	Charakter		0	
174974	früherer		0	
174975	Tage		0	
174976	.		0	
174977	Bald		0	
174978	hätte		0	
174979	Moorfeld	20353	0	(mention_id=20669|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
174980	an		0	
174981	eine		0	
174982	wirkliche		0	
174983	Glückswendung		0	
174984	bei		0	
174985	diesem		0	
174986	Anblicke		0	
174987	geglaubt		0	
174988	,		0	
174989	wenn		0	
174990	nicht		0	
174991	die		0	
174992	jugendlich-strahlende		0	
174993	,		0	
174994	fast		0	
174995	kokette		0	
174996	Laune		0	
174997	des		0	
174998	Schriftsetzers	20354	0	(mention_id=20670|references=(entity=(entity_id=entity_0299|fullname=Herr Henning|gender=m)))
174999	im		0	
175000	Grunde		0	
175001	ebenso		0	
175002	viel		0	
175003	schalkhafte		0	
175004	Selbstironie		0	
175005	durchzog		0	
175006	,		0	
175007	als		0	
175008	früher		0	
175009	seine	20355	0	(mention_id=20671|references=(entity=(entity_id=entity_0299|fullname=Herr Henning|gender=m)))
175010	scheinbare		0	
175011	Abspannung		0	
175012	und		0	
175013	Todesahnung		0	
175014	der		0	
175015	phthisis		0	
175016	pulmonalis		0	
175017	.		0	
175018	Auch		0	
175019	sprach		0	
175020	er	20356	0	(mention_id=20672|references=(entity=(entity_id=entity_0299|fullname=Herr Henning|gender=m)))
175021	laut		0	
175022	genug		0	
175023	,		0	
175024	daß		0	
175025	Moorfeld	20357	0	(mention_id=20673|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
175026	durch		0	
175027	die		0	
175028	dünne		0	
175029	Glaswand		0	
175030	jedes		0	
175031	seiner	20358	0	(mention_id=20674|references=(entity=(entity_id=entity_0299|fullname=Herr Henning|gender=m)))
175032	Worte		0	
175033	vernehmen		0	
175034	konnte		0	
175035	,		0	
175036	und		0	
175037	diese		0	
175038	ließen		0	
175039	allerdings		0	
175040	keinen		0	
175041	Zweifel		0	
175042	über		0	
175043	seine	20359	0	(mention_id=20675|references=(entity=(entity_id=entity_0299|fullname=Herr Henning|gender=m)))
175044	Glücksumstände		0	
175045	zu		0	
175046	,		0	
175047	denn		0	
175048	eben		0	
175049	sie		0	
175050	waren		0	
175051	das		0	
175052	Thema		0	
175053	seiner	20360	0	(mention_id=20676|references=(entity=(entity_id=entity_0299|fullname=Herr Henning|gender=m)))
175054	Unterhaltung		0	
175055	.		0	
175056	Ich	20361	0	(mention_id=20677|references=(entity=(entity_id=entity_0299|fullname=Herr Henning|gender=m)))
175057	bin		0	
175058	Vorstand	20362	0	(mention_id=20678|references=(entity=(entity_id=entity_0299|fullname=Herr Henning|gender=m)))
175059	eines		0	
175060	Vereins		0	
175061	zur		0	
175062	Verbreitung		0	
175063	guter		0	
175064	und		0	
