i	token	mention	is_section_start	gold
21723	Charlotte	2805	0	(mention_id=2758|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
21724	fühlte		0	
21725	sich	2806	0	(mention_id=2759|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
21726	überrascht		0	
21727	,		0	
21728	gerührt		0	
21729	und		0	
21730	drückte		0	
21731	dem		0	
21732	Hauptmann	2807	0	(mention_id=2760|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
21733	herzlich		0	
21734	die		0	
21735	Hand		0	
21736	.		0	
21737	Man	2808	0	(mention_id=2761|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
21738	folgte		0	
21739	der		0	
21740	sachte		0	
21741	fortschreitenden		0	
21742	Menge	2809	0	(mention_id=2762|references=(entity=(entity_id=entity_0090|fullname=Männerschar|gender=m|members=entity_0090,entity_0110,entity_0112|all_members_given=True|specialcase_entity=group)))
21743	,		0	
21744	die	2810	0	(mention_id=2763|references=(entity=(entity_id=entity_0090|fullname=Männerschar|gender=m|members=entity_0090,entity_0110,entity_0112|all_members_given=True|specialcase_entity=group)))
21745	nun		0	
21746	schon		0	
21747	einen		0	
21748	Kreis		0	
21749	um		0	
21750	den		0	
21751	künftigen		0	
21752	Hausraum		0	
21753	gebildet		0	
21754	hatte		0	
21755	.		0	
21756	Der		0	
21757	Bauherr	2811	0	(mention_id=2764|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
21758	,		0	
21759	die		0	
21760	Seinigen	2812	0	(mention_id=2765|references=(entity=(entity_id=entity_0104|fullname=Eduards Familie|gender=u|borderline_entity=members,ID|specialcase_entity=group)))
21761	und		0	
21762	die		0	
21763	vornehmsten		0	
21764	Gäste	2813	0	(mention_id=2766|references=(entity=(entity_id=entity_0119|fullname=vornehmste Gäste|gender=u|specialcase_entity=group)))
21765	wurden		0	
21766	eingeladen		0	
21767	,		0	
21768	in		0	
21769	die		0	
21770	Tiefe		0	
21771	hinabzusteigen		0	
21772	,		0	
21773	wo		0	
21774	der		0	
21775	Grundstein		0	
21776	,		0	
21777	an		0	
21778	einer		0	
21779	Seite		0	
21780	unterstützt		0	
21781	,		0	
21782	eben		0	
21783	zum		0	
21784	Niederlassen		0	
21785	bereit		0	
21786	lag		0	
21787	.		0	
21788	Ein		0	
21789	wohlgeputzter		0	
21790	Maurer	2814	0	(mention_id=2767|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)))
21791	,		0	
21792	die		0	
21793	Kelle		0	
21794	in		0	
21795	der		0	
21796	einen		0	
21797	,		0	
21798	den		0	
21799	Hammer		0	
21800	in		0	
21801	der		0	
21802	andern		0	
21803	Hand		0	
21804	,		0	
21805	hielt		0	
21806	in		0	
21807	Reimen		0	
21808	eine		0	
21809	anmutige		0	
21810	Rede		0	
21811	,		0	
21812	die		0	
21813	wir	2815	0	(mention_id=2768|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)))
21814	in		0	
21815	Prosa		0	
21816	nur		0	
21817	unvollkommen		0	
21818	wiedergeben		0	
21819	können		0	
21820	.		0	
21821	»		0	
21822	Drei		0	
21823	Dinge		0	
21824	«		0	
21825	,		0	
21826	fing		0	
21827	er	2816	0	(mention_id=2769|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)))
21828	an		0	
21829	,		0	
21830	»		0	
21831	sind		0	
21832	bei		0	
21833	einem		0	
21834	Gebäude		0	
21835	zu		0	
21836	beachten		0	
21837	:		0	
21838	daß		0	
21839	es		0	
21840	am		0	
21841	rechten		0	
21842	Fleck		0	
21843	stehe		0	
21844	,		0	
21845	daß		0	
21846	es		0	
21847	wohl		0	
21848	gegründet		0	
21849	,		0	
21850	daß		0	
21851	es		0	
21852	vollkommen		0	
21853	ausgeführt		0	
21854	sei		0	
21855	.		0	
21856	Das		0	
21857	erste		0	
21858	ist		0	
21859	eigentlich		0	
21860	die		0	
21861	Sache		0	
21862	des		0	
21863	Bauherrn	2817	0	(mention_id=2770|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
21864	;		0	
21865	denn		0	
21866	wie		0	
21867	in		0	
21868	der		0	
21869	Stadt		0	
21870	nur		0	
21871	der		0	
21872	Fürst	2818	0	(mention_id=2771|references=(entity=(entity_id=generic_0178|fullname=Fürst|gender=u|specialcase_entity=generic)))
21873	und		0	
21874	die		0	
21875	Gemeine	2819	0	(mention_id=2772|references=(entity=(entity_id=generic_0179|fullname=Gemeine|gender=u|specialcase_entity=generic)))
21876	bestimmen		0	
21877	können		0	
21878	,		0	
21879	wohin		0	
21880	gebaut		0	
21881	werden		0	
21882	soll		0	
21883	,		0	
21884	so		0	
21885	ist		0	
21886	es		0	
21887	auf		0	
21888	dem		0	
21889	Lande		0	
21890	das		0	
21891	Vorrecht		0	
21892	des		0	
21893	Grundherrn	2820	0	(mention_id=2773|references=(entity=(entity_id=generic_0180|fullname=Grundherr|gender=u|specialcase_entity=generic)))
21894	,		0	
21895	daß		0	
21896	er	2821	0	(mention_id=2774|references=(entity=(entity_id=generic_0181|fullname=Grundherr|gender=u|specialcase_entity=generic)))
21897	sage		0	
21898	:		0	
21899	hier		0	
21900	soll		0	
21901	meine	2822	0	(mention_id=2775|references=(entity=(entity_id=generic_0182|fullname=Grundherr|gender=u|specialcase_entity=generic)))
21902	Wohnung		0	
21903	stehen		0	
21904	und		0	
21905	nirgends		0	
21906	anders		0	
21907	.		0	
21908	«		0	
21909	Eduard	2823	0	(mention_id=2776|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
21910	und		0	
21911	Ottilie	2824	0	(mention_id=2777|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
21912	wagten		0	
21913	nicht		0	
21914	,		0	
21915	bei		0	
21916	diesen		0	
21917	Worten		0	
21918	einander	2825	0	
21919	anzusehen		0	
21920	,		0	
21921	ob		0	
21922	sie	2826	0	(mention_id=2778|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
21923	gleich		0	
21924	nahe		0	
21925	gegen		0	
21926	einander	2827	0	(mention_id=2779|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
21927	über		0	
21928	standen		0	
21929	.		0	
21930	»		0	
21931	Das		0	
21932	dritte		0	
21933	,		0	
21934	die		0	
21935	Vollendung		0	
21936	,		0	
21937	ist		0	
21938	die		0	
21939	Sorge		0	
21940	gar		0	
21941	vieler		0	
21942	Gewerke	2828	0	(mention_id=2780|references=(entity=(entity_id=entity_0088|fullname=Handwerker|gender=m|specialcase_entity=group)))
21943	;		0	
21944	ja		0	
21945	wenige		0	(mention_id=2781|references=(entity=(entity_id=entity_0088|fullname=Handwerker|gender=m|specialcase_entity=group)))
21946	sind		0	
21947	,		0	
21948	die	2829	0	(mention_id=2782|references=(entity=(entity_id=entity_0088|fullname=Handwerker|gender=m|specialcase_entity=group)))
21949	nicht		0	
21950	dabei		0	
21951	beschäftigt		0	
21952	wären		0	
21953	.		0	
21954	Aber		0	
21955	das		0	
21956	zweite		0	
21957	,		0	
21958	die		0	
21959	Gründung		0	
21960	,		0	
21961	ist		0	
21962	des		0	
21963	Maurers	2830	0	(mention_id=2783|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)))
21964	Angelegenheit		0	
21965	und		0	
21966	,		0	
21967	daß		0	
21968	wir	2831	0	(mention_id=2784|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)))
21969	es		0	
21970	nur		0	
21971	keck		0	
21972	heraussagen		0	
21973	,		0	
21974	die		0	
21975	Hauptangelegenheit		0	
21976	des		0	
21977	ganzen		0	
21978	Unternehmens		0	
21979	.		0	
21980	Es		0	
21981	ist		0	
21982	ein		0	
21983	ernstes		0	
21984	Geschäft		0	
21985	,		0	
21986	und		0	
21987	unsre	2832	0	(mention_id=2785|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)))
21988	Einladung		0	
21989	ist		0	
21990	ernsthaft		0	
21991	;		0	
21992	denn		0	
21993	diese		0	
21994	Feierlichkeit		0	
21995	wird		0	
21996	in		0	
21997	der		0	
21998	Tiefe		0	
21999	begangen		0	
22000	.		0	
22001	Hier		0	
22002	innerhalb		0	
22003	dieses		0	
22004	engen		0	
22005	,		0	
22006	ausgegrabenen		0	
22007	Raums		0	
22008	erweisen		0	
22009	Sie	2833	0	(mention_id=2786|references=(entity=(entity_id=entity_0087|fullname=Gesellschaft|gender=u|members=entity_0001,entity_0002,entity_0003,entity_0006,entity_0091,entity_0092,entity_0107|all_members_given=False|borderline_entity=members|specialcase_entity=group)))
22010	uns	2834	0	(mention_id=2787|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)))
22011	die		0	
22012	Ehre		0	
22013	,		0	
22014	als		0	
22015	Zeugen	2835	0	(mention_id=2788|references=(entity=(entity_id=entity_0087|fullname=Gesellschaft|gender=u|members=entity_0001,entity_0002,entity_0003,entity_0006,entity_0091,entity_0092,entity_0107|all_members_given=False|borderline_entity=members|specialcase_entity=group)))
22016	unseres	2836	0	(mention_id=2789|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)))
22017	geheimnisvollen		0	
22018	Geschäftes		0	
22019	zu		0	
22020	erscheinen		0	
22021	.		0	
22022	Gleich		0	
22023	werden		0	
22024	wir	2837	0	(mention_id=2790|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)))
22025	diesen		0	
22026	wohlzugehauenen		0	
22027	Stein		0	
22028	niederlegen		0	
22029	,		0	
22030	und		0	
22031	bald		0	
22032	werden		0	
22033	diese		0	
22034	mit		0	
22035	schönen		0	
22036	und		0	
22037	würdigen		0	
22038	Personen	2838	0	(mention_id=2791|references=(entity=(entity_id=entity_0118|fullname=schöne und würdige Personen|gender=u|specialcase_entity=group)))
22039	gezierten		0	
22040	Erdwände		0	
22041	nicht		0	
22042	mehr		0	
22043	zugänglich		0	
22044	,		0	
22045	sie		0	
22046	werden		0	
22047	ausgefüllt		0	
22048	sein		0	
22049	.		0	
22050	Diesen		0	
22051	Grundstein		0	
22052	,		0	
22053	der		0	
22054	mit		0	
22055	seiner		0	
22056	Ecke		0	
22057	die		0	
22058	rechte		0	
22059	Ecke		0	
22060	des		0	
22061	Gebäudes		0	
22062	,		0	
22063	mit		0	
22064	seiner		0	
22065	Rechtwinkligkeit		0	
22066	die		0	
22067	Regelmäßigkeit		0	
22068	desselben		0	
22069	,		0	
22070	mit		0	
22071	seiner		0	
22072	wasser-		0	
22073	und		0	
22074	senkrechten		0	
22075	Lage		0	
22076	Lot		0	
22077	und		0	
22078	Waage		0	
22079	aller		0	
22080	Mauern		0	
22081	und		0	
22082	Wände		0	
22083	bezeichnet		0	
22084	,		0	
22085	könnten		0	
22086	wir	2839	0	(mention_id=2792|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)))
22087	ohne		0	
22088	weiteres		0	
22089	niederlegen		0	
22090	;		0	
22091	denn		0	
22092	er		0	
22093	ruhte		0	
22094	wohl		0	
22095	auf		0	
22096	seiner		0	
22097	eignen		0	
22098	Schwere		0	
22099	.		0	
22100	Aber		0	
22101	auch		0	
22102	hier		0	
22103	soll		0	
22104	es		0	
22105	am		0	
22106	Kalk		0	
22107	,		0	
22108	am		0	
22109	Bindungsmittel		0	
22110	nicht		0	
22111	fehlen		0	
22112	;		0	
22113	denn		0	
22114	so		0	
22115	wie		0	
22116	Menschen	2840	0	(mention_id=2793|references=(entity=(entity_id=generic_0183|fullname=Menschen die einander von Natur geneigt sind|gender=u|specialcase_entity=generic)))
22117	,		0	
22118	die	2841	0	
22119	einander	2842	0	
22120	von		0	
22121	Natur		0	
22122	geneigt		0	
22123	sind		0	
22124	,		0	
22125	noch		0	
22126	besser		0	
22127	zusammenhalten		0	
22128	,		0	
22129	wenn		0	
22130	das		0	
22131	Gesetz		0	
22132	sie	2843	0	(mention_id=2794|references=(entity=(entity_id=generic_0184|fullname=Menschen die einander von Natur geneigt sind|gender=u|specialcase_entity=generic)))
22133	verkittet		0	
22134	,		0	
22135	so		0	
22136	werden		0	
22137	auch		0	
22138	Steine		0	
22139	,		0	
22140	deren		0	
22141	Form		0	
22142	schon		0	
22143	zusammenpaßt		0	
22144	,		0	
22145	noch		0	
22146	besser		0	
22147	durch		0	
22148	diese		0	
22149	bindenden		0	
22150	Kräfte		0	
22151	vereinigt		0	
22152	;		0	
22153	und		0	
22154	da		0	
22155	es		0	
22156	sich		0	
22157	nicht		0	
22158	ziemen		0	
22159	will		0	
22160	,		0	
22161	unter		0	
22162	den		0	
22163	Tätigen	2844	0	(mention_id=2795|references=(entity=(entity_id=entity_0115|fullname=Tätige|gender=u|specialcase_entity=group)))
22164	müßig		0	
22165	zu		0	
22166	sein		0	
22167	,		0	
22168	so		0	
22169	werden		0	
22170	Sie	2845	0	(mention_id=2796|references=(entity=(entity_id=entity_0087|fullname=Gesellschaft|gender=u|members=entity_0001,entity_0002,entity_0003,entity_0006,entity_0091,entity_0092,entity_0107|all_members_given=False|borderline_entity=members|specialcase_entity=group)))
22171	nicht		0	
22172	verschmähen		0	
22173	,		0	
22174	auch		0	
22175	hier		0	
22176	Mitarbeiter	2846	0	(mention_id=2797|references=(entity=(entity_id=entity_0087|fullname=Gesellschaft|gender=u|members=entity_0001,entity_0002,entity_0003,entity_0006,entity_0091,entity_0092,entity_0107|all_members_given=False|borderline_entity=members|specialcase_entity=group)))
22177	zu		0	
22178	werden		0	
22179	.		0	
22180	«		0	
22181	Er	2847	0	(mention_id=2798|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)))
22182	überreichte		0	
22183	hierauf		0	
22184	seine	2848	0	(mention_id=2799|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)))
22185	Kelle		0	
22186	Charlotten	2849	0	(mention_id=2800|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
22187	,		0	
22188	welche	2850	0	(mention_id=2801|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
22189	damit		0	
22190	Kalk		0	
22191	unter		0	
22192	den		0	
22193	Stein		0	
22194	warf		0	
22195	.		0	
22196	Mehreren	2851	0	(mention_id=2802|references=(entity=(entity_id=entity_0100|fullname=Mehrere aus der Gesellschaft|gender=u|specialcase_entity=group)))
22197	wurde		0	
22198	ein		0	
22199	Gleiches		0	
22200	zu		0	
22201	tun		0	
22202	angesonnen		0	
22203	und		0	
22204	der		0	
22205	Stein		0	
22206	alsobald		0	
22207	niedergesenkt		0	
22208	,		0	
22209	worauf		0	
22210	denn		0	
22211	Charlotten	2852	0	(mention_id=2803|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
22212	und		0	
22213	den		0	
22214	übrigen	2853	0	(mention_id=2804|references=(entity=(entity_id=entity_0100|fullname=Mehrere aus der Gesellschaft|gender=u|specialcase_entity=group)))
22215	sogleich		0	
22216	der		0	
22217	Hammer		0	
22218	gereicht		0	
22219	wurde		0	
22220	,		0	
22221	um		0	
22222	durch		0	
22223	ein		0	
22224	dreimaliges		0	
22225	Pochen		0	
22226	die		0	
22227	Verbindung		0	
22228	des		0	
22229	Steins		0	
22230	mit		0	
22231	dem		0	
22232	Grunde		0	
22233	ausdrücklich		0	
22234	zu		0	
22235	segnen		0	
22236	.		0	
22237	»		0	
22238	Des		0	
22239	Maurers	2854	0	(mention_id=2805|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)))
22240	Arbeit		0	
22241	,		0	
22242	«		0	
22243	fuhr		0	
22244	der		0	
22245	Redner	2855	0	(mention_id=2806|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)))
22246	fort		0	
22247	,		0	
22248	»		0	
22249	zwar		0	
22250	jetzt		0	
22251	unter		0	
22252	freiem		0	
22253	Himmel		0	
22254	,		0	
22255	geschieht		0	
22256	,		0	
22257	wo		0	
22258	nicht		0	
22259	immer		0	
22260	im		0	
22261	Verborgnen		0	
22262	,		0	
22263	doch		0	
22264	zum		0	
22265	Verborgnen		0	
22266	.		0	
22267	Der		0	
22268	regelmäßig		0	
22269	aufgeführte		0	
22270	Grund		0	
22271	wird		0	
22272	verschüttet		0	
22273	,		0	
22274	und		0	
22275	sogar		0	
22276	bei		0	
22277	den		0	
22278	Mauern		0	
22279	,		0	
22280	die		0	
22281	wir	2856	0	(mention_id=2807|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)),(entity=(entity_id=generic_0185|fullname=Maurer im Allgemeinen|gender=u|specialcase_entity=generic)))
22282	am		0	
22283	Tage		0	
22284	aufführen		0	
22285	,		0	
22286	ist		0	
22287	man		0	
22288	unser	2857	0	(mention_id=2808|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)),(entity=(entity_id=generic_0186|fullname=Maurer im Allgemeinen|gender=u|specialcase_entity=generic)))
22289	am		0	
22290	Ende		0	
22291	kaum		0	
22292	eingedenk		0	
22293	.		0	
22294	Die		0	
22295	Arbeiten		0	
22296	des		0	
22297	Steinmetzen	2858	0	(mention_id=2809|references=(entity=(entity_id=generic_0196|fullname=Steinmetz|gender=u|specialcase_entity=generic)))
22298	und		0	
22299	Bildhauers	2859	0	(mention_id=2810|references=(entity=(entity_id=generic_0197|fullname=Bildhauer|gender=u|specialcase_entity=generic)))
22300	fallen		0	
22301	mehr		0	
22302	in		0	
22303	die		0	
22304	Augen		0	
22305	,		0	
22306	und		0	
22307	wir	2860	0	(mention_id=2811|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)),(entity=(entity_id=generic_0187|fullname=Maurer im Allgemeinen|gender=u|specialcase_entity=generic)))
22308	müssen		0	
22309	es		0	
22310	sogar		0	
22311	noch		0	
22312	gutheißen		0	
22313	,		0	
22314	wenn		0	
22315	der		0	
22316	Tüncher	2861	0	
22317	die		0	
22318	Spur		0	
22319	unserer	2862	0	(mention_id=2812|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)),(entity=(entity_id=generic_0188|fullname=Maurer im Allgemeinen|gender=u|specialcase_entity=generic)))
22320	Hände		0	
22321	völlig		0	
22322	auslöscht		0	
22323	und		0	
22324	sich	2863	0	
22325	unser	2864	0	(mention_id=2813|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)),(entity=(entity_id=generic_0189|fullname=Maurer im Allgemeinen|gender=u|specialcase_entity=generic)))
22326	Werk		0	
22327	zueignet		0	
22328	,		0	
22329	indem		0	
22330	er	2865	0	
22331	es		0	
22332	überzieht		0	
22333	,		0	
22334	glättet		0	
22335	und		0	
22336	färbt		0	
22337	.		0	
22338	Wem	2866	0	
22339	muß		0	
22340	also		0	
22341	mehr		0	
22342	daran		0	
22343	gelegen		0	
22344	sein		0	
22345	,		0	
22346	das		0	
22347	,		0	
22348	was		0	
22349	er	2867	0	(mention_id=2814|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)),(entity=(entity_id=generic_0190|fullname=Maurer im Allgemeinen|gender=u|specialcase_entity=generic)))
22350	tut		0	
22351	,		0	
22352	sich	2868	0	(mention_id=2815|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)),(entity=(entity_id=generic_0191|fullname=Maurer im Allgemeinen|gender=u|specialcase_entity=generic)))
22353	selbst		0	
22354	recht		0	
22355	zu		0	
22356	machen		0	
22357	,		0	
22358	indem		0	
22359	er	2869	0	(mention_id=2816|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)),(entity=(entity_id=generic_0192|fullname=Maurer im Allgemeinen|gender=u|specialcase_entity=generic)))
22360	es		0	
22361	recht		0	
22362	macht		0	
22363	,		0	
22364	als		0	
22365	dem		0	
22366	Maurer	2870	0	(mention_id=2817|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)),(entity=(entity_id=generic_0193|fullname=Maurer im Allgemeinen|gender=u|specialcase_entity=generic)))
22367	?		0	
22368	Wer		0	
22369	hat		0	
22370	mehr		0	
22371	als		0	
22372	er	2871	0	(mention_id=2818|references=(entity=(entity_id=entity_0084|fullname=Maurer|gender=m)),(entity=(entity_id=generic_0194|fullname=Maurer im Allgemeinen|gender=u|specialcase_entity=generic)))
22373	das		0	
22374	Selbstbewußtsein		0	
22375	zu		0	
