i	token	mention	gold
36234	Beschwingten		
36235	Fußes		
36236	durch		
36237	die		
36238	Straßen		
36239	irrte		
36240	,		
36241	Mit		
36242	wirrem		
36243	Haar		
36244	und		
36245	schwarzen		
36246	scheuen		
36247	Augen		
36248	,		
36249	Darin		
36250	die		
36251	Sehnsucht		
36252	nach		
36253	der		
36254	Heide		
36255	lag		
36256	Und		
36257	nach		
36258	dem		
36259	Wind		
36260	,		
36261	der		
36262	durch		
36263	das		
36264	Riedgras		
36265	schwirrte		
36266	.		
36267	Und		
36268	was		
36269	war's		
36270	?		
36271	Ha		
36272	,		
36273	ha		
36274	!		
36275	Aus		
36276	der		
36277	Judengasse		
36278	stammte		
36279	sie	5188	(mention_id=5188|references=(entity=(entity_id=entity_0242|fullname=Zigeunerin|gender=f)))
36280	und		
36281	fragte		
36282	in		
36283	den		
36284	Häusern		
36285	herum		
36286	:		
36287	›		
36288	Haben		
36289	S'	5189	
36290	Hasenfelle		
36291	,		
36292	Hadern	5190	
36293	,		
36294	Lumpe	5191	
36295	?		
36296	‹		
36297	«		
36298	Alle		
36299	drei	5192	(mention_id=5189|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)),(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)),(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36300	lachten		
36301	,		
36302	Trudchen	5193	(mention_id=5190|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36303	am		
36304	herzlichsten		
36305	,		
36306	dann		
36307	wurde		
36308	sie	5194	(mention_id=5191|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36309	plötzlich		
36310	nachdenklich		
36311	.		
36312	»		
36313	Du	5195	(mention_id=5192|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
36314	bist		
36315	ein		
36316	boshafter		
36317	Mensch	5196	(mention_id=5193|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36318	«		
36319	,		
36320	erklärte		
36321	Franz	5197	(mention_id=5194|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36322	und		
36323	erhob		
36324	sich	5198	(mention_id=5195|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36325	,		
36326	um		
36327	ein		
36328	Licht		
36329	anzuzünden		
36330	,		
36331	»		
36332	's		
36333	ist		
36334	spät		
36335	,		
36336	Richard	5199	(mention_id=5196|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
36337	,		
36338	und		
36339	unsereiner	5200	(mention_id=5197|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36340	wird		
36341	früh		
36342	wach		
36343	.		
36344	«		
36345	Als		
36346	sich	5201	(mention_id=5198|references=(entity=(entity_id=entity_0259|fullname=Herren|gender=m)))
36347	die		
36348	Herren	5202	(mention_id=5199|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)),(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36349	vor		
36350	dem		
36351	Gastzimmer		
36352	gute		
36353	Nacht		
36354	wünschten		
36355	,		
36356	sagte		
36357	der		
36358	Amtsrichter	5203	(mention_id=5200|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
36359	:		
36360	»		
36361	Na		
36362	,		
36363	Franz	5204	(mention_id=5201|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36364	,		
36365	ich	5205	(mention_id=5202|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
36366	gratuliere		
36367	,		
36368	du	5206	(mention_id=5203|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36369	hast		
36370	das		
36371	große		
36372	Los		
36373	gezogen		
36374	,		
36375	so		
36376	ein		
36377	liebes		
36378	,		
36379	kleines		
36380	verständiges		
36381	Weib	5207	(mention_id=5204|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36382	!		
36383	Und		
36384	das		
36385	andere		
36386	–		
36387	Goldsohn	5208	(mention_id=5205|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36388	,		
36389	was		
36390	habe		
36391	ich	5209	(mention_id=5206|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
36392	dir	5210	(mention_id=5207|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36393	gesagt		
36394	von		
36395	diesem		
36396	Menschen	5211	(mention_id=5208|references=(entity=(entity_id=entity_0003|fullname=Herr Wolff|gender=m)))
36397	?		
36398	Na		
36399	,		
36400	gute		
36401	Nacht		
36402	!		
36403	Scharmanter		
36404	Onkel	5212	(mention_id=5209|references=(entity=(entity_id=entity_0008|fullname=Onkel Heinrich|gender=m)))
36405	übrigens		
36406	,		
36407	dieser		
36408	Onkel	5213	(mention_id=5210|references=(entity=(entity_id=entity_0008|fullname=Onkel Heinrich|gender=m)))
36409	Heinrich	5213	(mention_id=5210|references=(entity=(entity_id=entity_0008|fullname=Onkel Heinrich|gender=m)))
36410	–		
36411	nun		
36412	mach		
36413	,		
36414	daß		
36415	du	5214	(mention_id=5211|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36416	wegkommst		
36417	.		
36418	«		
36419	Trudchen	5215	(mention_id=5212|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36420	stand		
36421	am		
36422	offenen		
36423	Fenster		
36424	in		
36425	ihrem	5216	(mention_id=5213|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36426	Zimmer		
36427	und		
36428	sah		
36429	in		
36430	die		
36431	schwüle		
36432	Nacht		
36433	hinaus		
36434	.		
36435	Nur		
36436	schwach		
36437	drang		
36438	der		
36439	Lampenschein		
36440	aus		
36441	dem		
36442	Nebenraume		
36443	herüber		
36444	.		
36445	Es		
36446	waren		
36447	dunkle		
36448	Wolken		
36449	heraufgezogen		
36450	,		
36451	fern		
36452	über		
36453	den		
36454	Bergen		
36455	zuckte		
36456	ein		
36457	Wetterleuchten		
36458	und		
36459	im		
36460	Garten		
36461	schlug		
36462	und		
36463	schluchzte		
36464	ein		
36465	Chor		
36466	von		
36467	Nachtigallen		
36468	.		
36469	»		
36470	Trudchen	5217	(mention_id=5214|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36471	!		
36472	«		
36473	klang		
36474	es		
36475	hinter		
36476	ihr	5218	(mention_id=5215|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36477	.		
36478	»		
36479	Franz	5219	(mention_id=5216|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36480	!		
36481	«		
36482	erwiderte		
36483	sie	5220	(mention_id=5217|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36484	und		
36485	legte		
36486	den		
36487	Kopf		
36488	an		
36489	seine	5221	(mention_id=5218|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36490	Schulter		
36491	,		
36492	»		
36493	horch		
36494	!		
36495	horch		
36496	!		
36497	Es		
36498	ist		
36499	so		
36500	schön		
36501	heute		
36502	abend		
36503	.		
36504	«		
36505	Er	5222	(mention_id=5219|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36506	stand		
36507	eine		
36508	ganze		
36509	Weile		
36510	schweigend		
36511	.		
36512	Das		
36513	Gespräch		
36514	von		
36515	heut		
36516	nachmittag		
36517	ging		
36518	noch		
36519	in		
36520	seinem	5223	(mention_id=5220|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36521	Kopf		
36522	herum		
36523	.		
36524	Der		
36525	Onkel	5224	(mention_id=5221|references=(entity=(entity_id=entity_0008|fullname=Onkel Heinrich|gender=m)))
36526	hatte		
36527	nicht		
36528	begriffen		
36529	,		
36530	warum		
36531	der		
36532	junge		
36533	Mann	5225	(mention_id=5222|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36534	nicht		
36535	aus		
36536	seinem	5226	(mention_id=5223|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36537	Walde		
36538	Bauholz		
36539	schlagen		
36540	ließ		
36541	?		
36542	Es		
36543	war		
36544	aber		
36545	alles		
36546	zu		
36547	sehr		
36548	ausgeholzt		
36549	,		
36550	und		
36551	frische		
36552	Anpflanzungen		
36553	kaum		
36554	gemacht		
36555	.		
36556	»		
36557	Sage		
36558	,		
36559	Trudchen	5227	(mention_id=5224|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36560	«		
36561	,		
36562	begann		
36563	er	5228	(mention_id=5225|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36564	plötzlich		
36565	,		
36566	»		
36567	wo		
36568	liegt		
36569	eigentlich		
36570	die		
36571	Villa		
36572	›		
36573	Waldruhe		
36574	‹		
36575	?		
36576	«		
36577	Die		
36578	junge		
36579	Frau	5229	(mention_id=5226|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36580	an		
36581	seinem	5230	(mention_id=5227|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36582	Arm		
36583	fuhr		
36584	,		
36585	wie		
36586	von		
36587	einer		
36588	Schlange		
36589	gebissen		
36590	,		
36591	empor		
36592	.		
36593	»		
36594	Unsere	5231	(mention_id=5228|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36595	–		
36596	meine	5232	(mention_id=5229|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36597	Villa		
36598	?		
36599	«		
36600	stieß		
36601	sie	5233	(mention_id=5230|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36602	atemlos		
36603	hervor		
36604	;		
36605	»		
36606	woher		
36607	weißt		
36608	du	5234	(mention_id=5231|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36609	,		
36610	–		
36611	wer		
36612	sprach		
36613	dir	5235	(mention_id=5232|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36614	von		
36615	der		
36616	Villa		
36617	?		
36618	«		
36619	Er	5236	(mention_id=5233|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36620	blieb		
36621	stumm		
36622	.		
36623	»		
36624	Ich	5237	(mention_id=5234|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36625	kann		
36626	mich	5238	(mention_id=5235|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36627	nicht		
36628	besinnen		
36629	,		
36630	wer		
36631	?		
36632	«		
36633	sagte		
36634	er	5239	(mention_id=5236|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36635	nach		
36636	einer		
36637	Pause		
36638	,		
36639	»		
36640	irgend		
36641	jemand		
36642	muß		
36643	mir	5240	(mention_id=5237|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36644	doch		
36645	davon		
36646	geredet		
36647	haben		
36648	,		
36649	mir	5241	(mention_id=5238|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36650	erzählt		
36651	haben		
36652	,		
36653	daß		
36654	ein		
36655	kleiner		
36656	Wald		
36657	,		
36658	ein		
36659	Naturpark		
36660	dabei		
36661	ist		
36662	.		
36663	Aber		
36664	,		
36665	Gertrud	5242	(mention_id=5239|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36666	,		
36667	was		
36668	ist		
36669	dir	5243	(mention_id=5240|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36670	denn		
36671	?		
36672	«		
36673	fragte		
36674	er	5244	(mention_id=5241|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36675	.		
36676	»		
36677	Zitterst		
36678	du	5245	(mention_id=5242|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36679	?		
36680	«		
36681	»		
36682	Ach		
36683	,		
36684	Franz	5246	(mention_id=5243|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36685	,		
36686	wer		
36687	hat		
36688	dir	5247	
36689	davon		
36690	erzählt		
36691	?		
36692	«		
36693	wiederholte		
36694	sie	5248	(mention_id=5244|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36695	,		
36696	»		
36697	und		
36698	was		
36699	?		
36700	«		
36701	Es		
36702	klang		
36703	so		
36704	traurig		
36705	,		
36706	daß		
36707	er	5249	(mention_id=5245|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36708	sofort		
36709	empfand		
36710	,		
36711	er	5250	(mention_id=5246|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36712	habe		
36713	sie	5251	(mention_id=5247|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36714	verletzt		
36715	.		
36716	»		
36717	Trudchen	5252	(mention_id=5248|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36718	,		
36719	habe		
36720	ich	5253	(mention_id=5249|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36721	dir	5254	(mention_id=5250|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36722	weh		
36723	getan		
36724	?		
36725	Ich	5255	(mention_id=5251|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36726	bitte		
36727	tausendmal		
36728	um		
36729	Verzeihung		
36730	,		
36731	ich	5256	(mention_id=5252|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36732	dachte		
36733	an		
36734	nichts		
36735	weiter		
36736	als		
36737	an		
36738	billige		
36739	Hölzer		
36740	,		
36741	die		
36742	ich	5257	(mention_id=5253|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36743	möglicherweise		
36744	zum		
36745	Winter		
36746	dort		
36747	schlagen		
36748	lassen		
36749	könnte		
36750	.		
36751	«		
36752	»		
36753	Bauholz		
36754	?		
36755	dort		
36756	?		
36757	Es		
36758	ist		
36759	ja		
36760	nur		
36761	ein		
36762	Park		
36763	.		
36764	Ach		
36765	,		
36766	Franz	5258	(mention_id=5254|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36767	–		
36768	«		
36769	»		
36770	Aber		
36771	was		
36772	heißt		
36773	denn		
36774	das		
36775	?		
36776	«		
36777	fragte		
36778	er	5259	(mention_id=5255|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36779	etwas		
36780	ungeduldig		
36781	.		
36782	»		
36783	Ich	5260	(mention_id=5256|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36784	kann		
36785	doch		
36786	unmöglich		
36787	wissen		
36788	–		
36789	«		
36790	»		
36791	Nein		
36792	,		
36793	du	5261	(mention_id=5257|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36794	kannst		
36795	es		
36796	nicht		
36797	wissen		
36798	«		
36799	,		
36800	bestätigte		
36801	sie	5262	(mention_id=5258|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36802	.		
36803	»		
36804	Es		
36805	war		
36806	nur		
36807	der		
36808	Schrecken		
36809	–		
36810	ich	5263	(mention_id=5259|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36811	hätte		
36812	dir	5264	(mention_id=5260|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36813	es		
36814	längst		
36815	mitteilen		
36816	sollen		
36817	,		
36818	es		
36819	wird		
36820	mir	5265	(mention_id=5261|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36821	nur		
36822	so		
36823	furchtbar		
36824	schwer		
36825	,		
36826	davon		
36827	zu		
36828	sprechen		
36829	.		
36830	Du	5266	(mention_id=5262|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36831	sollst		
36832	es		
36833	auch		
36834	hören		
36835	,		
36836	aber		
36837	–		
36838	sage		
36839	mir	5267	(mention_id=5263|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
36840	,		
36841	wer	5268	
36842	dir	5269	(mention_id=5264|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36843	davon		
36844	erzählte		
36845	?		
36846	«		
36847	»		
36848	Wenn		
36849	ich	5270	(mention_id=5265|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
36850	doch		
36851	die		
36852	Versicherung		
