i	token	mention	gold
10990	des		
10991	Armbruster'schen		
10992	Neuen		
10993	zu		
10994	erkundigen		
10995	.		
10996	Sonderbar		
10997	!		
10998	Er	1661	(mention_id=1632|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
10999	,		
11000	der	1662	(mention_id=1633|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11001	beim		
11002	Lesen		
11003	im		
11004	Wingert		
11005	ein		
11006	unfehlbares		
11007	Mittel		
11008	zur		
11009	Schätzung		
11010	des		
11011	künftigen		
11012	Weines		
11013	auf		
11014	dem		
11015	lockenden		
11016	Umwege		
11017	über		
11018	einen		
11019	Mädchenmund		(mention_id=1634|references=(entity=(entity_id=generic_0134|fullname=generic_0010|gender=u|specialcase_entity=generic)|specialcase_reference=part))
11020	angegeben		
11021	hatte		
11022	,		
11023	er	1663	(mention_id=1635|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11024	wußte		
11025	recht		
11026	gut		
11027	,		
11028	daß		
11029	man		
11030	sich		
11031	vor		
11032	frühestens		
11033	Weihnachten		
11034	kein		
11035	Urteil		
11036	darüber		
11037	bilden		
11038	konnte		
11039	.		
11040	Und		
11041	dennoch		
11042	kam		
11043	er	1664	(mention_id=1636|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11044	unter		
11045	diesem		
11046	Vorwande		
11047	und		
11048	traf		
11049	zu		
11050	seiner	1665	(mention_id=1637|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11051	Freude		
11052	die		
11053	beiden		
11054	Mädchen	1666	(mention_id=1638|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11055	allein		
11056	.		
11057	»		
11058	Hmhm		
11059	!		
11060	«		
11061	machte		
11062	Ammerie	1667	(mention_id=1639|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
11063	mit		
11064	einem		
11065	pfiffigen		
11066	Schmunzeln		
11067	,		
11068	nachdem		
11069	er	1668	(mention_id=1640|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11070	seine	1669	(mention_id=1641|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11071	Frage		
11072	etwas		
11073	unsicher		
11074	vorgebracht		
11075	hatte		
11076	,		
11077	»		
11078	so		
11079	ungeduldig		
11080	auf		
11081	die		
11082	Bonität		
11083	des		
11084	Neuen		
11085	bist		
11086	du	1670	(mention_id=1642|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11087	ja		
11088	noch		
11089	niemals		
11090	gewesen		
11091	.		
11092	Fertig		
11093	hexen		
11094	können		
11095	wir	1671	(mention_id=1643|references=(entity=(entity_id=entity_0007|fullname=Familie Armbruster|gender=mf|members=entity_0001,entity_0003,entity_0004,entity_0005,entity_0008,entity_0016,entity_0017|all_members_given=True|specialcase_entity=group)))
11096	auch		
11097	nicht		
11098	,		
11099	was		
11100	seine		
11101	Zeit		
11102	und		
11103	Weile		
11104	haben		
11105	will		
11106	.		
11107	Hat		
11108	dir	1672	(mention_id=1644|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11109	denn		
11110	euer	1673	(mention_id=1645|references=(entity=(entity_id=entity_0013|fullname=Familie Gersbacher|gender=mf|members=entity_0009,entity_0010,entity_0011,entity_0012|all_members_given=True|specialcase_entity=group)))
11111	Most		
11112	schon		
11113	etwas		
11114	über		
11115	seine		
11116	hoffnungsvolle		
11117	Zukunft		
11118	verraten		
11119	?		
11120	«		
11121	»		
11122	Das		
11123	nicht		
11124	,		
11125	«		
11126	erwiderte		
11127	er	1674	(mention_id=1646|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11128	,		
11129	»		
11130	aber		
11131	ich	1675	(mention_id=1647|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11132	dachte		
11133	mir	1676	(mention_id=1648|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11134	,		
11135	ich	1677	(mention_id=1649|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11136	könnte		
11137	vielleicht		
11138	hier		
11139	bei		
11140	euch	1678	(mention_id=1650|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11141	was		
11142	lernen		
11143	.		
11144	Vielleicht		
11145	behandelt		
11146	man		
11147	ihn		
11148	im		
11149	Würzburgischen		
11150	auf		
11151	eine		
11152	andere		
11153	,		
11154	uns	1679	(mention_id=1651|references=(entity=(entity_id=entity_0044|fullname=Wachenheimer Winzer|gender=mf|members=entity_0042,entity_0043|all_members_given=True|specialcase_entity=group)))
11155	noch		
11156	unbekannte		
11157	Weise		
11158	.		
11159	«		
11160	»		
11161	Ach		
11162	so		
11163	!		
11164	im		
11165	Würzburgischen		
11166	,		
11167	«		
11168	lachte		
11169	sie	1680	(mention_id=1652|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
11170	,		
11171	»		
11172	und		
11173	da		
11174	möchtest		
11175	du	1681	(mention_id=1653|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11176	wieder		
11177	bei		
11178	Trudi	1682	(mention_id=1654|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11179	in		
11180	die		
11181	Schule		
11182	gehen		
11183	.		
11184	Nun		
11185	,		
11186	Trudi	1683	(mention_id=1655|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11187	,		
11188	was		
11189	sagst		
11190	du	1684	(mention_id=1656|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11191	dazu		
11192	?		
11193	willst		
11194	du	1685	(mention_id=1657|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11195	dem		
11196	Franz	1686	(mention_id=1658|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11197	diesmal		
11198	besser		
11199	auf		
11200	die		
11201	Sprünge		
11202	helfen		
11203	als		
11204	bei		
11205	seinem	1687	(mention_id=1659|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11206	ersten		
11207	,		
11208	mißlungenen		
11209	Probierversuche		
11210	mit		
11211	dir	1688	(mention_id=1660|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11212	?		
11213	Wird		
11214	im		
11215	Würzburgischen		
11216	beim		
11217	Klären		
11218	vielleicht		
11219	manchmal		
11220	gek		
11221	—		
11222	?		
11223	«		
11224	»		
11225	Gekünstelt		
11226	,		
11227	meinst		
11228	du	1689	(mention_id=1661|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
11229	?		
11230	«		
11231	fiel		
11232	Trudi	1690	(mention_id=1662|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11233	mit		
11234	brennenden		
11235	Wangen		
11236	schnell		
11237	ein		
11238	,		
11239	»		
11240	o		
11241	nein		
11242	,		
11243	niemals		
11244	.		
11245	Wir	1691	(mention_id=1663|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)),(entity=(entity_id=entity_0105|fullname=Würzburger Winzer|gender=mf|members=entity_0001|all_members_given=False|specialcase_entity=group)))
11246	kennen		
11247	auch		
11248	kein		
11249	anderes		
11250	Verfahren		
11251	dabei		
11252	als		
11253	hier		
11254	zu		
11255	Lande		
11256	gang		
11257	und		
11258	gäbe		
11259	ist		
11260	.		
11261	«		
11262	»		
11263	Wirklich		
11264	nicht		
11265	?		
11266	«		
11267	»		
11268	Nein		
11269	,		
11270	aber		
11271	ich	1692	(mention_id=1664|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11272	glaube		
11273	,		
11274	wir	1693	(mention_id=1665|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)),(entity=(entity_id=entity_0105|fullname=Würzburger Winzer|gender=mf|members=entity_0001|all_members_given=False|specialcase_entity=group)))
11275	haben		
11276	dort		
11277	einen		
11278	ebenso		
11279	geübten		
11280	Geschmacksinn		
11281	wie		
11282	ihr	1694	(mention_id=1666|references=(entity=(entity_id=entity_0044|fullname=Wachenheimer Winzer|gender=mf|members=entity_0042,entity_0043|all_members_given=True|specialcase_entity=group)),(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11283	;		
11284	nur		
11285	wollen		
11286	wir	1695	(mention_id=1667|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)),(entity=(entity_id=entity_0105|fullname=Würzburger Winzer|gender=mf|members=entity_0001|all_members_given=False|specialcase_entity=group)))
11287	nicht		
11288	fürwitzig		
11289	etwas		
11290	vorwegnehmen		
11291	,		
11292	was		
11293	uns	1696	(mention_id=1668|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)),(entity=(entity_id=entity_0105|fullname=Würzburger Winzer|gender=mf|members=entity_0001|all_members_given=False|specialcase_entity=group)))
11294	der		
11295	Wein		
11296	noch		
11297	nicht		
11298	zu		
11299	kosten		
11300	geben		
11301	kann		
11302	,		
11303	sondern		
11304	warten		
11305	ruhig		
11306	ab		
11307	,		
11308	was		
11309	draus		
11310	werden		
11311	will		
11312	.		
11313	«		
11314	»		
11315	Da		
11316	hast		
11317	du's	1697	(mention_id=1669|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11318	!		
11319	«		
11320	spottete		
11321	Ammerie	1698	(mention_id=1670|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
11322	.		
11323	»		
11324	Ja		
11325	,		
11326	die		
11327	Würzburger	1699	(mention_id=1671|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)),(entity=(entity_id=entity_0104|fullname=Würzburger|gender=u|members=entity_0105|all_members_given=False|specialcase_entity=group)))
11328	sind		
11329	kluge		
11330	Leut	1700	(mention_id=1672|references=(entity=(entity_id=entity_0104|fullname=Würzburger|gender=u|members=entity_0105|all_members_given=False|specialcase_entity=group)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11331	und		
11332	lassen		
11333	sich	1701	(mention_id=1673|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)),(entity=(entity_id=entity_0104|fullname=Würzburger|gender=u|members=entity_0105|all_members_given=False|specialcase_entity=group)))
11334	auch		
11335	vom		
11336	verwogensten		
11337	Pfälzer		(mention_id=1674|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)),(entity=(entity_id=entity_0107|fullname=Pfälzer|gender=u|members=entity_0138|all_members_given=True|specialcase_entity=group)))
11338	nichts		
11339	abluchsen		
11340	.		
11341	«		
11342	Die		
11343	Mädchen	1702	(mention_id=1675|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11344	standen		
11345	wie		
11346	zu		
11347	Schutz		
11348	und		
11349	Trutz		
11350	aneinander		
11351	geschmiegt		
11352	.		
11353	Die		
11354	Größere	1703	(mention_id=1676|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
11355	hatte		
11356	einen		
11357	Arm		
11358	um		
11359	den		
11360	Nacken		
11361	der		
11362	Kleineren	1704	(mention_id=1677|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11363	geschlungen		
11364	,		
11365	und		
11366	beide	1705	(mention_id=1678|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11367	schauten		
11368	Franz	1706	(mention_id=1679|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11369	mit		
11370	blitzenden		
11371	Augen		
11372	herausfordernd		
11373	an		
11374	und		
11375	trieben		
11376	ihn	1707	(mention_id=1680|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11377	mit		
11378	neckischen		
11379	Spitzreden		
11380	über		
11381	seine	1708	(mention_id=1681|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11382	unzeitige		
11383	Neugier		
11384	auf		
11385	den		
11386	erst		
11387	kürzlich		
11388	gekelterten		
11389	Rebensaft		
11390	so		
11391	in		
11392	die		
11393	Enge		
11394	,		
11395	daß		
11396	ihm	1709	(mention_id=1682|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11397	dabei		
11398	nicht		
11399	ganz		
11400	wohl		
11401	in		
11402	seiner	1710	(mention_id=1683|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11403	Haut		
11404	wurde		
11405	.		
11406	Daß		
11407	sie	1711	(mention_id=1684|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11408	ihn	1712	(mention_id=1685|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11409	mit		
11410	seiner	1713	(mention_id=1686|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11411	törichten		
11412	Frage		
11413	einfach		
11414	ausgelacht		
11415	hatten		
11416	,		
11417	nahm		
11418	er	1714	(mention_id=1687|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11419	ihnen	1715	(mention_id=1688|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11420	nicht		
11421	übel		
11422	,		
11423	weil		
11424	er	1716	(mention_id=1689|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11425	einsah		
11426	,		
11427	daß		
11428	er	1717	(mention_id=1690|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11429	nichts		
11430	Besseres		
11431	darauf		
11432	verdient		
11433	hatte		
11434	.		
11435	Um		
11436	jedoch		
11437	seine	1718	(mention_id=1691|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11438	Sachkenntnis		
11439	im		
11440	Ausbau		
11441	des		
11442	Weines		
11443	den		
11444	beiden		
11445	Schlauköpfen	1719	(mention_id=1692|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11446	gegenüber		
11447	nicht		
11448	noch		
11449	mehr		
11450	in		
11451	Mißkredit		
11452	zu		
11453	bringen		
11454	,		
11455	verabschiedete		
11456	er	1720	(mention_id=1693|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11457	sich	1721	(mention_id=1694|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11458	bald		
11459	von		
11460	ihnen	1722	(mention_id=1695|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11461	,		
11462	durchaus		
11463	zufrieden		
11464	mit		
11465	seinem	1723	(mention_id=1696|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11466	Besuche		
11467	,		
11468	der		
11469	ja		
11470	nur		
11471	Trudi	1724	(mention_id=1697|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11472	gegolten		
11473	hatte		
11474	.		
11475	Eine		
11476	Begegnung		
11477	mit		
11478	ihr	1725	(mention_id=1698|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11479	war		
11480	ihm	1726	(mention_id=1699|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11481	seit		
11482	der		
11483	auf		
11484	die		
11485	Armbruster'sche		
11486	bald		
11487	folgende		
11488	Lese		
11489	in		
11490	den		
11491	Wingerten		
11492	seines	1727	(mention_id=1700|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11493	Vaters	1728	(mention_id=1701|references=(entity=(entity_id=entity_0012|fullname=Florian Gersbacher|gender=m)))
11494	,		
11495	bei		
11496	der		
11497	nun		
11498	die		
11499	vom		
11500	Abtshofe		
11501	geholfen		
11502	hatten		
11503	,		
11504	nicht		
11505	vergönnt		
11506	gewesen		
11507	.		
11508	Das		
11509	war		
11510	schon		
11511	einige		
11512	Wochen		
11513	her		
11514	,		
11515	weil		
11516	in		
11517	dieser		
11518	arbeitsreichen		
11519	Zeit		
11520	keine		
11521	Muße		
11522	zu		
11523	freundschaftlichem		
11524	Verkehr		
11525	übrig		
11526	blieb		
11527	und		
11528	man		(mention_id=1702|references=(entity=(entity_id=generic_0135|fullname=generic_0011|gender=u|specialcase_entity=generic)))
11529	auch		
11530	die		
11531	Sonntage		
11532	ausnutzen		
11533	mußte		
11534	,		
11535	um		
11536	nichts		
11537	zu		
11538	versäumen		
11539	,		
11540	was		
11541	nur		
11542	schwer		
11543	oder		
11544	überhaupt		
11545	nicht		
11546	nachgeholt		
11547	werden		
11548	konnte		
11549	.		
11550	Aber		
11551	der		
11552	Wunsch		
11553	,		
11554	Trudi	1729	(mention_id=1703|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11555	wiederzusehen		
11556	,		
11557	war		
11558	immer		
11559	lebhafter		
11560	in		
11561	Franzens	1730	(mention_id=1704|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11562	Seele		
11563	geworden		
11564	,		
11565	denn		
11566	die		
11567	Würzburgerin	1731	(mention_id=1705|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11568	hatte		
11569	ihm	1732	(mention_id=1706|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11570	beim		
11571	Traubenschneiden		
11572	in		
11573	den		
11574	Weinbergen		
11575	außerordentlich		
11576	gut		
11577	gefallen		
11578	,		
11579	und		
11580	nun		
11581	trieb		
11582	es		
11583	ihn	1733	(mention_id=1707|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11584	mit		
11585	Macht		
11586	,		
11587	sich	1734	(mention_id=1708|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11588	ihr	1735	(mention_id=1709|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11589	einmal		
11590	wieder		
11591	zu		
11592	nähern		
11593	.		
11594	Als		
11595	er	1736	(mention_id=1710|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11596	weggegangen		
11597	war		
11598	und		
11599	die		
11600	beiden		
11601	Mädchen	1737	(mention_id=1711|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11602	sich	1738	(mention_id=1712|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11603	wieder		
11604	allein		
11605	befanden		
11606	,		
11607	sagte		
11608	Ammerie	1739	(mention_id=1713|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
11609	:		
11610	»		
11611	Ich	1740	(mention_id=1714|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
11612	begreife		
11613	nicht		
11614	,		
11615	was		
11616	der		
11617	Franz	1741	(mention_id=1715|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11618	hier		
11619	bei		
11620	uns	1742	(mention_id=1716|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11621	gewollt		
11622	hat		
11623	.		
11624	Seine	1743	(mention_id=1717|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11625	Frage		
11626	nach		
11627	dem		
11628	Neuen		
11629	war		
11630	doch		
11631	weiter		
11632	nichts		
11633	als		
11634	eine		
11635	ungeschickte		
11636	Ausrede		
11637	,		
11638	um		
11639	seinem	1744	(mention_id=1718|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11640	Erscheinen		
11641	hier		
11642	einen		
11643	gewissen		
11644	Anstrich		
11645	zu		
11646	geben		
11647	,		
11648	es		
11649	gleichsam		
11650	zu		
11651	entschuldigen		
11652	,		
11653	denn		
11654	einen		
11655	Grund		
11656	,		
11657	einen		
11658	ganz		
11659	bestimmten		
11660	Grund		
11661	hatte		
11662	es		
11663	.		
11664	Meinetwegen	1745	(mention_id=1719|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
11665	aber		
11666	ist		
11667	er	1746	(mention_id=1720|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11668	nicht		
11669	gekommen		
11670	,		
11671	also		
11672	kann		
11673	es		
11674	nur		
11675	deinetwegen	1747	
11676	geschehen		
11677	sein		
11678	.		
11679	«		
11680	»		
11681	Meinetwegen		(mention_id=1721|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11682	?		
11683	aber		
11684	Ammerie	1748	(mention_id=1722|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
11685	!		
11686	«		
11687	»		
11688	Ja		
11689	,		
11690	weswegen		
11691	denn		
11692	sonst		
11693	?		
11694	«		
11695	»		
11696	Nein		
11697	,		
11698	nein		
11699	!		
11700	«		
11701	stritt		
11702	Trudi	1749	(mention_id=1723|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11703	dagegen		
11704	.		
11705	»		
11706	Du	1750	(mention_id=1724|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11707	selber		
11708	hast		
11709	ihn	1751	(mention_id=1725|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11710	,		
11711	als		
11712	er	1752	(mention_id=1726|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11713	bei		
11714	unserer	1753	(mention_id=1727|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)),(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11715	Lese		
11716	so		
11717	tat		
11718	,		
11719	als		
11720	wollte		
11721	er	1754	(mention_id=1728|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11722	–		
11723	na		
11724	sagen		
11725	wir's	1755	
11726	rund		
11727	heraus		
11728	,		
11729	als		
11730	wollte		
11731	er	1756	(mention_id=1729|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11732	einen		
11733	Kuß		
11734	von		
11735	mir	1757	(mention_id=1730|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11736	haben		
11737	,		
11738	an		
11739	eine		
11740	andere	1758	(mention_id=1731|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
11741	erinnert		
11742	,		
11743	mit		
11744	der	1759	(mention_id=1732|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
11745	er	1760	(mention_id=1733|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11746	doch		
11747	schon		
11748	–		
11749	«		
11750	»		
11751	Ach		
11752	,		
11753	damit		
11754	wollt		
11755	ich	1761	(mention_id=1734|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
11756	ihm	1762	(mention_id=1735|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11757	ja		
11758	nur		
11759	auf		
11760	den		
11761	Zahn		
11762	fühlen		
11763	,		
11764	und		
11765	nun		
11766	weiß		
11767	ich	1763	(mention_id=1736|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
11768	Bescheid		
11769	,		
11770	«		
11771	unterbrach		
11772	Ammerie	1764	(mention_id=1737|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
11773	ihre	1765	(mention_id=1738|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
11774	Muhme		(mention_id=1739|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11775	.		
11776	»		
11777	Die		
11778	ungeschliffenen		
11779	Worte		
11780	,		
11781	mit		
11782	denen		
11783	er	1766	(mention_id=1740|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11784	mich	1767	(mention_id=1741|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
11785	dabei		
11786	abspeiste		
11787	,		
11788	bestärken		
