i	token	mention	is_section_start	gold
396	In		0	
397	nächster		0	
398	Nähe		0	
399	der		0	
400	Garten		0	
401	,		0	
402	malerisch		0	
403	genug		0	
404	in		0	
405	seiner		0	
406	Verwilderung		0	
407	;		0	
408	und		0	
409	hinter		0	
410	den		0	
411	Bäumen		0	
412	hervorschimmernd		0	
413	die		0	
414	roten		0	
415	Ziegeldächer		0	
416	des		0	
417	Dorfes		0	
418	.		0	
419	Und		0	
420	das		0	
421	Ganze		0	
422	verschleiert		0	
423	von		0	
424	dem		0	
425	feinen		0	
426	Hauch		0	
427	eines		0	
428	Oktobermorgens		0	
429	,		0	
430	dessen		0	
431	die		0	
432	Sonne		0	
433	noch		0	
434	nicht		0	
435	Herr		0	
436	werden		0	
437	konnte		0	
438	.		0	
439	Mit		0	
440	der		0	
441	herben		0	
442	,		0	
443	reinen		0	
444	Luft		0	
445	aber		0	
446	wehte		0	
447	anmutend		0	
448	der		0	
449	taktmäßige		0	
450	Schall		0	
451	der		0	
452	Dreschflegel		0	
453	herüber		0	
454	,		0	
455	die		0	
456	auf		0	
457	der		0	
458	Tenne		0	
459	des		0	
460	Gutes		0	
461	geschwungen		0	
462	wurden		0	
463	.		0	
464	Von		0	
465	der		0	
466	Weinflasche		0	
467	war		0	
468	das		0	
469	dunkle		0	
470	Auge		0	
471	des		0	
472	jungen		0	
473	Mannes	33	0	(mention_id=32|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
474	hinausgeschweift		0	
475	.		0	
476	Er	34	0	(mention_id=33|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
477	sprang		0	
478	plötzlich		0	
479	empor		0	
480	und		0	
481	trat		0	
482	in		0	
483	die		0	
484	Tür		0	
485	.		0	
486	»		0	
487	Und		0	
488	trotz		0	
489	alledem		0	
490	,		0	
491	Richard	35	0	(mention_id=34|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
492	,		0	
493	es		0	
494	ist		0	
495	ein		0	
496	reizendes		0	
497	Fleckchen		0	
498	Erde		0	
499	«		0	
500	,		0	
501	sagte		0	
502	er	36	0	(mention_id=35|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
503	warm		0	
504	,		0	
505	»		0	
506	ich	37	0	(mention_id=36|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
507	habe		0	
508	für		0	
509	Norddeutschland		0	
510	immer		0	
511	große		0	
512	Sympathien		0	
513	gehabt		0	
514	.		0	
515	Glaube		0	
516	mir	38	0	(mention_id=37|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
517	,		0	
518	der		0	
519	Faust		0	
520	liest		0	
521	sich		0	
522	hier		0	
523	noch		0	
524	einmal		0	
525	so		0	
526	gut		0	
527	,		0	
528	wo		0	
529	der		0	
530	Brocken		0	
531	dort		0	
532	herüberschaut		0	
533	.		0	
534	Ich	39	0	(mention_id=38|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
535	bitte		0	
536	dich	40	0	(mention_id=39|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
537	,		0	
538	krächze		0	
539	nicht		0	
540	mehr		0	
541	wie		0	
542	ein		0	
543	Unglücksrabe	41	0	(mention_id=40|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)|specialcase_reference=figurative))
544	!		0	
545	Ich	42	0	(mention_id=41|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
546	werde		0	
547	Frankfurt		0	
548	nie		0	
549	vergessen		0	
550	,		0	
551	aber		0	
552	auch		0	
553	nicht		0	
554	allzusehr		0	
555	vermissen		0	
556	–		0	
557	hoffe		0	
558	ich	43	0	(mention_id=42|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
559	.		0	
560	«		0	
561	»		0	
562	Na		0	
563	,		0	
564	Gott		0	
565	bewahre		0	
566	!		0	
567	«		0	
568	scherzte		0	
569	der		0	
570	Kleine	44	0	(mention_id=43|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
571	,		0	
572	noch		0	
573	immer		0	
574	mit		0	
575	dem		0	
576	leeren		0	
577	Weinglase		0	
578	spielend		0	
579	,		0	
580	»		0	
581	du	45	0	(mention_id=44|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
582	willst		0	
583	mir	46	0	(mention_id=45|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
584	doch		0	
585	nicht		0	
586	weismachen		0	
587	–		0	
588	«		0	
589	Aber		0	
590	Linden	47	0	(mention_id=46|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
591	unterbrach		0	
592	ihn	48	0	(mention_id=47|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
593	:		0	
594	»		0	
595	Ich	49	0	(mention_id=48|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
596	will		0	
597	dir	50	0	(mention_id=49|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
598	gar		0	
599	nichts		0	
600	weismachen		0	
601	,		0	
602	ich	51	0	(mention_id=50|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
603	will		0	
604	versuchen		0	
605	,		0	
606	ein		0	
607	Landwirt	52	0	(mention_id=51|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
608	zu		0	
609	werden		0	
610	,		0	
611	und		0	
612	ich	53	0	(mention_id=52|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
613	will		0	
614	dies		0	
615	nicht		0	
616	nur		0	
617	,		0	
618	weil		0	
619	ich	54	0	(mention_id=53|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
620	muß		0	
621	,		0	
622	Richard	55	0	(mention_id=54|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
623	–		0	
624	mir	56	0	(mention_id=55|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
625	ist		0	
626	wirklich		0	
627	in		0	
628	dem		0	
629	alten		0	
630	Neste		0	
631	ganz		0	
632	behaglich		0	
633	;		0	
634	ergo		0	
635	höre		0	
636	auf		0	
637	,		0	
638	mein	57	0	(mention_id=56|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
639	Alterchen	58	0	(mention_id=57|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
640	.		0	
641	«		0	
642	»		0	
643	Na		0	
644	,		0	
645	Glück		0	
646	zu		0	
647	!		0	
648	«		0	
649	erwiderte		0	
650	der		0	
651	andere	59	0	(mention_id=58|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
652	,		0	
653	neben		0	
654	den		0	
655	Freund	60	0	(mention_id=59|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
656	tretend		0	
657	und		0	
658	fast		0	
659	zärtlich		0	
660	in		0	
661	das		0	
662	hübsche		0	
663	Männergesicht		0	(mention_id=60|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)|specialcase_reference=part))
664	schauend		0	
665	.		0	
666	»		0	
667	Ich	61	0	(mention_id=61|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
668	habe		0	
669	ja		0	
670	im		0	
671	allgemeinen		0	
672	nichts		0	
673	einzuwenden		0	
674	gegen		0	
675	dieses		0	
676	Gutsbesitzerspiel		0	
677	,		0	
678	wenn		0	
679	ich	62	0	(mention_id=62|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
680	nur		0	
681	wüßte		0	
682	wie		0	
683	und		0	
684	wo		0	
685	–		0	
686	.		0	
687	Siehst		0	
688	du	63	0	(mention_id=63|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
689	,		0	
690	Franz	64	0	(mention_id=64|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
691	,		0	
692	wäre		0	
693	ich	65	0	(mention_id=65|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
694	nicht		0	
695	solch		0	
696	ein		0	
697	armer		0	
698	Schlucker	66	0	(mention_id=66|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
699	,		0	
700	ich	67	0	(mention_id=67|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
701	sagte		0	
702	dir	68	0	(mention_id=68|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
703	sofort		0	
704	,		0	
705	›		0	
706	hier		0	
707	,		0	
708	mein	69	0	(mention_id=69|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
709	Junge	70	0	(mention_id=70|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
710	,		0	
711	hast		0	
712	du	71	0	(mention_id=71|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
713	ein		0	
714	Kapital		0	
715	von		0	
716	soundsoviel		0	
717	.		0	
718	Nun		0	
719	fange		0	
720	einmal		0	
721	an		0	
722	,		0	
723	das		0	
724	veraltete		0	
725	lotterige		0	
726	Ding		0	
727	in		0	
728	Zug		0	
729	zu		0	
730	bringen		0	
731	‹		0	
732	.		0	
733	–		0	
734	So		0	
735	,		0	
736	wie		0	
737	es		0	
738	jetzt		0	
739	ist		0	
740	,		0	
741	kann's		0	
742	nicht		0	
743	bleiben		0	
744	.		0	
745	Aber		0	
746	–		0	
747	na		0	
748	,		0	
749	du	72	0	(mention_id=72|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
750	weißt		0	
751	«		0	
752	,		0	
753	schloß		0	
754	er	73	0	(mention_id=73|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
755	mit		0	
756	einem		0	
757	Seufzer		0	
758	.		0	
759	Franz	74	0	(mention_id=74|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
760	Linden	74	0	(mention_id=74|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
761	hatte		0	
762	abermals		0	
763	keine		0	
764	Antwort		0	
765	,		0	
766	aber		0	
767	er	75	0	(mention_id=75|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
768	pfiff		0	
769	leise		0	
770	eine		0	
771	lustige		0	
772	Melodie		0	
773	,		0	
774	wie		0	
775	er	76	0	(mention_id=76|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
776	immer		0	
777	tat		0	
778	,		0	
779	wenn		0	
780	er	77	0	(mention_id=77|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
781	unangenehme		0	
782	Gedanken		0	
783	verscheuchen		0	
784	wollte		0	
785	.		0	
786	»		0	
787	Ja		0	
788	,		0	
789	pfeife		0	
790	nur		0	
791	«		0	
792	,		0	
793	murmelte		0	
794	der		0	
795	Kleine	78	0	(mention_id=78|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
796	,		0	
797	»		0	
798	es		0	
799	wird		0	
800	die		0	
801	einzige		0	
802	Musik		0	
803	sein		0	
804	,		0	
805	die		0	
806	du	79	0	(mention_id=79|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
807	hier		0	
808	zu		0	
809	hören		0	
810	bekommst		0	
811	–		0	
812	oder		0	
813	etwa		0	
814	noch		0	
815	eine		0	
816	knarrende		0	
817	Stubentür		0	
818	oder		0	
819	das		0	
820	Konzert		0	
821	einer		0	
822	höchst		0	
823	respektablen		0	
824	Mäusefamilie	80	0	
825	,		0	
826	die	81	0	
827	sich	82	0	
828	in		0	
829	deinem	83	0	(mention_id=80|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
830	Zimmer		0	
831	angesiedelt		0	
832	hat		0	
833	.		0	
834	Brr		0	
835	–		0	
836	Franz	84	0	(mention_id=81|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
837	!		0	
838	Jetzt		0	
839	denke		0	
840	dir	85	0	(mention_id=82|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
841	dieses		0	
842	einsame		0	
843	Nest		0	
844	im		0	
845	Winter		0	
846	–		0	
847	auf		0	
848	den		0	
849	Bergen		0	
850	Schnee		0	
851	,		0	
852	auf		0	
853	der		0	
854	Straße		0	
855	Schnee		0	
856	,		0	
857	im		0	
858	Garten		0	
859	Schnee		0	
860	und		0	
861	in		0	
862	der		0	
863	Luft		0	
864	weißes		0	
865	Gewimmel		0	
866	–		0	
867	Herr		0	
868	Gott	86	0	
869	,		0	
870	was		0	
871	willst		0	
872	du	87	0	(mention_id=83|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
873	die		0	
874	langen		0	
875	Abende		0	
876	hindurch		0	
877	beginnen		0	
878	,		0	
879	an		0	
880	denen		0	
881	wir	88	0	(mention_id=84|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)),(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
882	sonst		0	
883	im		0	
884	Taunus		0	
885	,		0	
886	auf		0	
887	der		0	
888	Bockenheimer		0	
889	Gasse		0	
890	saßen		0	
891	oder		0	
892	im		0	
893	Theater		0	
894	?		0	
895	Wer		0	
896	soll		0	
897	hier		0	
898	Skat		0	
899	mit		0	
900	dir	89	0	(mention_id=85|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
901	spielen		0	
902	?		0	
903	Für		0	
904	wen		0	
905	willst		0	
906	du	90	0	(mention_id=86|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
907	deine	91	0	(mention_id=87|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
908	vielbewunderten		0	
909	Gedichte		0	
910	machen		0	
911	?		0	
912	In		0	
913	der		0	
914	Dorfschenke		0	
915	werden		0	
916	sie		0	
917	sicher		0	
918	nicht		0	
919	verstanden		0	
920	.		0	
921	–		0	
922	Ach		0	
923	,		0	
924	wenn		0	
925	ich	92	0	(mention_id=88|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
926	dich	93	0	(mention_id=89|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
927	so		0	
928	ansehe		0	
929	,		0	
930	du	94	0	(mention_id=90|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
931	hier		0	
932	allein		0	
933	,		0	
934	versauernd		0	
935	und		0	
936	Sorgen		0	
937	dazu		0	
938	!		0	
939	«		0	
940	Er	95	0	(mention_id=91|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
941	seufzte		0	
942	.		0	
943	»		0	
944	Ich	96	0	(mention_id=92|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
945	will		0	
946	dir	97	0	(mention_id=93|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
947	etwas		0	
948	sagen		0	
949	,		0	
950	Franz	98	0	(mention_id=94|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
951	,		0	
952	Scherz		0	
953	in		0	
954	die		0	
955	Ecke		0	
956	«		0	
957	,		0	
958	fuhr		0	
959	er	99	0	(mention_id=95|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
960	fort		0	
961	,		0	
962	»		0	
963	du	100	0	(mention_id=96|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
964	wirst		0	
965	heiraten		0	
966	müssen		0	
967	!		0	
968	Und		0	
969	da		0	
970	gebe		0	
971	ich	101	0	(mention_id=97|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
972	dir	102	0	(mention_id=98|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
973	den		0	
974	Rat		0	
975	,		0	
976	tue		0	
977	bei		0	
978	dieser		0	
979	Angelegenheit		0	
980	deinen	103	0	(mention_id=99|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
981	Idealen		0	
982	ein		0	
983	wenig		0	
984	Zwang		0	
985	an		0	
986	.		0	
987	Sieh		0	
988	ab		0	
989	von		0	
990	elfengleichem		0	
991	Wuchs		0	
992	,		0	
993	sinnigen		0	
994	Augen		0	
995	und		0	
996	holdester		0	
997	Weiblichkeit		0	
998	–		0	
999	zugunsten		0	
1000	eines		0	
1001	anderen		0	
1002	Vorzuges		0	
1003	,		0	
1004	der		0	
1005	durch		0	
1006	nichts		0	
1007	zu		0	
1008	ersetzen		0	
1009	ist		0	
1010	in		0	
1011	unserem	104	0	(mention_id=100|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)),(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
1012	prosaischen		0	
1013	Leben		0	
1014	.		0	
1015	Bringe		0	
1016	mir	105	0	(mention_id=101|references=(entity=(entity_id=entity_0002|fullname=Richard Weishaupt|gender=m)))
1017	kein		0	
1018	armes		0	
