i	token	mention	is_section_start	gold
61691	er	8604	0	(mention_id=8590|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
61692	hat		0	
61693	bis		0	
61694	vor		0	
61695	einer		0	
61696	Stunde		0	
61697	hier		0	
61698	an		0	
61699	Ihrem	8605	0	(mention_id=8591|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61700	Lager		0	
61701	gesessen		0	
61702	–		0	
61703	Sie	8606	0	(mention_id=8592|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
61704	wollen		0	
61705	ihn	8607	0	(mention_id=8593|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
61706	doch		0	
61707	nicht		0	
61708	wecken		0	
61709	?		0	
61710	Es		0	
61711	ist		0	
61712	kaum		0	
61713	vier		0	
61714	Uhr		0	
61715	.		0	
61716	«		0	
61717	Ein		0	
61718	Paar		0	
61719	feste		0	
61720	,		0	
61721	kleine		0	
61722	Hände		0	
61723	zogen		0	
61724	die		0	
61725	junge		0	
61726	Frau	8608	0	(mention_id=8594|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61727	von		0	
61728	der		0	
61729	Tür		0	
61730	fort		0	
61731	und		0	
61732	drängten		0	
61733	zum		0	
61734	Sofa		0	
61735	.		0	
61736	Im		0	
61737	Widerspruch		0	
61738	zu		0	
61739	den		0	
61740	kindlichen		0	
61741	Worten		0	
61742	schauten		0	
61743	sie		0	(mention_id=8595|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
61744	ein		0	
61745	Paar		0	
61746	ernste		0	
61747	Augen		0	
61748	an		0	
61749	,		0	
61750	und		0	
61751	die		0	
61752	sagten		0	
61753	deutlich		0	
61754	:		0	
61755	»		0	
61756	Tue		0	
61757	,		0	
61758	was		0	
61759	du	8609	0	(mention_id=8596|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61760	willst		0	
61761	–		0	
61762	fort		0	
61763	lasse		0	
61764	ich	8610	0	(mention_id=8597|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
61765	dich	8611	0	(mention_id=8598|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61766	nicht		0	
61767	!		0	
61768	«		0	
61769	Trudchen	8612	0	(mention_id=8599|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61770	saß		0	
61771	wieder		0	
61772	auf		0	
61773	dem		0	
61774	improvisierten		0	
61775	Bette		0	
61776	und		0	
61777	biß		0	
61778	sich	8613	0	(mention_id=8600|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61779	die		0	
61780	Lippen		0	
61781	wund		0	
61782	.		0	
61783	Das		0	
61784	junge		0	
61785	Mädchen	8614	0	(mention_id=8601|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
61786	aber		0	
61787	machte		0	
61788	sich	8615	0	(mention_id=8602|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
61789	am		0	
61790	Nebentische		0	
61791	zu		0	
61792	schaffen		0	
61793	,		0	
61794	und		0	
61795	bald		0	
61796	durchzog		0	
61797	würziger		0	
61798	Kaffeeduft		0	
61799	das		0	
61800	Zimmer		0	
61801	.		0	
61802	»		0	
61803	Hier		0	
61804	!		0	
61805	«		0	
61806	sagte		0	
61807	sie	8616	0	(mention_id=8603|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
61808	und		0	
61809	bot		0	
61810	der		0	
61811	jungen		0	
61812	Frau	8617	0	(mention_id=8604|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61813	eine		0	
61814	Schale		0	
61815	des		0	
61816	heißen		0	
61817	Getränkes		0	
61818	,		0	
61819	»		0	
61820	nehmen		0	
61821	Sie	8618	0	(mention_id=8605|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61822	,		0	
61823	es		0	
61824	wird		0	
61825	Ihnen	8619	0	(mention_id=8606|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61826	gut		0	
61827	tun		0	
61828	.		0	
61829	Ich	8620	0	(mention_id=8607|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
61830	habe		0	
61831	Herrn	8621	0	(mention_id=8608|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
61832	Linden	8621	0	(mention_id=8608|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
61833	auch		0	
61834	Kaffee		0	
61835	gekocht		0	
61836	in		0	
61837	der		0	
61838	Nacht		0	
61839	–		0	
61840	trinken		0	
61841	Sie	8622	0	(mention_id=8609|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61842	nur		0	
61843	ruhig		0	
61844	aus		0	
61845	,		0	
61846	es		0	
61847	ist		0	
61848	seine	8623	0	
61849	Tasse		0	
61850	,		0	
61851	und		0	
61852	ein		0	
61853	anderer	8624	0	
61854	hat		0	
61855	sie		0	
61856	nicht		0	
61857	an		0	
61858	dem		0	
61859	Munde		0	
61860	gehabt		0	
61861	.		0	
61862	«		0	
61863	Und		0	
61864	als		0	
61865	Trudchen	8625	0	(mention_id=8610|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
61866	schwieg		0	
61867	und		0	
61868	die		0	
61869	Tasse		0	
61870	,		0	
61871	ohne		0	
61872	zu		0	
61873	trinken		0	
61874	,		0	
61875	in		0	
61876	der		0	
61877	zitternden		0	
61878	Hand		0	
61879	hielt		0	
61880	,		0	
61881	fuhr		0	
61882	die		0	
61883	Kleine	8626	0	(mention_id=8611|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
61884	fort		0	
61885	,		0	
61886	ohne		0	
61887	darauf		0	
61888	zu		0	
61889	achten		0	
61890	:		0	
61891	»		0	
61892	Ja		0	
61893	,		0	
61894	das		0	
61895	war		0	
61896	ein		0	
61897	böser		0	
61898	Tag		0	
61899	gestern		0	
61900	,		0	
61901	das		0	
61902	furchtbare		0	
61903	Wetter		0	
61904	und		0	
61905	der		0	
61906	entsetzliche		0	
61907	Schlag		0	
61908	,		0	
61909	und		0	
61910	im		0	
61911	Nu		0	
61912	stand		0	
61913	die		0	
61914	große		0	
61915	Scheune		0	
61916	in		0	
61917	Flammen		0	
61918	,		0	
61919	und		0	
61920	ehe		0	
61921	Hilfe		0	
61922	kam		0	
61923	,		0	
61924	da		0	
61925	brannte		0	
61926	schon		0	
61927	die		0	
61928	andere		0	
61929	,		0	
61930	und		0	
61931	mit		0	
61932	Müh'		0	
61933	und		0	
61934	Not		0	
61935	sind		0	
61936	die		0	
61937	Tiere		0	
61938	gerettet		0	
61939	.		0	
61940	Wenn		0	
61941	Herr	8627	0	(mention_id=8612|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
61942	Linden	8627	0	(mention_id=8612|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
61943	nicht		0	
61944	so		0	
61945	ruhig		0	
61946	gewesen		0	
61947	wäre		0	
61948	und		0	
61949	so		0	
61950	besonnen		0	
61951	,		0	
61952	es		0	
61953	hätte		0	
61954	schrecklich		0	
61955	werden		0	
61956	können		0	
61957	!		0	
61958	Aber		0	
61959	der	8628	0	(mention_id=8613|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
61960	ging		0	
61961	in		0	
61962	den		0	
61963	Pferdestall		0	
61964	,		0	
61965	als		0	
61966	ob		0	
61967	nicht		0	
61968	schon		0	
61969	die		0	
61970	Flammen		0	
61971	hinter		0	
61972	ihm	8629	0	(mention_id=8614|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
61973	drein		0	
61974	züngelten		0	
61975	,		0	
61976	und		0	
61977	da		0	
61978	hat		0	
61979	er	8630	0	(mention_id=8615|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
61980	den		0	
61981	Gäulen	8631	0	
61982	das		0	
61983	Geschirr		0	
61984	aufgelegt		0	
61985	,		0	
61986	und		0	
61987	die	8632	0	
61988	vorher		0	
61989	nicht		0	
61990	herauszukriegen		0	
61991	waren		0	
61992	,		0	
61993	gingen		0	
61994	mit		0	
61995	ihm	8633	0	(mention_id=8616|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
61996	ruhig		0	
61997	unter		0	
61998	dem		0	
61999	brennenden		0	
62000	Vordache		0	
62001	hin		0	
62002	wie		0	
62003	die		0	
62004	Lämmer		0	
62005	.		0	
62006	Und		0	
62007	,		0	
62008	denken		0	
62009	Sie	8634	0	(mention_id=8617|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
62010	nur		0	
62011	,		0	
62012	als		0	
62013	der		0	
62014	Tumult		0	
62015	am		0	
62016	allergrößten		0	
62017	,		0	
62018	und		0	
62019	die		0	
62020	Flammen		0	
62021	die		0	
62022	sprühenden		0	
62023	Garben		0	
62024	in		0	
62025	die		0	
62026	Luft		0	
62027	warfen		0	
62028	,		0	
62029	als		0	
62030	wären		0	
62031	es		0	
62032	Raketen		0	
62033	,		0	
62034	da		0	
62035	schreit		0	
62036	etwas		0	
62037	so		0	
62038	arg		0	
62039	und		0	
62040	jammervoll		0	
62041	aus		0	
62042	der		0	
62043	Luke		0	
62044	des		0	
62045	Futterbodens		0	
62046	,		0	
62047	und		0	
62048	da		0	
62049	ist		0	
62050	es		0	
62051	Lore	8635	0	
62052	,		0	
62053	die		0	
62054	große		0	
62055	Bernhardinerhündin		0	
62056	,		0	
62057	die	8636	0	
62058	da		0	
62059	oben		0	
62060	ihre	8637	0	
62061	Jungen		0	
62062	hat		0	
62063	.		0	
62064	Und		0	
62065	wie		0	
62066	die		0	
62067	unvernünftige		0	
62068	Kreatur		0	
62069	die		0	
62070	Menschen	8638	0	(mention_id=8618|references=(entity=(entity_id=entity_0314|fullname=Menschen beim Brand|gender=u|members=entity_0001,entity_0011,entity_0021,entity_0265|all_members_given=False|specialcase_entity=group)))
62071	um		0	
62072	Erbarmen		0	
62073	anflehte		0	
62074	!		0	
62075	Ich	8639	0	(mention_id=8619|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
62076	hörte		0	
62077	vom		0	
62078	Fenster		0	
62079	aus		0	
62080	,		0	
62081	daß		0	
62082	keiner		0	
62083	hinaufwollte		0	
62084	.		0	
62085	›		0	
62086	Um		0	
62087	so		0	
62088	ein		0	
62089	Vieh		0	
62090	!		0	
62091	‹		0	
62092	sagten		0	
62093	sie	8640	0	(mention_id=8620|references=(entity=(entity_id=entity_0314|fullname=Menschen beim Brand|gender=u|members=entity_0001,entity_0011,entity_0021,entity_0265|all_members_given=False|specialcase_entity=group)))
62094	alle		0	(mention_id=8621|references=(entity=(entity_id=entity_0314|fullname=Menschen beim Brand|gender=u|members=entity_0001,entity_0011,entity_0021,entity_0265|all_members_given=False|specialcase_entity=group)))
62095	.		0	
62096	Und		0	
62097	da		0	
62098	auf		0	
62099	einmal		0	
62100	sehe		0	
62101	ich	8641	0	(mention_id=8622|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
62102	eine		0	
62103	Leiter		0	
62104	,		0	
62105	und		0	
62106	eins		0	
62107	–		0	
62108	zwei		0	
62109	–		0	
62110	drei		0	
62111	–		0	
62112	eine		0	
62113	Gestalt		0	(mention_id=8623|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
62114	oben		0	
62115	in		0	
62116	den		0	
62117	Flammen		0	
62118	verschwinden		0	
62119	.		0	
62120	Was		0	
62121	meinen		0	
62122	Sie	8642	0	(mention_id=8624|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
62123	,		0	
62124	Herr	8643	0	(mention_id=8625|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
62125	Linden	8643	0	(mention_id=8625|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
62126	hat		0	
62127	sie	8644	0	
62128	alle		0	
62129	geholt		0	
62130	,		0	
62131	die		0	
62132	Alte	8645	0	
62133	und		0	
62134	die		0	
62135	Jungen	8646	0	
62136	–		0	
62137	alle		0	
62138	!		0	
62139	«		0	
62140	Die		0	
62141	Augen		0	
62142	der		0	
62143	Kleinen	8647	0	(mention_id=8626|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
62144	funkelten		0	
62145	in		0	
62146	Tränen		0	
62147	.		0	
62148	»		0	
62149	Aber		0	
62150	an		0	
62151	seinem	8648	0	(mention_id=8627|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
62152	Arme		0	
62153	spürt		0	
62154	er	8649	0	(mention_id=8628|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
62155	es		0	
62156	freilich		0	
62157	«		0	
62158	,		0	
62159	setzte		0	
62160	sie	8650	0	(mention_id=8629|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
62161	hinzu		0	
62162	,		0	
62163	»		0	
62164	und		0	
62165	es		0	
62166	war		0	
62167	doch		0	
62168	nur		0	
62169	ein		0	
62170	Hund		0	
62171	.		0	
62172	Gelt		0	
62173	,		0	
62174	was		0	
62175	könnte		0	
62176	der		0	
62177	erst		0	
62178	für		0	
62179	einen		0	
62180	Menschen	8651	0	
62181	tun		0	
62182	!		0	
62183	–		0	
62184	Tante	8652	0	(mention_id=8630|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))
62185	Rosa	8652	0	(mention_id=8630|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))
62186	war		0	
62187	so		0	
62188	böse		0	
62189	mit		0	
62190	ihm	8653	0	(mention_id=8631|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
62191	und		0	
62192	sagte		0	
62193	,		0	
62194	als		0	
62195	er	8654	0	(mention_id=8632|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
62196	blaß		0	
62197	und		0	
62198	von		0	
62199	Schmerz		0	
62200	gepeinigt		0	
62201	herunterkam		0	
62202	,		0	
62203	er	8655	0	(mention_id=8633|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
62204	hätte		0	
62205	verunglücken		0	
62206	können		0	
62207	.		0	
62208	Da		0	
62209	meinte		0	
62210	er	8656	0	(mention_id=8634|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
62211	,		0	
62212	so		0	
62213	ein		0	
62214	dummes		0	
62215	Ding		0	
62216	,		0	
62217	wie		0	
62218	sein	8657	0	(mention_id=8635|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
62219	Leben		0	
62220	,		0	
62221	wäre		0	
62222	keinen		0	
62223	Pfifferling		0	
62224	wert		0	
62225	!		0	
62226	Und		0	
62227	gerade		0	
62228	wie		0	
62229	er	8658	0	(mention_id=8636|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
62230	es		0	
62231	heraus		0	
62232	hatte		0	
62233	,		0	
62234	da		0	
62235	kratzt		0	
62236	die		0	
62237	Diana	8659	0	
62238	so		0	
62239	ungestüm		0	
62240	an		0	
62241	der		0	
62242	Saaltür		0	
62243	,		0	
62244	und		0	
62245	da		0	
62246	stürzte		0	
62247	er	8660	0	(mention_id=8637|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
62248	hin		0	
62249	,		0	
62250	daß		0	
62251	ich	8661	0	(mention_id=8638|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
62252	meine		0	
62253	,		0	
62254	es		0	
62255	habe		0	
62256	wieder		0	
62257	eingeschlagen		0	
62258	,		0	
62259	und		0	
62260	wie		0	
62261	ich	8662	0	(mention_id=8639|references=(entity=(entity_id=entity_0021|fullname=Adelheid Strom|gender=f)))
62262	hinterher		0	
62263	renne		0	
62264	,		0	
62265	da		0	
62266	hatte		0	
62267	er	8663	0	(mention_id=8640|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
62268	Sie	8664	0	(mention_id=8641|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
62269	schon		0	
62270	in		0	
62271	dem		0	
62272	gesunden		0	
62273	Arme		0	
62274	und		0	
62275	sagte		0	
62276	,		0	
62277	er	8665	0	(mention_id=8642|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
62278	hätte		0	
62279	es		0	
62280	gewußt		0	
62281	,		0	
62282	er	8666	0	(mention_id=8643|references=(entity=(entity_id=entity_0001|fullname=Franz Linden|gender=m)))
62283	hätte		0	
62284	es		0	
62285	gewußt		0	
62286	,		0	
62287	daß		0	
62288	Sie	8667	0	(mention_id=8644|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
62289	kommen		0	
62290	.		0	
62291	«		0	
62292	Trudchen	8668	0	(mention_id=8645|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
62293	stand		0	
62294	nun		0	
62295	doch		0	
62296	auf		0	
62297	und		0	
62298	schritt		0	
62299	zur		0	
62300	Tür		0	
62301	.		0	
62302	Aber		0	
62303	siehe		0	
62304	,		0	
62305	da		0	
62306	kam		0	
62307	ein		0	
62308	anderes		0	
62309	Hindernis		0	
62310	.		0	
62311	Das		0	
62312	war		0	
62313	Tante	8669	0	(mention_id=8646|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))
62314	Rosa	8669	0	(mention_id=8646|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))
62315	,		0	
62316	die	8670	0	(mention_id=8647|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))
62317	aus		0	
62318	ihrer		0	(mention_id=8648|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))
62319	Schlafstube		0	
62320	trat		0	
62321	im		0	
62322	wunderlichsten		0	
62323	Negligé		0	
62324	und		0	
62325	der		0	
62326	riesigsten		0	
62327	weißen		0	
62328	Schlafhaube		0	
62329	,		0	
62330	die		0	
62331	je		0	
62332	eine		0	
62333	alte		0	
62334	Dame	8671	0	(mention_id=8649|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)),(entity=(entity_id=generic_0137|fullname=alte Dame|gender=u|specialcase_entity=generic)))
62335	getragen		0	
62336	hatte		0	
62337	.		0	
62338	Sie	8672	0	(mention_id=8650|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))
62339	nickte		0	
62340	Trudchen	8673	0	(mention_id=8651|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
62341	zu		0	
62342	und		0	
62343	legte		0	
62344	die		0	
62345	kleine		0	
62346	welke		0	
62347	Hand		0	
62348	auf		0	
62349	ihre	8674	0	(mention_id=8652|references=(entity=(entity_id=entity_0004|fullname=Gertrud Baumhagen|gender=f)))
62350	Schulter		0	
62351	.		0	
62352	»		0	
62353	Der		0	
62354	liebe		0	
62355	Gott	8675	0	(mention_id=8653|references=(entity=(entity_id=entity_0019|fullname=Gott|gender=u|specialcase_entity=nonfact)))
62356	gibt		0	
62357	dem		0	
62358	verstockten		0	
62359	Herzen		0	
62360	immer		0	
62361	einen		0	
62362	Fingerzeig		0	
62363	«		0	
62364	,		0	
62365	sagte		0	
62366	die		0	
62367	uralte		0	
62368	Frau	8676	0	(mention_id=8654|references=(entity=(entity_id=entity_0011|fullname=Rosalie Kruse|gender=f)))
62369	.		0	
62370	»		0	
62371	Ja		0	
62372	,		0	
62373	in		0	
62374	der		0	
62375	Not		0	
62376	,		0	
62377	da		0	
62378	wachsen		0	
62379	dem		0	
62380	Herzen		0	
62381	Flügel		0	
62382	,		0	
62383	damit		0	
62384	es		0	
62385	sich		0	
62386	hinwegheben		0	
62387	kann		0	
62388	über		0	
62389	all		0	
62390	das		0	
62391	kleinliche		0	
62392	Gerümpel		0	
62393	von		0	
62394	Stolz		0	
62395	und		0	
62396	Trotz		0	
62397	.		0	
62398	Es		0	
62399	war		0	
62400	gerade		0	
62401	noch		0	
62402	vor		0	
62403	Toresschluß		0	
62404	,		0	
