i	token	mention	gold
78973	Welt		
78974	zu		
78975	genießen		
78976	und		
78977	einen		
78978	dauernden		
78979	Bund		
78980	an		
78981	soviel		
78982	wechselnden		
78983	Zuständen		
78984	zu		
78985	prüfen		
78986	und		
78987	zu		
78988	bestätigen		
78989	hoffen		
78990	.		
78991	Der		
78992	Major	10322	(mention_id=10235|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
78993	und		
78994	Charlotte	10323	(mention_id=10236|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
78995	sollten		
78996	unterdessen		
78997	unbeschränkte		
78998	Vollmacht		
78999	haben		
79000	,		
79001	alles		
79002	,		
79003	was		
79004	sich		
79005	auf		
79006	Besitz		
79007	,		
79008	Vermögen		
79009	und		
79010	die		
79011	irdischen		
79012	wünschenswerten		
79013	Einrichtungen		
79014	bezieht		
79015	,		
79016	dergestalt		
79017	zu		
79018	ordnen		
79019	und		
79020	nach		
79021	Recht		
79022	und		
79023	Billigkeit		
79024	einzuleiten		
79025	,		
79026	daß		
79027	alle		
79028	Teile	10324	(mention_id=10237|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)),(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79029	zufrieden		
79030	sein		
79031	könnten		
79032	.		
79033	Worauf		
79034	jedoch		
79035	Eduard	10325	(mention_id=10238|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79036	am		
79037	allermeisten		
79038	zu		
79039	fußen		
79040	,		
79041	wovon		
79042	er	10326	(mention_id=10239|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79043	sich	10327	(mention_id=10240|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79044	den		
79045	größten		
79046	Vorteil		
79047	zu		
79048	versprechen		
79049	schien		
79050	,		
79051	war		
79052	dies		
79053	:		
79054	Da		
79055	das		
79056	Kind	10328	(mention_id=10241|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79057	bei		
79058	der		
79059	Mutter	10329	(mention_id=10242|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79060	bleiben		
79061	sollte		
79062	,		
79063	so		
79064	würde		
79065	der		
79066	Major	10330	(mention_id=10243|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79067	den		
79068	Knaben	10331	(mention_id=10244|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79069	erziehen		
79070	,		
79071	ihn	10332	(mention_id=10245|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79072	nach		
79073	seinen	10333	(mention_id=10246|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79074	Einsichten		
79075	leiten		
79076	,		
79077	seine	10334	(mention_id=10247|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79078	Fähigkeiten		
79079	entwickeln		
79080	können		
79081	.		
79082	Nicht		
79083	umsonst		
79084	hatte		
79085	man		
79086	ihm	10335	(mention_id=10248|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79087	dann		
79088	in		
79089	der		
79090	Taufe		
79091	ihren	10336	(mention_id=10249|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79092	beiderseitigen		
79093	Namen		
79094	Otto	10337	(mention_id=10250|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79095	gegeben		
79096	.		
79097	Das		
79098	alles		
79099	war		
79100	bei		
79101	Eduarden	10338	(mention_id=10251|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79102	so		
79103	fertig		
79104	geworden		
79105	,		
79106	daß		
79107	er	10339	(mention_id=10252|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79108	keinen		
79109	Tag		
79110	länger		
79111	anstehen		
79112	mochte		
79113	,		
79114	der		
79115	Ausführung		
79116	näherzutreten		
79117	.		
79118	Sie	10340	(mention_id=10253|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79119	gelangten		
79120	auf		
79121	ihrem	10341	(mention_id=10254|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79122	Wege		
79123	nach		
79124	dem		
79125	Gute		
79126	zu		
79127	einer		
79128	kleinen		
79129	Stadt		
79130	,		
79131	in		
79132	der		
79133	Eduard	10342	(mention_id=10255|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79134	ein		
79135	Haus		
79136	besaß		
79137	,		
79138	wo		
79139	er	10343	(mention_id=10256|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79140	verweilen		
79141	und		
79142	die		
79143	Rückkunft		
79144	des		
79145	Majors	10344	(mention_id=10257|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79146	abwarten		
79147	wollte		
79148	.		
79149	Doch		
79150	konnte		
79151	er	10345	(mention_id=10258|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79152	sich	10346	(mention_id=10259|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79153	nicht		
79154	überwinden		
79155	,		
79156	daselbst		
79157	sogleich		
79158	abzusteigen		
79159	,		
79160	und		
79161	begleitete		
79162	den		
79163	Freund	10347	(mention_id=10260|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79164	noch		
79165	durch		
79166	den		
79167	Ort		
79168	.		
79169	Sie	10348	(mention_id=10261|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79170	waren		
79171	beide	10349	(mention_id=10262|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79172	zu		
79173	Pferde		
79174	,		
79175	und		
79176	in		
79177	bedeutendem		
79178	Gespräch		
79179	verwickelt		
79180	ritten		
79181	sie	10350	(mention_id=10263|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79182	zusammen		
79183	weiter		
79184	.		
79185	Auf		
79186	einmal		
79187	erblickten		
79188	sie	10351	(mention_id=10264|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79189	in		
79190	der		
79191	Ferne		
79192	das		
79193	neue		
79194	Haus		
79195	auf		
79196	der		
79197	Höhe		
79198	,		
79199	dessen		
79200	rote		
79201	Ziegeln		
79202	sie	10352	(mention_id=10265|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79203	zum		
79204	erstenmal		
79205	blinken		
79206	sahen		
79207	.		
79208	Eduarden	10353	(mention_id=10266|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79209	ergreift		
79210	eine		
79211	unwiderstehliche		
79212	Sehnsucht		
79213	;		
79214	es		
79215	soll		
79216	noch		
79217	diesen		
79218	Abend		
79219	alles		
79220	abgetan		
79221	sein		
79222	.		
79223	In		
79224	einem		
79225	ganz		
79226	nahen		
79227	Dorfe		
79228	will		
79229	er	10354	(mention_id=10267|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79230	sich	10355	(mention_id=10268|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79231	verborgen		
79232	halten		
79233	;		
79234	der		
79235	Major	10356	(mention_id=10269|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79236	soll		
79237	die		
79238	Sache		
79239	Charlotten	10357	(mention_id=10270|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79240	dringend		
79241	vorstellen		
79242	,		
79243	ihre	10358	(mention_id=10271|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79244	Vorsicht		
79245	überraschen		
79246	und		
79247	durch		
79248	den		
79249	unerwarteten		
79250	Antrag		
79251	sie	10359	(mention_id=10272|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79252	zu		
79253	freier		
79254	Eröffnung		
79255	ihrer	10360	(mention_id=10273|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79256	Gesinnung		
79257	nötigen		
79258	.		
79259	Denn		
79260	Eduard	10361	(mention_id=10274|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79261	,		
79262	der	10362	(mention_id=10275|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79263	seine	10363	(mention_id=10276|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79264	Wünsche		
79265	auf		
79266	sie	10364	(mention_id=10277|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79267	übergetragen		
79268	hatte		
79269	,		
79270	glaubte		
79271	nicht		
79272	anders		
79273	,		
79274	als		
79275	daß		
79276	er	10365	(mention_id=10278|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79277	ihren	10366	(mention_id=10279|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79278	entschiedenen		
79279	Wünschen		
79280	entgegenkomme		
79281	,		
79282	und		
79283	hoffte		
79284	eine		
79285	so		
79286	schnelle		
79287	Einwilligung		
79288	von		
79289	ihr	10367	(mention_id=10280|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79290	,		
79291	weil		
79292	er	10368	(mention_id=10281|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79293	keinen		
79294	andern		
79295	Willen		
79296	haben		
79297	konnte		
79298	.		
79299	Er	10369	(mention_id=10282|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79300	sah		
79301	den		
79302	glücklichen		
79303	Ausgang		
79304	freudig		
79305	vor		
79306	Augen		
79307	,		
79308	und		
79309	damit		
79310	dieser		
79311	dem		
79312	Lauernden	10370	(mention_id=10283|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79313	schnell		
79314	verkündigt		
79315	würde		
79316	,		
79317	sollten		
79318	einige		
79319	Kanonenschläge		
79320	losgebrannt		
79321	werden		
79322	und		
79323	,		
79324	wäre		
79325	es		
79326	Nacht		
79327	geworden		
79328	,		
79329	einige		
79330	Raketen		
79331	steigen		
79332	.		
79333	Der		
79334	Major	10371	(mention_id=10284|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79335	ritt		
79336	nach		
79337	dem		
79338	Schlosse		
79339	zu		
79340	.		
79341	Er	10372	(mention_id=10285|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79342	fand		
79343	Charlotten	10373	(mention_id=10286|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79344	nicht		
79345	,		
79346	sondern		
79347	erfuhr		
79348	vielmehr		
79349	,		
79350	daß		
79351	sie	10374	(mention_id=10287|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79352	gegenwärtig		
79353	oben		
79354	auf		
79355	dem		
79356	neuen		
79357	Gebäude		
79358	wohne		
79359	,		
79360	jetzt		
79361	aber		
79362	einen		
79363	Besuch		
79364	in		
79365	der		
79366	Nachbarschaft		
79367	ablege		
79368	,		
79369	von		
79370	welchem		
79371	sie	10375	(mention_id=10288|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79372	heute		
79373	wahrscheinlich		
79374	nicht		
79375	so		
79376	bald		
79377	nach		
79378	Hause		
79379	komme		
79380	.		
79381	Er	10376	(mention_id=10289|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79382	ging		
79383	in		
79384	das		
79385	Wirtshaus		
79386	zurück		
79387	,		
79388	wohin		
79389	er	10377	(mention_id=10290|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79390	sein	10378	(mention_id=10291|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79391	Pferd		
79392	gestellt		
79393	hatte		
79394	.		
79395	Eduard	10379	(mention_id=10292|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79396	indessen		
79397	,		
79398	von		
79399	unüberwindlicher		
79400	Ungeduld		
79401	getrieben		
79402	,		
79403	schlich		
79404	aus		
79405	seinem	10380	(mention_id=10293|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79406	Hinterhalte		
79407	durch		
79408	einsame		
79409	Pfade		
79410	,		
79411	nur		
79412	Jägern	10381	(mention_id=10294|references=(entity=(entity_id=entity_0423|fullname=Jäger|gender=m|specialcase_entity=group)))
79413	und		
79414	Fischern	10382	(mention_id=10295|references=(entity=(entity_id=entity_0422|fullname=Fischer|gender=m|specialcase_entity=group)))
79415	bekannt		
79416	,		
79417	nach		
79418	seinem	10383	(mention_id=10296|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79419	Park		
79420	und		
79421	fand		
79422	sich	10384	(mention_id=10297|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79423	gegen		
79424	Abend		
79425	im		
79426	Gebüsch		
79427	in		
79428	der		
79429	Nachbarschaft		
79430	des		
79431	Sees		
79432	,		
79433	dessen		
79434	Spiegel		
79435	er	10385	(mention_id=10298|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79436	zum		
79437	erstenmal		
79438	vollkommen		
79439	und		
79440	rein		
79441	erblickte		
79442	.		
79443	Ottilie	10386	(mention_id=10299|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79444	hatte		
79445	diesen		
79446	Nachmittag		
79447	einen		
79448	Spaziergang		
79449	an		
79450	den		
79451	See		
79452	gemacht		
79453	.		
79454	Sie	10387	(mention_id=10300|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79455	trug		
79456	das		
79457	Kind	10388	(mention_id=10301|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79458	und		
79459	las		
79460	im		
79461	Gehen		
79462	nach		
79463	ihrer	10389	(mention_id=10302|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79464	Gewohnheit		
79465	.		
79466	So		
79467	gelangte		
79468	sie	10390	(mention_id=10303|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79469	zu		
79470	den		
79471	Eichen		
79472	bei		
79473	der		
79474	Überfahrt		
79475	.		
79476	Der		
79477	Knabe	10391	(mention_id=10304|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79478	war		
79479	eingeschlafen		
79480	;		
79481	sie	10392	(mention_id=10305|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79482	setzte		
79483	sich	10393	(mention_id=10306|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79484	,		
79485	legte		
79486	ihn	10394	(mention_id=10307|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79487	neben		
79488	sich	10395	(mention_id=10308|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79489	nieder		
79490	und		
79491	fuhr		
79492	fort		
79493	zu		
79494	lesen		
79495	.		
79496	Das		
79497	Buch		
79498	war		
79499	eins		
79500	von		
79501	denen	10396	
79502	,		
79503	die	10397	
79504	ein		
79505	zartes		
79506	Gemüt		(mention_id=10309|references=(entity=(entity_id=generic_1078|fullname=zartes Gemüt|gender=u|specialcase_entity=generic)|specialcase_reference=part),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79507	an		
79508	sich	10398	(mention_id=10310|references=(entity=(entity_id=generic_1079|fullname=zartes Gemüt|gender=u|specialcase_entity=generic)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79509	ziehen		
79510	und		
79511	nicht		
79512	wieder		
79513	loslassen		
79514	.		
79515	Sie	10399	(mention_id=10311|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79516	vergaß		
79517	Zeit		
79518	und		
79519	Stunde		
79520	und		
79521	dachte		
79522	nicht		
79523	,		
79524	daß		
79525	sie	10400	(mention_id=10312|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79526	zu		
79527	Lande		
79528	noch		
79529	einen		
79530	weiten		
79531	Rückweg		
79532	nach		
79533	dem		
79534	neuen		
79535	Gebäude		
79536	habe		
79537	;		
79538	aber		
79539	sie	10401	(mention_id=10313|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79540	saß		
79541	versenkt		
79542	in		
79543	ihr	10402	(mention_id=10314|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79544	Buch		
79545	,		
79546	in		
79547	sich	10403	(mention_id=10315|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79548	selbst		
79549	,		
79550	so		
79551	liebenswürdig		
79552	anzusehen		
79553	,		
79554	daß		
79555	die		
79556	Bäume		
79557	,		
79558	die		
79559	Sträuche		
79560	ringsumher		
79561	hätten		
79562	belebt		
79563	,		
79564	mit		
79565	Augen		
79566	begabt		
79567	sein		
79568	sollen		
79569	,		
79570	um		
79571	sie		(mention_id=10316|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79572	zu		
79573	bewundern		
79574	und		
79575	sich	10404	
79576	an		
79577	ihr		(mention_id=10317|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79578	zu		
79579	erfreuen		
79580	.		
79581	Und		
79582	eben		
79583	fiel		
79584	ein		
79585	rötliches		
79586	Streiflicht		
79587	der		
79588	sinkenden		
79589	Sonne		
79590	hinter		
79591	ihr	10405	(mention_id=10318|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79592	her		
79593	und		
79594	vergoldete		
79595	Wange		
79596	und		
79597	Schulter		
79598	.		
79599	Eduard	10406	(mention_id=10319|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79600	,		
79601	dem	10407	(mention_id=10320|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79602	es		
79603	bisher		
79604	gelungen		
79605	war		
79606	,		
79607	unbemerkt		
79608	so		
79609	weit		
79610	vorzudringen		
79611	,		
79612	der	10408	(mention_id=10321|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79613	seinen	10409	(mention_id=10322|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79614	Park		
79615	leer		
79616	,		
79617	die		
79618	Gegend		
79619	einsam		
79620	fand		
79621	,		
79622	wagte		
79623	sich	10410	(mention_id=10323|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79624	immer		
79625	weiter		
79626	.		
79627	Endlich		
