i	token	mention	gold
164	Figur		
165	war		
166	bezaubernd		
167	,		
168	und		
169	ich	31	(mention_id=33|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
170	floß		
171	von		
172	Gesundheit		
173	über		
174	.		
175	Ich	32	(mention_id=34|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
176	schien		
177	alle		
178	Reitze		
179	der		
180	Jugend		
181	und		
182	die		
183	ganze		
184	Kraft		
185	eines		
186	Mannes	33	(mention_id=35|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
187	zu		
188	haben		
189	.		
190	Aber		
191	mein	34	(mention_id=36|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
192	Temperament		
193	war		
194	noch		
195	unentwickelt		
196	,		
197	und		
198	ein		
199	rasches		
200	Pferd		
201	war		
202	mir	35	(mention_id=37|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
203	lieber		
204	,		
205	als		
206	alle		
207	Mädchen	36	(mention_id=38|references=(entity=(entity_id=generic_0131|fullname=generic_0010|gender=u|specialcase_entity=generic)))
208	in		
209	der		
210	Welt		
211	.		
212	Doch		
213	die		
214	Natur		
215	blieb		
216	ihrem		
217	Plane		
218	getreu		
219	,		
220	und		
221	mein	37	(mention_id=39|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
222	ganzes		
223	Wesen		
224	verwandelte		
225	sich		
226	.		
227	Ein		
228	neues		
229	Blut		
230	schien		
231	meine	38	(mention_id=40|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
232	Adern		
233	zu		
234	durchströhmen		
235	,		
236	ein		
237	neues		
238	Herz		
239	in		
240	meiner	39	(mention_id=41|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
241	Brust		
242	zu		
243	klopfen		
244	.		
245	Alle		
246	Bilder		
247	des		
248	Lebens		
249	schienen		
250	mir	40	(mention_id=42|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
251	gleichsam		
252	aus		
253	der		
254	Dämmerung		
255	hervorzutreten		
256	,		
257	und		
258	eine		
259	Menge		
260	unbekannter		
261	Empfindungen		
262	wachten		
263	plötzlich		
264	in		
265	meiner	41	(mention_id=43|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
266	Seele		
267	auf		
268	.		
269	Ohne		
270	zu		
271	wissen		
272	,		
273	was		
274	mir	42	(mention_id=44|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
275	fehlte		
276	,		
277	fing		
278	ich	43	(mention_id=45|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
279	an		
280	eine		
281	Leere		
282	,		
283	eine		
284	Unruhe		
285	,		
286	eine		
287	Sehnsucht		
288	zu		
289	fühlen		
290	,		
291	die		
292	mich	44	(mention_id=46|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
293	unglücklich		
294	machte		
295	.		
296	Alle		
297	meine	45	(mention_id=47|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
298	vorigen		
299	Beschäftigungen		
300	,		
301	alle		
302	meine	46	(mention_id=48|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
303	bisherigen		
304	Vergnügungen		
305	konnten		
306	mich	47	(mention_id=49|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
307	nicht		
308	mehr		
309	befriedigen		
310	.		
311	Alle		
312	meine	48	(mention_id=50|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
313	Gedanken		
314	und		
315	Empfindungen		
316	schienen		
317	einem		
318	geheimnißvollen		
319	Ziele		
320	zuzufliegen		
321	,		
322	und		
323	alle		
324	Pulse		
325	meines	49	(mention_id=51|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
326	Körpers		
327	klopften		
328	demselben		
329	mit		
330	Ungeduld		
331	entgegen		
332	.		
333	Plötzlich		
334	fingen		
335	die		
336	Weiber		(mention_id=52|references=(entity=(entity_id=generic_0132|fullname=generic_0011|gender=u|specialcase_entity=generic)))
337	an		
338	mir	50	(mention_id=53|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
339	interessant		
340	zu		
341	werden		
342	,		
343	und		
344	es		
345	bedurfte		
346	nur		
347	eines		
348	Gegenstandes		
349	,		
350	um		
351	diese		
352	unbestimmte		
353	Neigung		
354	zu		
355	entwickeln		
356	.		
357	Zweytes		
358	Kapitel		
359	Der		
360	glückliche		
361	Zeitpunkt		
362	war		
363	näher		
364	,		
365	als		
366	ich	51	(mention_id=54|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
367	dachte		
368	.		
369	Eine		
370	halbe		
371	Stunde		
372	von		
373	unserm	52	(mention_id=55|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)),(entity=(entity_id=entity_0006|fullname=Gustavs Tante|gender=f)))
374	Guthe		
375	lag		
376	ein		
377	Städtchen		
378	,		
379	das		
380	von		
381	jeher		
382	sehr		
383	viel		
384	Anziehendes		
385	für		
386	mich	53	(mention_id=56|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
387	gehabt		
388	hatte		
389	.		
390	Oft		
391	fand		
392	ich	54	(mention_id=57|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
393	mich	55	(mention_id=58|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
394	mitten		
395	zwischen		
396	den		
397	kleinen		
398	reinlichen		
399	Häusern		
400	,		
401	ohne		
402	zu		
403	wissen		
404	,		
405	wie		
406	ich	56	(mention_id=59|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
407	dahin		
408	gekommen		
409	war		
410	.		
411	Träumend		
412	ging		
413	ich	57	(mention_id=60|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
414	dann		
415	in		
416	den		
417	Gasthof		
418	,		
419	ließ		
420	mein	58	(mention_id=61|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
421	Essen		
422	unter		
423	die		
424	große		
425	Linde		
426	bringen		
427	,		
428	und		
429	bezahlte		
430	der		
431	dicken		
432	Wirthin	59	(mention_id=62|references=(entity=(entity_id=entity_0007|fullname=Wirtin|gender=f)))
433	gern		
434	die		
435	doppelte		
436	Zeche		
437	;		
438	wenn		
439	sie	60	(mention_id=63|references=(entity=(entity_id=entity_0007|fullname=Wirtin|gender=f)))
440	mir	61	(mention_id=64|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
441	nur		
442	erlaubte		
443	,		
444	so		
445	wenig		
446	als		
447	möglich		
448	auf		
449	ihr	62	(mention_id=65|references=(entity=(entity_id=entity_0007|fullname=Wirtin|gender=f)))
450	Geschwätz		
451	zu		
452	antworten		
453	.		
454	Nein		
455	,		
456	man		
457	sage		
458	,		
459	was		
460	man		
461	wolle		
462	!		
463	es		
464	giebt		
465	Ahnungen		
466	.		
467	–		
468	Unter		
469	dieser		
470	Linde		
471	....		
472	doch		
473	welch		
474	eine		
475	Ausschweifung		
476	!		
477	Zurück		
478	:		
479	zu		
480	dem		
481	schönsten		
482	Abende		
483	meines	63	(mention_id=66|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
484	Lebens		
485	!		
486	Es		
487	war		
488	ein		
489	Mayabend		
490	.		
491	Ich	64	(mention_id=67|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
492	drängte		
493	mich	65	(mention_id=68|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
494	mit		
495	meinem	66	(mention_id=69|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
496	Pferde		
497	durch		
498	duftende		
499	Hecken		
500	,		
501	und		
502	jeder		
503	Athemzug		
504	vermehrte		
505	die		
506	Lebensfülle		
507	,		
508	die		
509	meine	67	(mention_id=70|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
510	Brust		
511	mit		
512	schmerzhaftem		
513	Entzücken		
514	hob		
515	.		
516	Achtzehn		
517	Jahre		
518	und		
519	der		
520	May		
521	!		
522	–		
523	was		
524	brauche		
525	ich	68	(mention_id=71|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
526	mehr		
527	zu		
528	sagen		
529	?		
530	–		
531	–		
532	Schon		
533	erblickte		
534	ich	69	(mention_id=72|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
535	die		
536	Linde		
537	;		
538	aber		
539	es		
540	war		
541	nicht		
542	mehr		
543	die		
544	sehnsüchtige		
545	Träumerey		
546	,		
547	die		
548	mich	70	(mention_id=73|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
549	vormals		
550	bey		
551	ihrem		
552	Anblicke		
553	ergriff		
554	.		
555	Ich	71	(mention_id=74|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
556	zitterte		
557	vor		
558	brennender		
559	Ungeduld		
560	,		
561	und		
562	sprengte		
563	mit		
564	dem		
565	heftigsten		
566	Galloppe		
567	in		
568	den		
569	Gasthof		
570	hinein		
571	.		
572	Da		
573	flohen		
574	zwey		
575	weiße		
576	Gestalten	72	(mention_id=75|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)),(entity=(entity_id=entity_0005|fullname=Maries Mutter|gender=f)))
577	vor		
578	mir	73	(mention_id=76|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
579	auf		
580	die		
581	Wiese		
582	.		
583	Die		
584	letzte	74	(mention_id=77|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
585	schlug		
586	die		
587	kleine		
588	Gatterthüre		
589	schnell		
590	hinter		
591	sich	75	(mention_id=78|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
592	zu		
593	–		
594	aber		
595	wie		
596	glücklich		
597	!		
598	ihr	76	(mention_id=79|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
599	Kleid		
600	ward		
601	von		
602	der		
603	Thüre		
604	festgehalten		
605	.		
606	»		
607	Ach		
608	!		
609	«		
610	rief		
611	sie	77	(mention_id=80|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
612	–		
613	und		
614	ein		
615	Engelgesicht		
616	strahlte		
617	mir	78	(mention_id=81|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
618	entgegen		
619	.		
620	»		
621	Ach		
622	!		
623	«		
624	–		
625	rief		
626	ich	79	(mention_id=82|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
627	–		
628	und		
629	der		
630	Zügel		
631	sank		
632	mir	80	(mention_id=83|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
633	aus		
634	der		
635	Hand		
636	.		
637	Ich	81	(mention_id=84|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
638	vergaß		
639	ihr	82	(mention_id=85|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
640	zu		
641	helfen		
642	,		
643	und		
644	sie	83	(mention_id=86|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
645	vergaß		
646	ihr	84	(mention_id=87|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
647	Kleid		
648	,		
649	vergaß		
650	,		
651	daß		
652	sie	85	(mention_id=88|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
653	fliehen		
654	wollte		
655	.		
656	–		
657	Endlich		
658	erwachte		
659	ich	86	(mention_id=89|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
660	,		
661	sprang		
662	vom		
663	Pferde		
664	und		
665	eilte		
666	die		
667	Thür		
668	zu		
669	öffnen		
670	.		
671	Sie	87	(mention_id=90|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
672	stammelte		
673	etwas		
674	von		
675	Dank		
676	und		
677	erröthete		
678	.		
679	Ohne		
680	zu		
681	wissen		
682	,		
683	was		
684	ich	88	(mention_id=91|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
685	that		
686	,		
687	drückte		
688	ich	89	(mention_id=92|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
689	einen		
690	brennenden		
691	Kuß		
692	auf		
693	das		
694	Kleid		
695	,		
696	aber		
697	plötzlich		
698	fühlte		
699	ich	90	(mention_id=93|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
700	es		
701	von		
702	meinen	91	(mention_id=94|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
703	Lipven		
704	entfliehen		
705	,		
706	und		
707	als		
708	ich	92	(mention_id=95|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
709	wieder		
710	aufblickte		
711	,		
712	war		
713	auch		
714	sie	93	(mention_id=96|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
715	verschwunden		
716	.		
717	Drittes		
718	Kapitel		
719	»		
720	Wo		
721	bleibst		
722	du	94	(mention_id=97|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
723	denn		
724	Marie	95	(mention_id=98|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
725	?		
726	«		
727	–		
728	rief		
729	eine		
730	Stimme		(mention_id=99|references=(entity=(entity_id=entity_0005|fullname=Maries Mutter|gender=f)|specialcase_reference=part))
731	hinter		
732	der		
733	Laube		
734	–		
735	»		
736	Marie	96	(mention_id=100|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
737	!		
738	«		
739	–		
740	wiederholte		
741	ich	97	(mention_id=101|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
742	–		
743	und		
744	streckte		
745	meine	98	(mention_id=102|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
746	Arme		
747	sehnsuchtsvoll		
748	nach		
749	der		
750	Laube		
751	aus		
752	.		
753	Aber		
754	wie		
755	?		
756	sah		
757	,		
758	hörte		
759	mich	99	(mention_id=103|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
760	auch		
761	jemand		
762	?		
763	–		
764	der		
765	Gedanke		
766	trieb		
767	mir	100	(mention_id=104|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
768	alles		
769	Blut		
770	in		
771	die		
772	Wangen		
773	,		
774	ich	101	(mention_id=105|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
775	hatte		
776	nicht		
777	den		
778	Muth		
779	der		
780	Stimme		(mention_id=106|references=(entity=(entity_id=entity_0005|fullname=Maries Mutter|gender=f)|specialcase_reference=part))
781	zu		
782	folgen		
783	,		
784	und		
785	schlich		
786	träumend		
787	zu		
788	meiner	102	(mention_id=107|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
789	Linde		
790	zurück		
791	.		
792	Die		
793	dicke		
794	Wirthin	103	(mention_id=108|references=(entity=(entity_id=entity_0007|fullname=Wirtin|gender=f)))
795	hatte		
796	mich	104	(mention_id=109|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
797	schon		
798	erwartet		
799	und		
800	kreischte		
801	mir	105	(mention_id=110|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
802	nun		
803	zärtliche		
804	Vorwürfe		
805	wegen		
806	meines	106	(mention_id=111|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
807	schnellen		
808	Reitens		
809	entgegen		
810	.		
811	Aber		
812	ob		
813	ich	107	(mention_id=112|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
814	mich	108	(mention_id=113|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
815	gleich		
816	dem		
817	Streicheln		
818	ihrer	109	(mention_id=114|references=(entity=(entity_id=entity_0007|fullname=Wirtin|gender=f)))
819	unsaubern		
820	Hände		
821	Preis		
822	gab		
823	;		
824	so		
825	konnte		
826	ich	110	(mention_id=115|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
827	doch		
828	keine		
829	befriedigende		
830	Nachricht		
831	wegen		
832	der		
833	Frauenzimmer	111	(mention_id=116|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)),(entity=(entity_id=entity_0005|fullname=Maries Mutter|gender=f)))
834	von		
835	ihr	112	(mention_id=117|references=(entity=(entity_id=entity_0007|fullname=Wirtin|gender=f)))
836	erhalten		
837	.		
838	Im		
839	Gegentheil		
840	klagte		
841	sie	113	(mention_id=118|references=(entity=(entity_id=entity_0007|fullname=Wirtin|gender=f)))
842	sehr		
843	bitter		
844	über		
845	ihr	114	(mention_id=119|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)),(entity=(entity_id=entity_0005|fullname=Maries Mutter|gender=f)))
846	geheimnißvolles		
847	Wesen		
848	,		
849	und		
850	meinte		
851	:		
852	es		
853	müsse		
854	–		
855	da		
856	sie	115	(mention_id=120|references=(entity=(entity_id=entity_0005|fullname=Maries Mutter|gender=f)),(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
857	eine		
858	Wohnung		
859	auf		
860	dem		
861	Lande		
862	suchten		
863	–		
864	mit		
865	ihrem	116	(mention_id=121|references=(entity=(entity_id=entity_0005|fullname=Maries Mutter|gender=f)),(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
866	Stande		
867	wohl		
868	nicht		
869	viel		
870	zu		
871	bedeuten		
872	haben		
873	.		
874	–		
875	»		
876	Auf		
877	dem		
878	Lande		
879	!		
880	«		
881	–		
882	wiederholte		
883	ich	117	(mention_id=122|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
884	,		
885	und		
886	plötzlich		
887	keimte		
888	in		
889	meinem	118	(mention_id=123|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
890	Herzen		
891	die		
892	Hoffnung		
893	auf		
894	.		
895	Entzückt		
896	überließ		
897	ich	119	(mention_id=124|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
898	mich	120	(mention_id=125|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
899	diesem		
900	Gedanken		
901	,		
902	und		
903	hörte		
904	nicht		
905	mehr		
906	auf		
907	das		
908	Geschwätz		
909	der		
910	Wirthin	121	(mention_id=126|references=(entity=(entity_id=entity_0007|fullname=Wirtin|gender=f)))
911	.		
912	Sie	122	(mention_id=127|references=(entity=(entity_id=entity_0007|fullname=Wirtin|gender=f)))
913	begriff		
914	endlich		
915	,		
916	daß		
917	sie	123	(mention_id=128|references=(entity=(entity_id=entity_0007|fullname=Wirtin|gender=f)))
918	keine		
919	Antwort		
920	mehr		
921	von		
922	mir	124	(mention_id=129|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
923	erwarten		
924	konnte		
925	,		
926	und		
927	ließ		
928	mich	125	(mention_id=130|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
929	nun		
930	mit		
931	meinen	126	(mention_id=131|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
932	Plänen		
933	allein		
934	.		
935	Mit		
936	welchen		
937	Plänen		
938	!		
939	es		
940	galt		
941	nichts		
942	Geringeres		
943	als		
944	Marien	127	(mention_id=132|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
945	die		
946	Wohnung		
947	meiner	128	(mention_id=133|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
948	Tante	129	(mention_id=134|references=(entity=(entity_id=entity_0006|fullname=Gustavs Tante|gender=f)))
949	anzubieten		
950	.		
951	Aber		
952	wie		
953	?		
954	–		
955	durch		
956	wen		
957	?		
958	–		
959	nun		
960	durch		
961	wen		
962	anders		
963	als		
964	durch		
965	mich	130	(mention_id=135|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
966	selbst		
967	?		
968	–		
969	war		
970	ich	131	(mention_id=136|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
971	nicht		
972	schön		
973	und		
974	liebenswürdig		
975	?		
976	sagte		
977	mir	132	(mention_id=137|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
978	meine	133	(mention_id=138|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
979	Tante	134	(mention_id=139|references=(entity=(entity_id=entity_0006|fullname=Gustavs Tante|gender=f)))
980	das		
981	nicht		
982	täglich		
983	?		
984	–		
985	hatten		
986	es		
987	mir	135	(mention_id=140|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
988	die		
989	Blicke		
990	der		
991	Mädchen	136	(mention_id=141|references=(entity=(entity_id=generic_0133|fullname=generic_0012|gender=u|specialcase_entity=generic)))
992	nicht		
993	oft		
994	genug		
995	wiederholt		
996	?		
997	und		
998	mußte		
999	ich	137	(mention_id=142|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
1000	nicht		
1001	auf		
1002	Marien	138	(mention_id=143|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
1003	selbst		
1004	einen		
1005	vortheilhaften		
1006	Eindruck		
1007	gemacht		
1008	haben		
1009	?		
1010	–		
1011	Es		
1012	war		
1013	beschlossen		
1014	:		
1015	ich	139	(mention_id=144|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
1016	wollte		
1017	sie	140	(mention_id=145|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
1018	aufsuchen		
1019	,		
1020	und		
1021	–		
1022	im		
1023	Fall		
1024	ich	141	(mention_id=146|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
1025	sie	142	(mention_id=147|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
1026	nicht		
1027	fände		
1028	–		
1029	sie	143	(mention_id=148|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
1030	zu		
1031	sprechen		
1032	verlangen		
1033	.		
1034	Viertes		
1035	Kapitel		
1036	»		
1037	Es		
1038	kann		
1039	nicht		
1040	fehlen		
1041	!		
1042	«		
1043	–		
1044	sagte		
1045	ich	144	(mention_id=149|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
1046	–		
1047	und		
1048	eilte		
1049	im		
1050	Fluge		
1051	auf		
1052	die		
1053	Wiese		
1054	.		
1055	Aber		
1056	wo		
1057	blieb		
1058	mein	145	(mention_id=150|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
1059	Muth		
1060	und		
1061	meine	146	(mention_id=151|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
1062	Selbstgenügsamkeit		
1063	als		
1064	mir	147	(mention_id=152|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
1065	die		
1066	Graziengestalt		(mention_id=153|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)|specialcase_reference=part))
1067	entgegen		
1068	kam		
1069	!		
1070	–		
1071	ich	148	(mention_id=154|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
1072	zitterte		
1073	so		
1074	heftig		
1075	,		
1076	daß		
1077	ich	149	(mention_id=155|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
1078	genöthigt		
1079	war		
1080	,		
1081	mich	150	(mention_id=156|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
1082	an		
1083	einen		
1084	Baum		
1085	zu		
1086	lehnen		
1087	;		
1088	und		
1089	so		
1090	,		
1091	mit		
1092	dem		
1093	Huthe		
1094	in		
1095	der		
1096	Hand		
1097	,		
1098	in		
1099	der		
1100	Stellung		
1101	eines		
1102	demüthig		
1103	Bittenden	151	(mention_id=157|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
1104	,		
1105	erwartete		
1106	ich	152	(mention_id=158|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
1107	sie	153	(mention_id=159|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
1108	.		
1109	Was		
1110	ich	154	(mention_id=160|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
1111	sagte		
1112	?		
1113	was		
1114	man		
1115	mir	155	(mention_id=161|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
1116	antwortete		
1117	?		
1118	in		
1119	der		
1120	That		
1121	,		
