i	text
354	zu
355	entwickeln
356	.
357	Zweytes
358	Kapitel
359	Der
360	glückliche
361	Zeitpunkt
362	war
363	näher
364	,
365	als
366	ich
367	dachte
368	.
369	Eine
370	halbe
371	Stunde
372	von
373	unserm
374	Guthe
375	lag
376	ein
377	Städtchen
378	,
379	das
380	von
381	jeher
382	sehr
383	viel
384	Anziehendes
385	für
386	mich
387	gehabt
388	hatte
389	.
390	Oft
391	fand
392	ich
393	mich
394	mitten
395	zwischen
396	den
397	kleinen
398	reinlichen
399	Häusern
400	,
401	ohne
402	zu
403	wissen
404	,
405	wie
406	ich
407	dahin
408	gekommen
409	war
410	.
411	Träumend
412	ging
413	ich
414	dann
415	in
416	den
417	Gasthof
418	,
419	ließ
420	mein
421	Essen
422	unter
423	die
424	große
425	Linde
426	bringen
427	,
428	und
429	bezahlte
430	der
431	dicken
432	Wirthin
433	gern
434	die
435	doppelte
436	Zeche
437	;
438	wenn
439	sie
440	mir
441	nur
442	erlaubte
443	,
444	so
445	wenig
446	als
447	möglich
448	auf
449	ihr
450	Geschwätz
451	zu
452	antworten
453	.
454	Nein
455	,
456	man
457	sage
458	,
459	was
460	man
461	wolle
462	!
463	es
464	giebt
465	Ahnungen
466	.
467	–
468	Unter
469	dieser
470	Linde
471	....
472	doch
473	welch
474	eine
475	Ausschweifung
476	!
477	Zurück
478	:
479	zu
480	dem
481	schönsten
482	Abende
483	meines
484	Lebens
485	!
486	Es
487	war
488	ein
489	Mayabend
490	.
491	Ich
492	drängte
493	mich
494	mit
495	meinem
496	Pferde
497	durch
498	duftende
499	Hecken
500	,
501	und
502	jeder
503	Athemzug
504	vermehrte
505	die
506	Lebensfülle
507	,
508	die
509	meine
510	Brust
511	mit
512	schmerzhaftem
513	Entzücken
514	hob
515	.
516	Achtzehn
517	Jahre
518	und
519	der
520	May
521	!
522	–
523	was
524	brauche
525	ich
526	mehr
527	zu
528	sagen
529	?
530	–
531	–
532	Schon
533	erblickte
534	ich
535	die
536	Linde
537	;
538	aber
539	es
540	war
541	nicht
542	mehr
543	die
544	sehnsüchtige
545	Träumerey
546	,
547	die
548	mich
549	vormals
550	bey
551	ihrem
552	Anblicke
553	ergriff
554	.
555	Ich
556	zitterte
557	vor
558	brennender
559	Ungeduld
560	,
561	und
562	sprengte
563	mit
564	dem
565	heftigsten
566	Galloppe
567	in
568	den
569	Gasthof
570	hinein
571	.
572	Da
573	flohen
574	zwey
575	weiße
576	Gestalten
577	vor
578	mir
579	auf
580	die
581	Wiese
582	.
583	Die
584	letzte
585	schlug
586	die
587	kleine
588	Gatterthüre
589	schnell
590	hinter
591	sich
592	zu
593	–
594	aber
595	wie
596	glücklich
597	!
598	ihr
599	Kleid
600	ward
601	von
602	der
603	Thüre
604	festgehalten
605	.
606	»
607	Ach
608	!
609	«
610	rief
611	sie
612	–
613	und
614	ein
615	Engelgesicht
616	strahlte
617	mir
618	entgegen
619	.
620	»
621	Ach
622	!
623	«
624	–
625	rief
626	ich
627	–
628	und
629	der
630	Zügel
631	sank
632	mir
633	aus
634	der
635	Hand
636	.
637	Ich
638	vergaß
639	ihr
640	zu
641	helfen
642	,
643	und
644	sie
645	vergaß
646	ihr
647	Kleid
648	,
649	vergaß
650	,
651	daß
652	sie
653	fliehen
654	wollte
655	.
656	–
657	Endlich
658	erwachte
659	ich
660	,
661	sprang
662	vom
663	Pferde
664	und
665	eilte
666	die
667	Thür
668	zu
669	öffnen
670	.
671	Sie
672	stammelte
673	etwas
674	von
675	Dank
676	und
677	erröthete
678	.
679	Ohne
680	zu
681	wissen
682	,
683	was
684	ich
685	that
686	,
687	drückte
688	ich
689	einen
690	brennenden
691	Kuß
692	auf
693	das
694	Kleid
695	,
696	aber
697	plötzlich
698	fühlte
699	ich
700	es
701	von
702	meinen
703	Lipven
704	entfliehen
705	,
706	und
707	als
708	ich
709	wieder
710	aufblickte
711	,
712	war
713	auch
714	sie
715	verschwunden
716	.
717	Drittes
718	Kapitel
719	»
720	Wo
721	bleibst
722	du
723	denn
724	Marie
725	?
726	«
727	–
728	rief
729	eine
730	Stimme
731	hinter
732	der
733	Laube
734	–
735	»
736	Marie
737	!
738	«
739	–
740	wiederholte
741	ich
742	–
743	und
744	streckte
745	meine
746	Arme
747	sehnsuchtsvoll
748	nach
749	der
750	Laube
751	aus
752	.
753	Aber
754	wie
755	?
756	sah
757	,
758	hörte
759	mich
760	auch
761	jemand
762	?
763	–
764	der
765	Gedanke
766	trieb
767	mir
768	alles
769	Blut
770	in
771	die
772	Wangen
773	,
774	ich
775	hatte
776	nicht
777	den
778	Muth
779	der
780	Stimme
781	zu
782	folgen
783	,
784	und
785	schlich
786	träumend
787	zu
788	meiner
789	Linde
790	zurück
791	.
792	Die
793	dicke
794	Wirthin
795	hatte
796	mich
797	schon
798	erwartet
799	und
800	kreischte
801	mir
802	nun
803	zärtliche
804	Vorwürfe
805	wegen
806	meines
807	schnellen
808	Reitens
809	entgegen
810	.
811	Aber
812	ob
813	ich
814	mich
815	gleich
816	dem
817	Streicheln
818	ihrer
819	unsaubern
820	Hände
821	Preis
822	gab
823	;
824	so
825	konnte
826	ich
827	doch
828	keine
829	befriedigende
830	Nachricht
831	wegen
832	der
833	Frauenzimmer
834	von
835	ihr
836	erhalten
837	.
838	Im
839	Gegentheil
840	klagte
841	sie
842	sehr
843	bitter
844	über
845	ihr
846	geheimnißvolles
847	Wesen
848	,
849	und
850	meinte
851	:
852	es
853	müsse
854	–
855	da
856	sie
857	eine
858	Wohnung
859	auf
860	dem
861	Lande
862	suchten
863	–
864	mit
865	ihrem
866	Stande
867	wohl
868	nicht
869	viel
870	zu
871	bedeuten
872	haben
873	.
874	–
875	»
876	Auf
877	dem
878	Lande
879	!
880	«
881	–
882	wiederholte
883	ich
884	,
885	und
886	plötzlich
887	keimte
888	in
889	meinem
890	Herzen
891	die
892	Hoffnung
893	auf
894	.
895	Entzückt
896	überließ
897	ich
898	mich
899	diesem
900	Gedanken
901	,
902	und
903	hörte
904	nicht
905	mehr
906	auf
907	das
908	Geschwätz
909	der
910	Wirthin
911	.
912	Sie
913	begriff
914	endlich
915	,
916	daß
917	sie
918	keine
919	Antwort
920	mehr
921	von
922	mir
923	erwarten
924	konnte
925	,
926	und
927	ließ
928	mich
929	nun
930	mit
931	meinen
932	Plänen
933	allein
934	.
935	Mit
936	welchen
937	Plänen
938	!
939	es
940	galt
941	nichts
942	Geringeres
943	als
944	Marien
945	die
946	Wohnung
947	meiner
948	Tante
949	anzubieten
950	.
951	Aber
952	wie
953	?
954	–
955	durch
956	wen
957	?
958	–
959	nun
960	durch
961	wen
962	anders
963	als
964	durch
965	mich
966	selbst
967	?
968	–
969	war
970	ich
971	nicht
972	schön
973	und
974	liebenswürdig
975	?
976	sagte
977	mir
978	meine
979	Tante
980	das
981	nicht
982	täglich
983	?
984	–
985	hatten
986	es
987	mir
988	die
989	Blicke
990	der
991	Mädchen
992	nicht
993	oft
994	genug
995	wiederholt
996	?
997	und
998	mußte
999	ich
1000	nicht
1001	auf
1002	Marien
1003	selbst
1004	einen
1005	vortheilhaften
1006	Eindruck
1007	gemacht
1008	haben
1009	?
1010	–
1011	Es
1012	war
1013	beschlossen
1014	:
1015	ich
1016	wollte
1017	sie
1018	aufsuchen
1019	,
1020	und
1021	–
1022	im
1023	Fall
1024	ich
1025	sie
1026	nicht
1027	fände
1028	–
1029	sie
1030	zu
1031	sprechen
1032	verlangen
1033	.
1034	Viertes
1035	Kapitel
1036	»
1037	Es
1038	kann
1039	nicht
1040	fehlen
1041	!
1042	«
1043	–
1044	sagte
1045	ich
1046	–
1047	und
1048	eilte
1049	im
1050	Fluge
1051	auf
1052	die
1053	Wiese
1054	.
1055	Aber
1056	wo
1057	blieb
1058	mein
1059	Muth
1060	und
1061	meine
1062	Selbstgenügsamkeit
1063	als
1064	mir
1065	die
1066	Graziengestalt
1067	entgegen
1068	kam
1069	!
1070	–
1071	ich
1072	zitterte
1073	so
1074	heftig
1075	,
1076	daß
1077	ich
1078	genöthigt
1079	war
1080	,
1081	mich
1082	an
1083	einen
1084	Baum
1085	zu
1086	lehnen
1087	;
1088	und
1089	so
1090	,
1091	mit
1092	dem
1093	Huthe
1094	in
1095	der
1096	Hand
1097	,
1098	in
1099	der
1100	Stellung
1101	eines
1102	demüthig
1103	Bittenden
1104	,
1105	erwartete
1106	ich
1107	sie
1108	.
1109	Was
1110	ich
1111	sagte
1112	?
1113	was
1114	man
1115	mir
1116	antwortete
1117	?
1118	in
1119	der
1120	That
1121	,
1122	ich
1123	weiß
1124	es
1125	nicht
1126	mehr
1127	.
1128	Ich
1129	fand
1130	mich
1131	mit
1132	einem
1133	Mahle
1134	unter
1135	der
1136	Linde
1137	,
1138	Marien
1139	gegenüber
1140	.
1141	Freilich
1142	ward
1143	mein
1144	Antrag
1145	verworfen
1146	,
1147	freilich
1148	ahnete
1149	ich
1150	den
1151	Schmerz
1152	,
1153	der
1154	meiner
1155	wartete
1156	:
1157	aber
1158	voll
1159	seeliger
1160	Trunkenheit
1161	in
1162	Mariens
1163	Nähe
1164	,
1165	wie
1166	hätte
1167	eine
1168	unangenehme
1169	Empfindung
1170	die
1171	herrschende
1172	bey
1173	mir
1174	werden
1175	können
1176	!
1177	–
1178	Aber
1179	jetzt
1180	stand
1181	Marie
1182	auf
1183	.
1184	»
1185	Du
1186	siehst
1187	sie
1188	nicht
1189	wieder
1190	«
1191	–
1192	dachte
1193	ich
1194	,
1195	und
1196	mein
1197	Rausch
1198	war
1199	verschwunden
1200	.
1201	–
1202	Mit
1203	dem
1204	äußersten
1205	Ungestüm
1206	,
1207	die
1208	Augen
1209	unverwandt
1210	auf
1211	Marien
1212	–
1213	als
1214	wollte
1215	ich
1216	sie
1217	damit
1218	festhalten
1219	–
1220	gerichtet
1221	,
1222	ergriff
1223	ich
1224	die
1225	Hand
1226	ihrer
1227	Begleiterinn
1228	.
1229	»
1230	Wäre
1231	es
1232	möglich
1233	Madam
1234	«
1235	–
1236	sagte
1237	ich
1238	mit
1239	einem
1240	Tone
1241	der
1242	das
1243	Mittel
1244	zwischen
1245	Befehl
1246	und
1247	Bitte
1248	war
1249	–
1250	»
1251	wäre
1252	es
1253	möglich
1254	daß
1255	Sie
1256	mir
1257	Ihren
1258	künftigen
1259	Aufenthalt
1260	verbergen
1261	,
1262	daß
1263	sie
1264	mir
1265	die
1266	Erlaubniß
1267	,
1268	Sie
1269	wieder
1270	zu
1271	sehen
1272	,
1273	versagen
1274	könnten
1275	?
1276	«
1277	»
1278	Sie
1279	vergessen
1280	mein
1281	Herr
1282	«
1283	–
1284	erwiederte
1285	sie
1286	mit
1287	Kälte
1288	,
1289	–
1290	»
1291	daß
1292	man
1293	Gründe
1294	haben
1295	kann
1296	,
1297	gewisse
1298	Dinge
1299	zu
1300	verschweigen
1301	.
1302	«
1303	–
1304	Jetzt
1305	hatte
1306	ich
1307	alle
1308	Fassung
1309	verloren
1310	.
1311	»
1312	Madam
1313	«
1314	–
1315	sagte
1316	ich
1317	;
1318	und
1319	trat
1320	ihr
1321	gerade
1322	in
1323	den
1324	Weg
1325	–
1326	»
1327	wenn
1328	sie
1329	einen
1330	Augenblick
1331	bedenken
1332	wollten
1333	.
1334	«
1335	–
1336	»
1337	Was
1338	wäre
1339	hierbey
1340	weiter
1341	zu
1342	bedenken
1343	?
1344	«
1345	–
1346	antwortete
1347	sie
1348	empfindlich
1349	.
1350	»
1351	Ach
1352	Madam
1353	!
1354	«
1355	–
1356	fuhr
1357	ich
1358	fort
1359	–
1360	»
1361	wenn
1362	Sie
1363	wüßten
1364	wie
1365	sehr
1366	.
1367	«
1368	–
1369	»
1370	Ich
1371	weiß
1372	!
1373	ich
1374	weiß
1375	mein
1376	Herr
1377	!
1378	«
1379	–
1380	unterbrach
1381	sie
1382	mich
1383	mit
1384	einem
1385	Lächeln
1386	,
1387	das
1388	mir
1389	durch
1390	die
1391	Seele
1392	ging
1393	.
1394	»
1395	Mein
1396	ganzes
1397	Schicksal
1398	!
1399	«
1400	–
1401	rief
1402	ich
1403	aus
1404	.
1405	»
1406	Es
1407	wird
1408	spät
1409	mein
1410	Herr
1411	.
1412	«
1413	–
1414	sagte
1415	sie
1416	mit
1417	einer
1418	Verbeugung
1419	,
1420	nahm
1421	Marien
1422	bey
1423	der
1424	Hand
1425	,
1426	und
1427	da
1428	stand
1429	ich
1430	.
1431	–
1432	–
1433	Fünftes
1434	Kapitel
1435	»
1436	Mein
1437	Pferd
1438	!
1439	«
1440	–
1441	rief
1442	ich
1443	,
1444	aus
1445	meiner
1446	Betäubung
1447	erwachend
1448	der
1449	Wirthinn
1450	entgegen
1451	–
1452	und
1453	stürmte
1454	–
1455	ohne
1456	mich
1457	weiter
1458	durch
1459	ihre
1460	Fragen
1461	aufhalten
1462	zu
1463	lassen
1464	–
1465	aus
1466	dem
1467	Städtchen
1468	hinaus
1469	.
1470	Wie
1471	heftig
1472	erschrack
1473	meine
1474	gute
1475	,
1476	schwache
1477	Tante
1478	,
1479	als
1480	sie
1481	mich
1482	blas
1483	und
1484	entstellt
1485	in
1486	ihr
1487	Zimmer
1488	treten
1489	sah
1490	.
1491	Das
1492	ganze
1493	Haus
1494	gerieth
1495	in
1496	Bewegung
1497	.
1498	Es
1499	wurden
1500	Expresse
1501	zu
1502	dem
1503	Arzte
1504	und
1505	zu
1506	dem
1507	Chirurgus
1508	gesandt
1509	,
1510	und
1511	mir
1512	selbst
1513	schien
1514	es
1515	von
1516	Augenblicke
1517	zu
1518	Augenblicke
1519	gewisser
1520	:
1521	daß
1522	meine
1523	Gesundheit
1524	dieser
1525	heftigen
1526	Erschütterung
1527	nicht
1528	widerstehen
1529	würde
1530	.
1531	Welch
1532	ein
1533	unerhörter
1534	Zufall
1535	–
1536	es
1537	war
1538	der
1539	erste
1540	Wunsch
1541	in
1542	meinem
1543	Leben
1544	,
1545	der
1546	nicht
1547	augenblicklich
1548	erfüllt
1549	wurde
1550	.
1551	–
1552	»
1553	Nein
1554	ich
1555	dulde
1556	es
1557	nicht
1558	«
1559	–
1560	rief
1561	ich
1562	aus
1563	–
1564	ich
1565	lasse
1566	sie
1567	mir
1568	nicht
1569	entreißen
1570	!
1571	ich
1572	will
1573	wissen
1574	,
1575	wer
1576	sie
1577	ist
1578	,
1579	wo
1580	sie
1581	bleibt
1582	,
1583	und
1584	wenn
1585	die
1586	ganze
1587	Welt
1588	sich
1589	dawider
1590	setzte
1591	!
1592	«
1593	»
1594	Wer
1595	denn
1596	?
1597	–
1598	sagte
1599	meine
1600	Tante
1601	–
1602	zitternd
1603	vor
1604	Angst
1605	.
1606	»
1607	Wer
1608	denn
1609	?
1610	«
1611	–
1612	liebstes
1613	Kind
1614	!
1615	–
1616	ich
1617	will
1618	ja
1619	den
1620	Augenblick
1621	Anstalt
1622	machen
1623	.
1624	Ach
1625	hätte
1626	ich
1627	doch
1628	nur
1629	Ludwig
1630	nicht
1631	weggeschickt
1632	!
1633	«
1634	»
1635	Nicht
1636	Ludwig
1637	,
1638	nicht
1639	Sie
1640	,
1641	kein
1642	Mensch
1643	kann
1644	mir
1645	helfen
1646	!
1647	«
1648	–
1649	rief
1650	ich
1651	,
1652	indem
1653	ich
1654	mich
1655	verzweiflungsvoll
1656	auf
1657	das
1658	Sopha
1659	warf
1660	und
1661	,
1662	taub
1663	gegen
1664	ihre
1665	Bitten
1666	,
1667	in
1668	ein
1669	langes
1670	,
1671	mürrisches
1672	Stillschweigen
1673	mich
1674	vertiefte
1675	.
1676	Endlich
1677	sprang
1678	ich
1679	auf
1680	,
1681	lief
1682	zur
1683	Klingel
1684	,
1685	und
1686	schellte
1687	so
1688	heftig
1689	,
1690	daß
1691	die
1692	Fenster
1693	klirrten
1694	.
1695	»
1696	Was
1697	befehlen
1698	Ihro
1699	Gnaden
1700	?
1701	–
1702	rief
1703	ein
1704	allerliebstes
1705	kleines
1706	Figürchen
1707	in
1708	einem
1709	grünen
1710	Corsette
1711	zur
1712	Thüre
1713	hinein
1714	.
1715	–
1716	»
1717	Ist
1718	mein
1719	Pferd
1720	«
1721	–
1722	hub
1723	ich
1724	an
1725	–
1726	und
1727	mein
1728	Ton
1729	wurde
1730	plötzlich
1731	sanfter
1732	.
1733	–
1734	»
1735	O
1736	ja
1737	!
1738	–
1739	unterbrach
1740	sie
1741	mich
1742	–
1743	indem
1744	sie
1745	herzhaft
1746	vortrat
1747	und
1748	mir
1749	ein
1750	paar
1751	große
1752	schwarze
1753	Augen
1754	entgegenleuchten
1755	ließ
1756	;
1757	die
1758	keinen
1759	Augenblick
1760	an
1761	ihrer
1762	Allmacht
1763	zu
1764	zweifeln
1765	scheinen
1766	–
1767	»
1768	Das
1769	Pferd
1770	ist
1771	so
1772	eben
1773	in
1774	den
1775	Stall
1776	gebracht
1777	.
1778	«
1779	»
1780	Der
1781	gnädige
1782	Herr
1783	werden
1784	doch
1785	wohl
1786	nicht
1787	wieder
1788	ausreiten
1789	wollen
1790	?
1791	–
1792	das
1793	arme
1794	Thier
1795	schien
1796	äußerst
1797	ermüdet
1798	.
1799	«
1800	Die
1801	Figur
1802	war
1803	mir
1804	fremd
1805	,
1806	dieser
1807	zurechtweisende
1808	Ton
1809	war
1810	es
1811	noch
1812	mehr
1813	.
1814	Mit
1815	einem
1816	fragenden
1817	Blick
1818	wandte
1819	ich
1820	mich
1821	an
1822	meine
1823	Tante
1824	.
1825	»
1826	Die
1827	neue
1828	Kammerjungfer
1829	«
1830	–
1831	sagte
1832	sie
1833	entschuldigend
1834	.
1835	–
1836	»
1837	Aber
1838	«
1839	–
1840	fuhr
1841	sie
1842	mit
1843	einer
1844	bittenden
1845	Miene
1846	fort
1847	–
1848	»
1849	liebster
1850	Gustav
1851	!
1852	wäre
1853	es
1854	denn
1855	nicht
1856	möglich
1857	?
1858	daß
1859	Du
1860	vorher
1861	etwas
1862	ausruhen
1863	könntest
1864	?
1865	«
1866	–
1867	»
1868	Das
1869	dächte
1870	ich
1871	auch
1872	«
1873	–
1874	fiel
1875	das
1876	grüne
1877	Corsettchen
1878	ein
1879	,
1880	und
1881	würde
1882	seine
1883	Beredtsamkeit
1884	aufs
1885	neue
1886	geübt
1887	haben
1888	;
1889	wenn
1890	nicht
1891	meine
1892	Tante
1893	mit
1894	der
1895	Hand
1896	auf
1897	die
1898	Thüre
1899	gedeutet
1900	hätte
1901	.
1902	Jetzt
1903	da
1904	wir
1905	allein
1906	waren
1907	,
1908	und
1909	da
1910	sie
1911	mich
1912	in
1913	einer
1914	mildern
1915	Stimmung
1916	fand
1917	;
1918	gelang
1919	es
1920	ihr
1921	,
1922	mich
1923	zu
1924	einer
1925	ordentlichen
1926	Erzählung
1927	zu
1928	bewegen
1929	.
1930	Wir
1931	berathschlagten
1932	bis
1933	tief
1934	in
1935	die
1936	Nacht
1937	und
1938	meine
1939	Tante
1940	entschloß
1941	sich
1942	,
1943	an
1944	Mariens
1945	Begleiterinn
1946	zu
1947	schreiben
1948	.
1949	Sie
1950	trug
1951	ihr
1952	in
1953	den
1954	schmeichelhaftesten
1955	Ausdrücken
1956	unser
1957	Landguth
1958	,
1959	und
1960	wenn
1961	sie
1962	dies
1963	nicht
1964	annehmen
1965	wollte
1966	,
1967	einen
1968	sehr
1969	angenehmen
1970	Meyerhof
1971	an
1972	,
1973	der
1974	eine
1975	Viertelstunde
1976	davon
1977	entfernt
1978	lag
1979	.
1980	Noch
1981	vor
1982	Tagesanbruch
1983	ward
1984	ein
1985	Bothe
1986	mit
1987	diesem
1988	Schreiben
1989	abgeschickt
1990	,
1991	und
1992	mit
1993	einem
1994	Herzklopfen
1995	,
1996	das
1997	mir
1998	fast
1999	den
2000	Athem
2001	benahm
2002	,
2003	hörte
2004	ich
2005	ihn
2006	vom
2007	Hofe
2008	reiten
2009	.
2010	»
2011	Ach
2012	!
2013	«
2014	–
2015	dachte
2016	ich
2017	–
2018	»
2019	welch
2020	eine
2021	Antwort
2022	wird
2023	er
2024	dir
2025	bringen
2026	?
2027	«
2028	Sechstes
2029	Kapitel
2030	»
2031	Wird
2032	es
2033	denn
2034	nimmermehr
2035	Tag
2036	werden
2037	!
2038	«
2039	–
2040	rief
2041	ich
2042	aus
2043	–
2044	indem
2045	ich
2046	die
2047	Thüre
2048	des
2049	Balkons
2050	auseinander
2051	schlug
2052	und
2053	mich
2054	trotzig
2055	–
2056	als
2057	müsse
2058	die
2059	Sonne
2060	meinen
2061	Befehlen
2062	gehorchen
2063	–
2064	auf
2065	das
2066	eiserne
2067	Gitter
2068	lehnte
2069	.
2070	Aber
2071	ach
2072	!
2073	noch
2074	verweilte
2075	die
2076	Sonne
2077	!
2078	–
2079	noch
2080	war
2081	kein
2082	Bothe
2083	zu
2084	hören
