i	text	is_section_start
473	bis	0
474	auf	0
475	den	0
476	Grund	0
477	hinweggefegt	0
478	.	0
479	Denn	0
480	die	0
481	Pfalz	0
482	,	0
483	namentlich	0
484	die	0
485	Vorderpfalz	0
486	mit	0
487	ihrem	0
488	Köstliches	0
489	hervorbringenden	0
490	Rebengelände	0
491	an	0
492	der	0
493	Haardt	0
494	hatte	0
495	unter	0
496	schweren	0
497	Drangsalen	0
498	zu	0
499	leiden	0
500	gehabt	0
501	.	0
502	Die	0
503	unaufhörlichen	0
504	Fehden	0
505	des	0
506	streitlustigen	0
507	Pfalzgrafen	0
508	bei	0
509	Rhein	0
510	Friedrich	0
511	des	0
512	Siegreichen	0
513	,	0
514	die	0
515	Untaten	0
516	des	0
517	Bauernkrieges	0
518	,	0
519	die	0
520	verzweifelten	0
521	Kämpfe	0
522	mit	0
523	den	0
524	beutegierigen	0
525	Landsknechten	0
526	des	0
527	Markgrafen	0
528	Albrecht	0
529	Alcibiades	0
530	von	0
531	Brandenburg	0
532	und	0
533	endlich	0
534	die	0
535	furchtbaren	0
536	Heimsuchungen	0
537	im	0
538	dreißigjährigen	0
539	Kriege	0
540	unter	0
541	Tilly	0
542	,	0
543	dem	0
544	Grafen	0
545	Ernst	0
546	von	0
547	Mansfeld	0
548	und	0
549	dem	0
550	Herzog	0
551	Christian	0
552	von	0
553	Braunschweig	0
554	hatten	0
555	die	0
556	Städte	0
557	und	0
558	Dörfer	0
559	der	0
560	Pfalz	0
561	eingeäschert	0
562	,	0
563	das	0
564	Land	0
565	verödet	0
566	,	0
567	die	0
568	Leute	0
569	ins	0
570	Elend	0
571	versetzt	0
572	.	0
573	Aber	0
574	die	0
575	unerschöpfliche	0
576	Fruchtbarkeit	0
577	des	0
578	Bodens	0
579	brachte	0
580	nach	0
581	jeder	0
582	Verwüstung	0
583	die	0
584	jungen	0
585	Saaten	0
586	und	0
587	Pflanzungen	0
588	zu	0
589	schnellem	0
590	Wachstum	0
591	,	0
592	und	0
593	die	0
594	Betriebsamkeit	0
595	der	0
596	Bewohner	0
597	besaß	0
598	die	0
599	zähe	0
600	Kraft	0
601	,	0
602	unverdrossen	0
603	wieder	0
604	aufzurichten	0
605	,	0
606	was	0
607	niedergestampft	0
608	,	0
609	verbrannt	0
610	und	0
611	verdorben	0
612	war	0
613	.	0
614	Trotz	0
615	aller	0
616	Verheerungen	0
617	,	0
618	denen	0
619	sie	0
620	im	0
621	Lauf	0
622	der	0
623	Zeiten	0
624	ausgesetzt	0
625	war	0
626	,	0
627	rühmte	0
628	sich	0
629	die	0
630	Pfalz	0
631	,	0
632	einer	0
633	der	0
634	höchstgesegneten	0
635	Gaue	0
636	des	0
637	deutschen	0
638	Reiches	0
639	zu	0
640	sein	0
641	,	0
642	so	0
643	daß	0
644	es	0
645	einst	0
646	von	0
647	ihr	0
648	hieß	0
649	,	0
650	sie	0
651	wäre	0
652	so	0
653	reich	0
654	,	0
655	daß	0
656	hier	0
657	selbst	0
658	die	0
659	Bettelleute	0
660	Kapitalsteuer	0
661	zahlten	0
662	.	0
663	Und	0
664	jetzt	0
665	,	0
666	sechzehn	0
667	Jahre	0
668	nach	0
669	dem	0
670	Westfälischen	0
671	Frieden	0
672	,	0
673	unter	0
674	der	0
675	Regierung	0
676	des	0
677	für	0
678	die	0
679	Wohlfahrt	0
680	seines	0
681	Landes	0
682	rastlos	0
683	bemühten	0
684	Kurfürsten	0
685	und	0
686	Pfalzgrafen	0
687	Karl	0
688	Ludwig	0
689	,	0
690	war	0
691	sie	0
692	in	0
693	fröhlichem	0
694	Aufschwung	0
695	begriffen	0
696	;	0
697	allerwegen	0
698	entfaltete	0
699	sich	0
700	ein	0
701	sichtliches	0
702	Gedeihen	0
703	von	0
704	Handel	0
705	und	0
706	Gewerbe	0
707	,	0
708	Acker-	0
709	und	0
710	Weinbau	0
711	.	0
712	Auch	0
713	der	0
714	Abtshof	0
715	,	0
716	die	0
717	einstige	0
718	Siedelung	0
719	jenes	0
720	längst	0
721	zerstörten	0
722	Benediktinerstiftes	0
723	,	0
724	hatte	0
725	sich	0
726	aus	0
727	den	0
728	Trümmern	0
729	,	0
730	in	0
731	die	0
732	er	0
733	mehr	0
734	als	0
735	einmal	0
736	gesunken	0
737	war	0
738	,	0
739	in	0
740	erneuter	0
741	Gestalt	0
742	erhoben	0
743	und	0
744	war	0
745	nun	0
746	schon	0
747	in	0
748	der	0
749	vierten	0
750	Generation	0
751	das	0
752	Erbe	0
753	der	0
754	Familie	0
755	Armbruster	0
756	.	0
757	Seine	0
758	letzte	0
759	Beschädigung	0
760	durch	0
761	die	0
762	Spanier	0
763	,	0
764	die	0
765	sein	0
766	gegenwärtiger	0
767	Besitzer	0
768	als	0
769	junger	0
770	Mensch	0
771	schon	0
772	erlebt	0
773	hatte	0
774	,	0
775	war	0
776	nicht	0
777	so	0
778	schlimm	0
779	gewesen	0
780	wie	0
781	die	0
782	früheren	0
783	.	0
784	Christophs	0
785	Großvater	0
786	hatte	0
787	ihn	0
788	wiederhergestellt	0
789	,	0
790	sein	0
791	Vater	0
792	noch	0
793	erweitert	0
794	und	0
795	ausgebaut	0
796	und	0
797	er	0
798	selber	0
799	ihn	0
800	endlich	0
801	zu	0
802	dem	0
803	gemacht	0
804	,	0
805	was	0
806	er	0
807	heute	0
808	war	0
809	,	0
810	ein	0
811	echt	0
812	pfälzischer	0
813	Bauern-	0
814	und	0
815	Winzerhof	0
816	,	0
817	der	0
818	sich	0
819	sehen	0
820	lassen	0
821	konnte	0
822	und	0
823	in	0
824	ganz	0
825	Wachenheim	0
826	nur	0
827	von	0
828	einem	0
829	einzigen	0
830	an	0
831	Größe	0
832	und	0
833	schmucker	0
834	Wohnlichkeit	0
835	noch	0
836	übertroffen	0
837	wurde	0
838	.	0
839	Hier	0
840	auf	0
841	seinem	0
842	freien	0
843	Eigen	0
844	saß	0
845	nun	0
846	Christoph	0
847	Armbruster	0
848	und	0
849	trommelte	0
850	mit	0
851	den	0
852	Fingern	0
853	auf	0
854	der	0
855	Tischplatte	0
856	.	0
857	Plötzlich	0
858	überflog	0
859	ein	0
860	gutmütig	0
861	schlaues	0
862	Lächeln	0
863	seine	0
864	markigen	0
865	Züge	0
866	,	0
867	und	0
868	er	0
869	hob	0
870	den	0
871	Blick	0
872	zu	0
873	der	0
874	trutzigen	0
875	Wachtenburg	0
876	empor	0
877	,	0
878	die	0
879	unweit	0
880	der	0
881	Stadt	0
882	den	0
883	Gipfel	0
884	eines	0
885	steilen	0
886	Vorberges	0
887	krönte	0
888	.	0
889	Die	0
890	Sonne	0
891	war	0
892	bereits	0
893	hinter	0
894	dem	0
895	hohen	0
896	,	0
897	in	0
898	schönen	0
899	Linien	0
900	auf-	0
901	und	0
902	absteigenden	0
903	Kamme	0
904	des	0
905	Gebirges	0
906	verschwunden	0
907	,	0
908	aber	0
909	ein	0
910	flammendes	0
911	Abendrot	0
912	stand	0
913	am	0
914	Himmel	0
915	und	0
916	überhauchte	0
917	die	0
918	Zinnen	0
919	und	0
920	Türme	0
921	der	0
922	Burg	0
923	mit	0
924	einem	0
925	goldigen	0
926	Schimmer	0
927	.	0
928	Dort	0
929	hauste	0
930	der	0
931	Reichsfreiherr	0
932	Dietrich	0
933	von	0
934	Remchingen	0
935	,	0
936	kurfürstlicher	0
937	Obervogt	0
938	der	0
939	Vorderpfalz	0
940	,	0
941	der	0
942	die	0
943	ihm	0
944	verliehene	0
945	Machtbefugnis	0
946	gerecht	0
947	und	0
948	mild	0
949	ausübte	0
950	.	0
951	Er	0
952	und	0
953	Christoph	0
954	waren	0
955	Jugendgenossen	0
956	.	0
957	Der	0
958	Abkömmling	0
959	eines	0
960	alten	0
961	,	0
962	stolzen	0
963	Rittergeschlechtes	0
964	und	0
965	der	0
966	Sproß	0
967	einer	0
968	alten	0
969	,	0
970	freien	0
971	Bauernfamilie	0
972	hatten	0
973	sich	0
974	als	0
975	Knaben	0
976	bald	0
977	auf	0
978	den	0
979	Wällen	0
980	und	0
981	in	0
982	den	0
983	Gräben	0
984	der	0
985	Burg	0
986	,	0
987	bald	0
988	in	0
989	dem	0
990	Garten	0
991	und	0
992	den	0
993	Wirtschaftsräumen	0
994	des	0
995	Winzerhofes	0
996	getummelt	0
997	,	0
998	hatten	0
999	als	0
1000	Jünglinge	0
1001	die	0
1002	Berge	0
1003	und	0
1004	Täler	0
1005	der	0
1006	Haardt	0
1007	durchstreift	0
1008	,	0
1009	als	0
1010	Männer	0
1011	dem	0
1012	edlen	0
1013	Weidwerk	0
1014	obgelegen	0
1015	und	0
1016	endlich	0
1017	die	0
1018	Schrecken	0
1019	des	0
1020	großen	0
1021	Krieges	0
1022	miteinander	0
1023	getragen	0
1024	,	0
1025	und	0
1026	ihre	0
1027	Freundschaft	0
1028	hatte	0
1029	durch	0
1030	all	0
1031	die	0
1032	langen	0
1033	Jahre	0
1034	treulich	0
1035	standgehalten	0
1036	und	0
1037	blühte	0
1038	heute	0
1039	noch	0
1040	,	0
1041	wo	0
1042	sie	0
1043	beide	0
1044	rüstige	0
1045	,	0
1046	welterfahrene	0
1047	Sechziger	0
1048	waren	0
1049	.	0
1050	Im	0
1051	traulichen	0
1052	Gespräch	0
1053	nannten	0
1054	sie	0
1055	sich	0
1056	du	0
1057	und	0
1058	bei	0
1059	den	0
1060	Vornamen	0
1061	,	0
1062	im	0
1063	amtlichen	0
1064	Verkehr	0
1065	aber	0
1066	,	0
1067	den	0
1068	ja	0
1069	ihre	0
1070	Stellungen	0
1071	mit	0
1072	sich	0
1073	brachten	0
1074	und	0
1075	bei	0
1076	dem	0
1077	es	0
1078	hin	0
1079	und	0
1080	wieder	0
1081	zu	0
1082	kleinen	0
1083	Reibereien	0
1084	und	0
1085	manchmal	0
1086	auch	0
1087	zu	0
1088	einem	0
1089	scharfen	0
1090	Wortwechsel	0
1091	kam	0
1092	,	0
1093	schnoben	0
1094	sie	0
1095	sich	0
1096	auch	0
1097	wohl	0
1098	mit	0
1099	Herr	0
1100	Reichsfreiherr	0
1101	!	0
1102	und	0
1103	Herr	0
1104	Bürgermeister	0
1105	!	0
1106	unwirsch	0
1107	an	0
1108	,	0
1109	um	0
1110	sich	0
1111	beim	0
1112	nächsten	0
1113	Wiedersehen	0
1114	ohne	0
1115	Vorrede	0
1116	die	0
1117	Hände	0
1118	zu	0
1119	schütteln	0
1120	und	0
1121	herzlich	0
1122	ins	0
1123	Gesicht	0
1124	zu	0
1125	lachen	0
1126	.	0
1127	An	0
1128	einen	0
1129	solchen	0
1130	kürzlich	0
1131	gehabten	0
1132	Streit	0
1133	mochte	0
1134	der	0
1135	Bürgermeister	0
1136	wohl	0
1137	gedacht	0
1138	haben	0
1139	,	0
1140	als	0
1141	er	0
1142	zur	0
1143	Wachtenburg	0
1144	hinaufgeblickt	0
1145	hatte	0
1146	.	0
1147	Wie	0
1148	er	0
1149	da	0
1150	nun	0
1151	am	0
1152	Tisch	0
1153	unter	0
1154	den	0
1155	Reben	0
1156	saß	0
1157	und	0
1158	sinnierte	0
1159	,	0
1160	lugte	0
1161	plötzlich	0
1162	,	0
1163	unbemerkt	0
1164	von	0
1165	ihm	0
1166	,	0
1167	ein	0
1168	brauner	0
1169	Mädchenkopf	0
1170	aus	0
1171	der	0
1172	Haustür	0
1173	um	0
1174	die	0
1175	Ecke	0
1176	,	0
1177	und	0
1178	husch	0
1179	!	0
1180	sprang	0
1181	eine	0
1182	hübsche	0
1183	junge	0
1184	Dirn	0
1185	die	0
1186	paar	0
1187	Stufen	0
1188	hinab	0
1189	und	0
1190	zu	0
1191	dem	0
1192	Alten	0
1193	auf	0
1194	die	0
1195	Bank	0
1196	,	0
1197	wo	0
1198	sie	0
1199	sich	0
1200	kuschelig	0
1201	an	0
1202	seine	0
1203	breite	0
1204	Schulter	0
1205	schmiegte	0
1206	.	0
1207	»	0
1208	Grashupf	0
1209	,	0
1210	bist	0
1211	du	0
1212	da	0
1213	?	0
1214	«	0
1215	sprach	0
1216	er	0
1217	,	0
1218	indem	0
1219	er	0
1220	den	0
1221	Arm	0
1222	um	0
1223	seinen	0
1224	Liebling	0
1225	,	0
1226	die	0
1227	jüngste	0
1228	Tochter	0
1229	,	0
1230	schlang	0
1231	.	0
1232	»	0
1233	Wo	0
1234	ist	0
1235	die	0
1236	Mutter	0
1237	?	0
1238	«	0
1239	»	0
1240	Sie	0
1241	kommt	0
1242	auch	0
1243	gleich	0
1244	,	0
1245	«	0
1246	erwiderte	0
1247	das	0
1248	Mädchen	0
1249	.	0
1250	»	0
1251	Hast	0
1252	wohl	0
1253	schon	0
1254	Hunger	0
1255	,	0
1256	Väterle	0
1257	?	0
1258	«	0
1259	»	0
1260	O	0
1261	ja	0
1262	,	0
1263	aber	0
1264	die	0
1265	andern	0
1266	fehlen	0
1267	auch	0
1268	noch	0
1269	,	0
1270	ihr	0
1271	laßt	0
1272	mich	0
1273	ja	0
1274	ganz	0
1275	allein	0
1276	hier	0
1277	.	0
1278	«	0
1279	»	0
1280	Ich	0
1281	doch	0
1282	nicht	0
1283	,	0
1284	Väterle	0
1285	!	0
1286	ich	0
1287	lauf	0
1288	dir	0
1289	immer	0
1290	nach	0
1291	wie	0
1292	ein	0
1293	spürendes	0
1294	Hundl	0
1295	seinem	0
1296	verlorenen	0
1297	Herrn	0
1298	.	0
1299	«	0
1300	»	0
1301	Ja	0
1302	du	0
1303	,	0
1304	du	0
1305	!	0
1306	«	0
1307	lächelte	0
1308	er	0
1309	und	0
1310	drückte	0
1311	sie	0
1312	sanft	0
1313	an	0
1314	sich	0
1315	.	0
1316	Die	0
1317	Siebzehnjährige	0
1318	mit	0
1319	runden	0
1320	Wangen	0
1321	und	0
1322	lustigen	0
1323	Augen	0
1324	war	0
1325	eine	0
1326	Herzensfreude	0
1327	für	0
1328	den	0
1329	ernsten	0
1330	,	0
1331	manchmal	0
1332	kurz	0
1333	angebundenen	0
1334	Mann	0
1335	,	0
1336	und	0
1337	wenn	0
1338	er	0
1339	sie	0
1340	auch	0
1341	keineswegs	0
1342	verzogen	0
1343	hatte	0
1344	,	0
1345	so	0
1346	besaß	0
1347	sie	0
1348	doch	0
1349	eine	0
1350	nicht	0
1351	geringe	0
1352	Gewalt	0
1353	über	0
1354	ihn	0
1355	und	0
1356	konnte	0
1357	ihm	0
1358	abbetteln	0
1359	und	0
1360	abschmeicheln	0
1361	,	0
1362	was	0
1363	sie	0
1364	wollte	0
1365	.	0
1366	Er	0
1367	aber	0
1368	hatte	0
1369	seinen	0
1370	Spaß	0
1371	an	0
1372	den	0
1373	kleinen	0
1374	Listen	0
1375	,	0
1376	die	0
1377	sie	0
1378	dabei	0
1379	anwandte	0
1380	und	0
1381	die	0
1382	er	0
1383	,	0
1384	ohne	0
1385	sich's	0
1386	merken	0
1387	zu	0
1388	lassen	0
1389	,	0
1390	wohl	0
1391	durchschaute	0
1392	.	0
1393	Die	0
1394	beiden	0
1395	blieben	0
1396	nicht	0
1397	lange	0
1398	allein	0
1399	.	0
1400	Zwei	0
1401	pausbäckige	0
1402	Jungen	0
1403	von	0
1404	zehn	0
1405	und	0
1406	acht	0
1407	Jahren	0
1408	,	0
1409	Christophs	0
1410	Enkel	0
1411	,	0
1412	kamen	0
1413	um	0
1414	das	0
1415	Haus	0
1416	herum	0
1417	angestürmt	0
1418	,	0
1419	und	0
1420	das	0
1421	erste	0
1422	Wort	0
1423	des	0
1424	älteren	0
1425	war	0
1426	:	0
1427	»	0
1428	Gibt's	0
1429	noch	0
1430	nichts	0
1431	zu	0
1432	essen	0
1433	?	0
1434	«	0
1435	»	0
1436	So	0
1437	!	0
1438	«	0
1439	lachte	0
1440	Christoph	0
1441	,	0
1442	»	0
1443	wo	0
1444	habt	0
1445	ihr	0
1446	Schlingel	0
1447	denn	0
1448	gesteckt	0
1449	?	0
1450	«	0
1451	»	0
1452	Im	0
1453	Garten	0
1454	,	0
1455	Großvater	0
1456	,	0
1457	«	0
1458	erwiderte	0
1459	der	0
1460	jüngere	0
1461	.	0
1462	»	0
1463	Und	0
1464	wo	0
1465	sind	0
1466	eure	0
1467	Eltern	0
1468	?	0
1469	«	0
1470	»	0
1471	Vater	0
1472	ist	0
1473	nicht	0
1474	daheim	0
1475	,	0
1476	und	0
1477	Mutter	0
1478	singt's	0
1479	Bärbele	0
1480	in	0
1481	Schlaf	0
1482	.	0
1483	«	0
1484	»	0
1485	Dann	0
1486	seht	0
1487	mal	0
1488	nach	0
1489	,	0
1490	ob	0
1491	ihr	0
1492	Großmutter	0
1493	findet	0
1494	,	0
1495	daß	0
1496	sie	0
1497	euch	0
1498	die	0
1499	gefräßigen	0
1500	Mäuler	0
1501	stopft	0
1502	.	0
1503	«	0
1504	Da	0
1505	sprangen	0
1506	sie	0
1507	ins	0
1508	Haus	0
1509	hinein	0
1510	,	0
1511	und	0
1512	man	0
1513	hörte	0
1514	sie	0
1515	nach	0
1516	der	0
1517	Großmutter	0
1518	rufen	0
1519	.	0
1520	Nun	0
1521	erscholl	0
1522	von	0
1523	innen	0
1524	eine	0
1525	weibliche	0
1526	Stimme	0
1527	:	0
1528	»	0
1529	Ammerie	0
1530	!	0
1531	«	0
1532	»	0
1533	Ja	0
1534	,	0
1535	Mutter	0
1536	!	0
1537	«	0
1538	gab	0
1539	das	0
1540	Mädchen	0
1541	zurück	0
1542	und	0
1543	enteilte	0
1544	.	0
1545	Bald	0
1546	kamen	0
1547	die	0
1548	vier	0
1549	wieder	0
1550	.	0
1551	Christophs	0
1552	Frau	0
1553	Madlen	0
1554	,	0
1555	in	0
1556	Abkürzung	0
1557	von	0
1558	Magdalene	0
1559	so	0
1560	genannt	0
1561	,	0
1562	und	0
1563	Ammerie	0
1564	,	0
1565	beide	0
1566	mit	0
1567	irdenen	0
1568	Tellern	0
1569	und	0
1570	Schüsseln	0
1571	beladen	0
1572	,	0
1573	auf	0
1574	denen	0
1575	das	0
1576	kalte	0
1577	Abendbrot	0
1578	appetitlich	0
1579	geschichtet	0
1580	war	0
1581	,	0
1582	und	0
1583	hinter	0
1584	ihnen	0
1585	die	0
1586	zwei	0
1587	Jungen	0
1588	mit	0
1589	anderem	0
1590	Eßgerät	0
1591	,	0
1592	soviel	0
1593	ihre	0
1594	kleinen	0
1595	Hände	0
1596	fassen	0
1597	konnten	0
1598	.	0
1599	Alles	0
1600	wurde	0
1601	auf	0
1602	die	0
1603	sieben	0
1604	Plätze	0
1605	an	0
1606	dem	0
1607	zuvor	0
1608	mit	0
1609	einem	0
1610	blaugemusterten	0
1611	Linnen	0
1612	bedeckten	0
1613	Tisch	0
1614	verteilt	0
1615	,	0
1616	denn	0
1617	der	0
1618	Sohn	0
1619	aß	0
1620	mit	0
1621	Frau	0
1622	und	0
1623	Kindern	0
1624	stets	0
1625	bei	0
1626	den	0
1627	Eltern	0
1628	,	0
1629	weil	0
1630	es	0
1631	der	0
1632	alte	0
1633	Herr	0
1634	,	0
1635	der	0
1636	auf	0
1637	den	0
1638	festen	0
1639	Zusammenhalt	0
1640	der	0
1641	Familie	0
1642	hohen	0
1643	Wert	0
1644	legte	0
1645	,	0
1646	so	0
1647	verlangte	0
1648	.	0
1649	Als	0
1650	Ammerie	0
1651	dann	0
1652	noch	0
1653	einen	0
1654	großen	0
1655	Steinkrug	0
1656	selbst	0
1657	geherbsteten	0
1658	Wein	0
1659	und	0
1660	fünf	0
1661	zinnerne	0
1662	Becher	0
1663	geholt	0
1664	hatte	0
1665	,	0
1666	erschien	0
1667	auch	0
1668	Elsbeth	0
1669	,	0
1670	Armbrusters	0
1671	schöngewachsene	0
1672	Schwiegertochter	0
1673	.	0
1674	»	0
1675	Wo	0
1676	hast	0
1677	du	0
1678	deinen	0
1679	Mann	0
1680	?	0
1681	«	0
1682	fragte	0
1683	Christoph	0
1684	.	0
1685	»	0
1686	Ich	0
1687	weiß	0
1688	nicht	0
1689	,	0
1690	wo	0
1691	der	0
1692	Peter	0
1693	bleibt	0
1694	,	0
1695	«	0
1696	erwiderte	0
1697	Elsbeth	0
1698	.	0
1699	»	0
1700	Er	0
1701	wollte	0
1702	nur	0
1703	noch	0
1704	einmal	0
1705	zum	0
1706	Böttchermeister	0
1707	Lutz	0
1708	Hebenstreit	0
1709	gehen	0
1710	.	0
1711	«	0
1712	»	0
1713	Nun	0
1714	,	0
1715	warten	0
