ID_general;fullname;gender;possible_identity_with;possible_identity_with_names;members;members_names;specialcase;borderline;comment_entity;ID_chapter_1;ID_chapter_2;ID_chapter_3;ID_chapter_4;ID_chapter_5;ID_chapter_6_part1;ID_chapter_6_part2;ID_chapter_7;ID_chapter_8;ID_chapter_9;ID_chapter_10_part1;ID_chapter_10_part2;ID_chapter_11;ID_chapter_12;ID_chapter_13;ID_chapter_14;ID_chapter_15;ID_chapter_16;ID_chapter_17;ID_chapter_18;ID_chapter_19;ID_chapter_20;ID_chapter_21;ID_chapter_22;ID_chapter_23
entity_0113;Träger eines Dandy-Fracks;u;;;;;;;;;;;Träger eines Dandy-Fracks;;;;;;;;;;;;;;;;;;;;;
entity_0114;hochgeputzter Neger;m;;;;;;;;;;;hochgeputzter Neger;;;;;;;;;;;;;;;;;;;;;
entity_0115;Träger einer Uniform;m;;;;;;;;;;;Träger einer Uniform;;;;;;;;;;;;;;;;;;;;;
entity_0116;Träger einer Samtrobe;u;;;;;;;;;;;Träger einer Samtrobe;;;;;;;;;;;;;;;;;;;;;
entity_0117;Souverän im Gedicht;m;;;;;;;;;;;Souverän im Gedicht;;;;;;;;;;;;;;;;;;;;;
entity_0118;Geister im Gedicht;u;;;x;x;group;;;;;;Geister im Gedicht;;;;;;;;;;;;;;;;;;;;;
entity_0119;Deputationen;u;;;x;x;group;;;;;;Deputationen;;;;;;;;;;;;;;;;;;;;;
entity_0120;Paulus;m;;;;;;;;;;;Paulus;;;;;;;;;;;;;;;;;;;;;
entity_0121;Passanten;u;;;x;x;group;;;;;;Passanten;;;;;;;;;;;;;;;;;;;;;
entity_0122;Träger eines Federhuts;u;;;;;;;;;;;Träger eines Federhuts;;;;;;;;;;;;;;;;;;;;;
entity_0123;Beobachter;u;;;;;;;;;;;Beobachter;;;;;;;;;;;;;;;;;;;;;
entity_0124;Damen am Feuerwehr-Festtag;f;;;x;x;group;;;;;;Damen am Feuerwehr-Festtag;;;;;;;;;;;;;;;;;;;;;
entity_0125;Frauenstimme bei Brand;f;;;;;;;;;;;Frauenstimme bei Brand;;;;;;;;;;;;;;;;;;;;;
entity_0126;Pöbel;u;;;x;x;group;;;;;;Pöbel;;;;;;;;;;;;;;;;;;;;;
entity_0127;Männer unter Zuschauern;m;;;x;x;group;;;;;;Männer unter Zuschauern;;;;;;;;;;;;;;;;;;;;;
entity_0128;Pfaff im Gedicht;m;;;;;;;;;;;Pfaff im Gedicht;;;;;;;;;;;;;;;;;;;;;
entity_0129;Mensch im Gedicht;u;;;;;;;;;;;Mensch im Gedicht;;;;;;;;;;;;;;;;;;;;;
entity_0130;Menschen bei Brand;u;;;x;x;group;;;;;;Menschen bei Brand;;;;;;;;;;;;;;;;;;;;;
entity_0131;Musikchöre;u;;;x;x;group;;;;;;Musikchöre;;;;;;;;;;;;;;;;;;;;;
entity_0132;Männer bei Brand;m;;;x;x;group;;;;;;Männer bei Brand;;;;;;;;;;;;;;;;;;;;;
entity_0133;Nachbarn von Staunton;u;;;x;x;group;;;;;;Nachbarn von Staunton;;;;;;;;;;;;;;;;;;;;;
entity_0134;andere Frauenstimme bei Brand;f;;;;;;;;;;;andere Frauenstimme bei Brand;;;;;;;;;;;;;;;;;;;;;
entity_0135;Zuschauer;u;;;x;x;group, nonfact;;;;;;Zuschauer;;;;;;;;;;;;;;;;;;;;;
entity_0136;Volk im Gedicht;u;;;x;x;group;;;;;;Volk im Gedicht;;;;;;;;;;;;;;;;;;;;;
entity_0137;eleganteste Damen;f;;;x;x;group;;;;;;eleganteste Damen;;;;;;;;;;;;;;;;;;;;;
entity_0138;ein Feuerwehrmann;m;;;;;;;;;;;ein Feuerwehrmann;;;;;;;;;;;;;;;;;;;;;
entity_0139;eleganteste Herren;m;;;;;group;;;;;;eleganteste Herren;;;;;;;;;;;;;;;;;;;;;
entity_0140;ein anderer Feuerwehrmann;m;;;;;;;;;;;ein anderer Feuerwehrmann;;;;;;;;;;;;;;;;;;;;;
entity_0141;einer aus Howlands Kompagnie;m;;;;;;;;;;;einer aus Howlands Kompagnie;;;;;;;;;;;;;;;;;;;;;
entity_0142;Quäker John;m;;;;;;;;;;;;Quäker;;;;;;;;;;;;;;;;;;;;
entity_0143;Gesandtschaftsbeamter;m;;;;;;;;;;;;Gesandtschaftsbeamter;;;;;;;;;;;;;;;;;;;;
entity_0144;vierter Makler;m;;;;;;;;;;;;vierter Makler;;;;;;;;;;;;;;;;;;;;
entity_0145;OhioMakler;m;;;;;;;;;;;;OhioMakler;;;;;;;;;;;;;;;;;;;;
entity_0146;Mr. Jones;m;;;;;;;;;;;;Mann 1;;;;;;;;;;;;;;;;;;;;
entity_0147;free-solers;u;;;x;x;group;;;;;;;free-solers;;;;;;;;;;;;;;;;;;;;
entity_0148;Reverend Daniel Gaskin;m;;;;;;;;;;;;Reverend Daniel Gaskin;;;;;;;;;;;;;;;;;;;;
entity_0149;Doctor Thompson;m;;;;;;;;;;;;Doctor Thompson;;;;;;;;;;;;;;;;;;;;
entity_0150;Ungarn;u;;;x;x;group;;;;;;;Ungarn;;;;;;;;;;;;;;;;;;;;
entity_0151;Mann 2;m;;;;;;;;;;;;Mann 2;;;;;;;;;;;;;;;;;;;;
entity_0152;zweiter hypothetischer Nachfolger;m;;;;;nonfact;;;;;;;zweiter hypothetischer Nachfolger;;;;;;;;;;;;;;;;;;;;
entity_0153;Jemand der Mr. Jones wegruft;u;;;;;;;;;;;;Jemand der Mr. Jones wegruft;;;;;;;;;;;;;;;;;;;;
entity_0154;hypothetischer Nachfolger;u;;;;;nonfact;;;;;;;hypothetischer Nachfolger;;;;;;;;;;;;;;;;;;;;
entity_0155;Opfer von Mann 1;u;;;;;;;;;;;;Opfer von Mann 1;;;;;;;;;;;;;;;;;;;;
entity_0156;Publikum im Landamt;u;;;x;x;group;;;;;;;Publikum im Landamt;;;;;;;;;;;;;;;;;;;;
entity_0157;Publikum;u;;;x;x;group;;;;;;;Publikum;;;;;;;;;;;;;;;;;;;;
entity_0158;Landkartenzeichner;u;;;;;;;;;;;;Landkartenzeichner;;;;;;;;;;;;;;;;;;;;
entity_0159;Grünhörnchen das dem Makler das Gut abkauft;u;;;;;nonfact;;;;;;;Grünhörnchen das dem Makler das Gut abkauft;;;;;;;;;;;;;;;;;;;;
entity_0160;Käufer;u;;;x;x;group;;;;;;;Käufer;;;;;;;;;;;;;;;;;;;;
entity_0161;Gesindel;u;;;x;x;group;;;;;;;Gesindel;;;;;;;;;;;;;;;;;;;;
entity_0162;Geometer;u;;;;;;;;;;;;Geometer;;;;;;;;;;;;;;;;;;;;
entity_0163;Indianer in Ohio;u;;;x;x;group;;;;;;;Indianer in Ohio;;;;;;;;;;;;;;;;;;;;
entity_0164;Farmer in Missouri;u;;;;;;;;;;;;Farmer in Missouri;;;;;;;;;;;;;;;;;;;;
entity_0165;Begaffer;u;;;x;x;group;;;;;;;Begaffer;;;;;;;;;;;;;;;;;;;;
entity_0166;Beschauer;u;;;x;x;group;;;;;;;Beschauer;;;;;;;;;;;;;;;;;;;;
entity_0167;Landvermesser;m;;;x;x;group;;;;;;;Landvermesser;;;;;;;;;;;;;;;;;;;;
entity_0168;Rathgeber;u;;;x;x;group;;;;;;;Rathgeber;;;;;;;;;;;;;;;;;;;;
entity_0169;Menschen im Generallandamt;u;;;x;x;group;;;;;;;Menschen im Generallandamt;;;;;;;;;;;;;;;;;;;;
entity_0170;Mr. Distel;m;;;;;;;;;;;;Mr. Distel;;;;;;;;;;;;;;;;;;;;
entity_0171;Mörder;u;;;x;x;group;;;;;;;Mörder;;;;;;;;;;;;;;;;;;;;
entity_0172;benachbarte Gruppe;u;;;entity_0146, entity_0151, x;Mann 1, Mann 2, x;group;;;;;;;benachbarte Gruppe;;;;;;;;;;;;;;;;;;;;
entity_0173;free-soler;u;;;;;nonfact;;;;;;;free-soler;;;;;;;;;;;;;;;;;;;;
entity_0174;dritter Mann;u;;;;;;;;;;;;dritter Mann;;;;;;;;;;;;;;;;;;;;
entity_0175;hypothetischer Käufer;u;;;;;nonfact;;;;;;;hypothetischer Käufer;;;;;;;;;;;;;;;;;;;;
entity_0176;hypothetische Sklaven;u;;;x;x;group;;;;;;;hypothetische Sklaven;;;;;;;;;;;;;;;;;;;;
entity_0177;Lorenzo Da Ponte;m;;;;;;;;;;;;;Schatten;;;;;;;;;;;;;;;;;Da Ponte;;Da Ponte
entity_0178;Reverend Joe Brown;m;;;;;;;;;;;;;Reverend Joe Brown;;;;;;;;;;;;;;;;;;;
entity_0179;Villenbesitzer;m;;;x;x;group;;;;;;;;Villenbesitzer;;;;;;;;;;;;;;;;;;;
entity_0180;Liberale in Europa;m;;;x;x;group;;;;;;;;Liberale;;;;;;;;;;;;;;;;;;;
entity_0181;Rückert;m;;;;;;;;;;;;;Rückert;;;;;;;;;;;;;;;;;;;
entity_0182;Frühverlebte Frauen New Yorks;f;;;x;x;group;;;;;;;;Frühverlebte Frauen New Yorks;;;;;;;;;;;;;;;;;;;
entity_0183;Mr. Blount;m;;;;;;;;;;;;;Mr. Blount;;;;;;;;;;;;;;;;;;;
entity_0184;GalerieDirector;m;;;;;;;;;;;;;GalerieDirector;;;;;;;;;;;;;;;;;;;
entity_0185;PolizeiSergeant;m;;;;;;;;;;;;;PolizeiSergeant;;;;;;;;;;;;;;;;;;;
entity_0186;frühlebende Fräulein New Yorks;f;;;x;x;group;;;;;;;;frühlebende Fräulein New Yorks;;;;;;;;;;;;;;;;;;;
entity_0187;Jane Norwood;f;;;;;;;;;;;;;Jane Norwood;Jane Norwood;;;;;;;;;;;;;;;;;;
entity_0188;Rip van Winkle;m;;;;;;;;;;;;;Rip van Winkle;;;;;;;;;;;;;;;;;;;
entity_0189;Andrew Jackson Dewis;m;;;;;;;;;;;;;Andrew Jackson Dewis;Andrew Jackson Dewis;;;;;;;;;;;;;;;;;;
entity_0190;Black Hamk;m;;;;;;;;;;;;;Black Hamk;Black Hamk;;;;;;;;;;;;;;;;;;
entity_0191;Auswanderer;u;;;x;x;group;;;;;;;;Auswanderer;;;;;;;;;;;;;;;;;;;
entity_0192;Mß. Dooly;f;;;;;;;;;;;;;Mß. Dooly;;;;;;;;;;;;;;;;;;;
entity_0193;Gentleman;m;;;;;;;;;;;;;Gentleman;;;;;;;;;;;;;;;;;;;
entity_0194;zehnjähriger Souverain;m;;;;;;;;;;;;;zehnjähriger Souverain;;;;;;;;;;;;;;;;;;;
entity_0195;Jonathan Hodge;m;;;;;;;;;;;;;Jonathan Hodge;Jonathan Hodge;;;;;;;;;;;;;;;;;;
entity_0196;Nathanael Sanders;m;;;;;;;;;;;;;Nathanael Sanders;Nathanael Sanders;;;;;;;;;;;;;;;;;;
entity_0197;Mr. Croghan;m;;;;;;;;;;;;;Mr. Croghan;Mr. Croghan;;;;;;;;;;;;;;;;;;
entity_0198;Prediger in beliebter Kirche;m;;;;;;;;;;;;;Prediger in beliebter Kirche;;;;;;;;;;;;;;;;;;;
entity_0199;Nachbarin des PolizeiSergeants im Wagen;f;;;;;;;;;;;;;Nachbarin des PolizeiSergeants im Wagen;;;;;;;;;;;;;;;;;;;
entity_0200;Mr. Morses;m;;;;;;;;;;;;;Mr. Morses;;;;;;;;;;;;;;;;;;;
entity_0201;Themis;f;;;;;;;;;;;;;Themis;;;;;;;;;;;;;;;;;;;
entity_0202;Mr. Murphy;m;;;;;;;;;;;;;Mr. Murphy;;;;;;;;;;;;;;;;;;;
entity_0203;Mrs. Harrison;f;;;;;;;;;;;;;Mrs. Harrison;;;;;;;;;;;;;;;;;;;
entity_0204;Croton;m;;;;;;;;;;;;;Croton;;;;;;;;;;;;;;;;;;;
